horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,model,subset,n_samples
1,0.4027777777777778,0.0,0.0,1.0,51,35,58,naive_persistence,full,144
5,0.22916666666666666,0.0,0.0,1.0,70,41,33,naive_persistence,full,144
20,0.11805555555555555,0.0,0.0,1.0,90,37,17,naive_persistence,full,144
30,0.0763888888888889,0.0,0.0,1.0,100,33,11,naive_persistence,full,144
1,0.3680555555555556,0.37254901960784315,0.6285714285714286,0.20689655172413793,51,35,58,seasonal_naive,full,144
5,0.22916666666666666,0.0,0.0,1.0,70,41,33,seasonal_naive,full,144
20,0.11805555555555555,0.0,0.0,1.0,90,37,17,seasonal_naive,full,144
30,0.0763888888888889,0.0,0.0,1.0,100,33,11,seasonal_naive,full,144
1,0.4236111111111111,0.058823529411764705,0.08571428571428572,0.9482758620689655,51,35,58,linear_ridge,full,144
5,0.4444444444444444,0.4857142857142857,0.14634146341463414,0.7272727272727273,70,41,33,linear_ridge,full,144
20,0.7152777777777778,0.9666666666666667,0.35135135135135137,0.17647058823529413,90,37,17,linear_ridge,full,144
30,0.8194444444444444,0.99,0.5454545454545454,0.09090909090909091,100,33,11,linear_ridge,full,144
1,0.4513888888888889,0.37254901960784315,0.14285714285714285,0.7068965517241379,51,35,58,linear_lasso,full,144
5,0.3888888888888889,0.42857142857142855,0.14634146341463414,0.6060606060606061,70,41,33,linear_lasso,full,144
20,0.7013888888888888,0.9222222222222223,0.4594594594594595,0.058823529411764705,90,37,17,linear_lasso,full,144
30,0.75,0.77,0.7575757575757576,0.5454545454545454,100,33,11,linear_lasso,full,144
1,0.4166666666666667,0.23529411764705882,0.11428571428571428,0.7586206896551724,51,35,58,tsm,full,144
5,0.4236111111111111,0.45714285714285713,0.2682926829268293,0.5454545454545454,70,41,33,tsm,full,144
20,0.6319444444444444,0.7333333333333333,0.5135135135135135,0.35294117647058826,90,37,17,tsm,full,144
30,0.7361111111111112,0.8,0.696969696969697,0.2727272727272727,100,33,11,tsm,full,144
