horizon,mse,rmse,mae,mape
1,10.854227929832955,3.2945755310560045,2.1606998182322883,3.048685925802592
5,22.85698587374765,4.780898019592935,3.5513593595321864,4.936140055350669
20,1154.0935401070362,33.97195225633988,31.35310468281785,47.027250592180394
30,843.2192124122407,29.038237074799163,24.679883094683085,38.22627471162553
