horizon,mse,rmse,mae,mape
1,1.8777859689216712,1.370323308172809,1.1068080484050593,2.84694616884651
5,13.25902320151004,3.641294165747947,3.1844308670252968,8.320205162420233
20,123.74315048038122,11.12398986337102,10.111940723575957,26.576579848123536
30,196.42714226581353,14.015246778626965,13.196659924232797,34.1648185393004
