horizon,mse,rmse,mae,mape
1,0.8143216,0.9023977,0.71246034,0.9261404164135456
5,3.0707889,1.7523667,1.3667465,1.7598001286387444
20,13.24736,3.6396923,2.984682,3.7233803421258926
30,33.58924,5.7956223,4.655,5.967798829078674
