horizon,mse,rmse,mae,mape,model
1,0.00036473627551458776,0.01909806951880455,0.014492924325168133,99.35870170593262,naive_persistence
5,0.002976866438984871,0.054560668766498566,0.03682196885347366,99.86414909362793,naive_persistence
20,0.021736403927206993,0.14743271470069885,0.09827026724815369,99.99992251396179,naive_persistence
30,0.04298767074942589,0.20733468234539032,0.14382238686084747,99.99997019767761,naive_persistence
1,0.001835126676717293,0.042838378549115194,0.03218237804683366,1723312.0572561994,seasonal_naive
5,0.002976866339580639,0.054560666597656585,0.036821970025835656,99.86415137042015,seasonal_naive
20,0.021736401841481155,0.14743270275444711,0.0982702622422948,99.99991647296054,seasonal_naive
30,0.04298767148005354,0.207334684700977,0.1438223879653006,99.99996580077817,seasonal_naive
1,0.00036359636127641367,0.01906820288533803,0.014383328454402315,14565.014325570502,linear_ridge
5,0.0028933841364327056,0.0537901862464958,0.035093836820091186,106596.03749532868,linear_ridge
20,0.019703467616975577,0.1403690408066379,0.0826252656047631,371.9035314011079,linear_ridge
30,0.03875090703663961,0.196852500712182,0.11948523488447438,110.99689752654156,linear_ridge
1,0.00038226534472417907,0.01955160721588328,0.0149465079605303,624882.9841718728,linear_lasso
5,0.0028933757821807205,0.05379010859052732,0.03534663077680345,32489.56947291679,linear_lasso
20,0.019428199544672696,0.13938507647762258,0.08282914469928326,239.55710897487427,linear_lasso
30,0.03911501705663208,0.19777516794742478,0.1255533081495671,83.65897296866352,linear_lasso
1,0.0003879659634549171,0.019696852192282677,0.014711754396557808,14130.227661132812,tsm
5,0.0030520956497639418,0.0552457757294178,0.03575655072927475,63606.2255859375,tsm
20,0.02343517169356346,0.15308550000190735,0.0954553559422493,406.73184394836426,tsm
30,0.04580923169851303,0.2140309065580368,0.13450831174850464,138.90011310577393,tsm
1,0.00038796594518385473,0.01969685114894903,0.014711753715959813,14130.065716272686,TSM+LLM-COT-RF-HDELTA
5,0.0030603815327908046,0.05532071522305911,0.035974958719907295,63618.62662785758,TSM+LLM-COT-RF-HDELTA
20,0.023355404401124578,0.15282475061692258,0.09481844591281571,408.7615032981417,TSM+LLM-COT-RF-HDELTA
30,0.04564170752122112,0.21363919940221907,0.13344525867777593,138.13580520373483,TSM+LLM-COT-RF-HDELTA
1,0.00036473627551458776,0.01909806951880455,0.014492924325168133,99.35870170593262,naive_persistence_llm_subset
5,0.002976866438984871,0.054560668766498566,0.03682196885347366,99.86414909362793,naive_persistence_llm_subset
20,0.021736403927206993,0.14743271470069885,0.09827026724815369,99.99992251396179,naive_persistence_llm_subset
30,0.04298767074942589,0.20733468234539032,0.14382238686084747,99.99997019767761,naive_persistence_llm_subset
1,0.001835126676717293,0.042838378549115194,0.03218237804683366,1723312.0572561994,seasonal_naive_llm_subset
5,0.002976866339580639,0.054560666597656585,0.036821970025835656,99.86415137042015,seasonal_naive_llm_subset
20,0.021736401841481155,0.14743270275444711,0.0982702622422948,99.99991647296054,seasonal_naive_llm_subset
30,0.04298767148005354,0.207334684700977,0.1438223879653006,99.99996580077817,seasonal_naive_llm_subset
1,0.00036359636127641367,0.01906820288533803,0.014383328454402315,14565.014325570502,linear_ridge_llm_subset
5,0.0028933841364327056,0.0537901862464958,0.035093836820091186,106596.03749532868,linear_ridge_llm_subset
20,0.019703467616975577,0.1403690408066379,0.0826252656047631,371.9035314011079,linear_ridge_llm_subset
30,0.03875090703663961,0.196852500712182,0.11948523488447438,110.99689752654156,linear_ridge_llm_subset
1,0.00038226534472417907,0.01955160721588328,0.0149465079605303,624882.9841718728,linear_lasso_llm_subset
5,0.0028933757821807205,0.05379010859052732,0.03534663077680345,32489.56947291679,linear_lasso_llm_subset
20,0.019428199544672696,0.13938507647762258,0.08282914469928326,239.55710897487427,linear_lasso_llm_subset
30,0.03911501705663208,0.19777516794742478,0.1255533081495671,83.65897296866352,linear_lasso_llm_subset
1,0.0003879659634549171,0.019696852192282677,0.014711754396557808,14130.227661132812,tsm_llm_subset
5,0.0030520956497639418,0.0552457757294178,0.03575655072927475,63606.2255859375,tsm_llm_subset
20,0.02343517169356346,0.15308550000190735,0.0954553559422493,406.73184394836426,tsm_llm_subset
30,0.04580923169851303,0.2140309065580368,0.13450831174850464,138.90011310577393,tsm_llm_subset
