model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,101,8.344327926635742,2.888654947280884,2.278013229370117,5.9945859014987946
seasonal_naive,full,101,9.399004589676569,3.06577960552884,2.46036955074902,6.466910635558411
linear_ridge,full,101,27.474317303895216,5.241594919859337,4.312881263254499,11.49410100625386
linear_lasso,full,101,34.53587345147421,5.876723019802295,5.179603020192767,13.74931557004427
tsm,full,101,16.438459396362305,4.054437160491943,3.1828131675720215,8.46327692270279
TSM+LLM-COT-RF-HDELTA,llm_subset,101,16.444174215367735,4.055141701022016,3.1607645683456433,8.400852473439302
naive_persistence_llm_subset,llm_subset,101,8.344327926635742,2.888654947280884,2.278013229370117,5.9945859014987946
seasonal_naive_llm_subset,llm_subset,101,9.399004589676569,3.06577960552884,2.46036955074902,6.466910635558411
linear_ridge_llm_subset,llm_subset,101,27.474317303895216,5.241594919859337,4.312881263254499,11.49410100625386
linear_lasso_llm_subset,llm_subset,101,34.53587345147421,5.876723019802295,5.179603020192767,13.74931557004427
tsm_llm_subset,llm_subset,101,16.438459396362305,4.054437160491943,3.1828131675720215,8.46327692270279
