,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
More information,,www.eex.com/en/products/environmental-markets/emissions-auctions/overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,EEX Emissions market / Primary Market Auction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.41,3.80,5.05,4.37,4.37,"4,261,500","9,058,000",76,18,3.80,"119,184","452,900","717,591","387,409","571,056",2.13,20,11,"18,793,215",EU,"458,640","833,490","754,110","35,280","1,155,420",,"410,130","227,115","1,137,780","2,835,630","549,045","1,799,280","154,350","493,920","308,700","3,166,380","180,810","39,690","88,200","33,075","1,102,500",,"577,710","1,508,220","291,060","145,530","507,150"
12.05.2017,11:00,Auction 3. Period DE,T3PA,4.26,3.80,5.00,4.38,4.31,"4,473,000","6,416,000",71,52,4.18,"90,366","377,412","566,241","279,563","545,797",1.43,17,16,"19,054,980",DE,,,,,,"19,054,980",,,,,,,,,,,,,,,,,,,,,
11.05.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.37,3.80,5.00,4.37,4.38,"4,261,500","9,175,000",84,46,4.20,"109,226","458,750","679,151","236,750","441,001",2.15,20,18,"18,622,755",EU,"454,480","825,930","747,270","34,960","1,144,940",,"406,410","225,055","1,127,460","2,809,910","544,065","1,782,960","152,950","489,440","305,900","3,137,660","179,170","39,330","87,400","32,775","1,092,500",,"572,470","1,494,540","288,420","144,210","502,550"
10.05.2017,11:00,Auction 3. Period CAP2-PL,T3PA,4.49,3.80,5.00,4.46,4.48,"4,857,000","9,636,000",62,25,3.65,"155,419","566,824","788,929","373,615","501,236",1.98,17,13,"21,807,930",PL,,,,,,,,,,,,,,,,,,,,,,"21,807,930",,,,,
09.05.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.37,3.80,7.45,4.42,4.37,"4,261,500","9,289,000",73,37,4.06,"127,247","516,056","824,959","250,676","473,197",2.18,18,17,"18,622,755",EU,"454,480","825,930","747,270","34,960","1,144,940",,"406,410","225,055","1,127,460","2,809,910","544,065","1,782,960","152,950","489,440","305,900","3,137,660","179,170","39,330","87,400","32,775","1,092,500",,"572,470","1,494,540","288,420","144,210","502,550"
08.05.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.45,3.80,5.00,4.45,4.45,"4,261,500","9,093,000",79,41,3.59,"115,101","413,318","598,600","213,075","335,054",2.13,22,20,"18,963,675",EU,"462,800","841,050","760,950","35,600","1,165,900",,"413,850","229,175","1,148,100","2,861,350","554,025","1,815,600","155,750","498,400","311,500","3,195,100","182,450","40,050","89,000","33,375","1,112,500",,"582,950","1,521,900","293,700","146,850","511,750"
05.05.2017,11:00,Auction 3. Period DE,T3PA,4.52,3.80,5.00,4.45,4.46,"4,473,000","11,086,000",92,18,4.60,"120,500","554,300","708,911","559,125","532,720",2.48,20,8,"20,217,960",DE,,,,,,"20,217,960",,,,,,,,,,,,,,,,,,,,,
04.05.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.35,3.80,4.80,4.29,4.30,"4,261,500","9,042,000",86,24,3.91,"105,140","411,000","627,465","304,393","397,515",2.12,22,14,"18,537,525",EU,"452,400","822,150","743,850","34,800","1,139,700",,"404,550","224,025","1,122,300","2,797,050","541,575","1,774,800","152,250","487,200","304,500","3,123,300","178,350","39,150","87,000","32,625","1,087,500",,"569,850","1,487,700","287,100","143,550","500,250"
02.05.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.48,3.80,5.00,4.46,4.47,"4,261,500","7,551,000",80,33,4.44,"94,388","419,500","639,275","250,676","371,482",1.77,18,17,"19,091,520",EU,"465,920","846,720","766,080","35,840","1,173,760",,"416,640","230,720","1,155,840","2,880,640","557,760","1,827,840","156,800","501,760","313,600","3,216,640","183,680","40,320","89,600","33,600","1,120,000",,"586,880","1,532,160","295,680","147,840","515,200"
28.04.2017,11:00,Auction 3. Period DE,T3PA,4.52,3.80,5.00,4.50,4.52,"4,473,000","11,691,000",65,33,3.42,"179,862","615,316","938,142","279,563","411,364",2.61,19,16,"20,217,960",DE,,,,,,"20,217,960",,,,,,,,,,,,,,,,,,,,,
27.04.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.57,3.80,5.00,4.54,4.57,"4,261,500","11,367,000",73,36,3.32,"155,712","516,682","854,955","224,289","258,348",2.67,22,19,"19,475,055",EU,"475,280","863,730","781,470","36,560","1,197,340",,"425,010","235,355","1,179,060","2,938,510","568,965","1,864,560","159,950","511,840","319,900","3,281,260","187,370","41,130","91,400","34,275","1,142,500",,"598,670","1,562,940","301,620","150,810","525,550"
26.04.2017,11:00,Auction 3. Period CAP2-PL,T3PA,4.49,3.80,5.00,4.47,4.48,"4,857,000","8,617,000",74,32,4.63,"116,446","538,563","560,371","441,545","308,321",1.77,16,11,"21,807,930",PL,,,,,,,,,,,,,,,,,,,,,,"21,807,930",,,,,
25.04.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.62,4.00,5.55,4.59,4.58,"4,261,500","12,604,000",91,22,3.79,"138,505","525,167","926,537","304,393","323,240",2.96,24,14,"19,688,130",EU,"480,480","873,180","790,020","36,960","1,210,440",,"429,660","237,930","1,191,960","2,970,660","575,190","1,884,960","161,700","517,440","323,400","3,317,160","189,420","41,580","92,400","34,650","1,155,000",,"605,220","1,580,040","304,920","152,460","531,300"
24.04.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.70,3.80,5.20,4.61,4.63,"4,261,500","12,756,000",84,24,4.20,"151,857","637,800","1,003,706","355,125","380,572",2.99,20,12,"20,029,050",EU,"488,800","888,300","803,700","37,600","1,231,400",,"437,100","242,050","1,212,600","3,022,100","585,150","1,917,600","164,500","526,400","329,000","3,374,600","192,700","42,300","94,000","35,250","1,175,000",,"615,700","1,607,400","310,200","155,100","540,500"
21.04.2017,11:00,Auction 3. Period DE,T3PA,4.73,3.80,5.50,4.70,4.68,"4,473,000","12,850,000",81,25,3.68,"158,642","584,091","885,464","344,077","397,558",2.87,22,13,"21,157,290",DE,,,,,,"21,157,290",,,,,,,,,,,,,,,,,,,,,
20.04.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.76,3.45,5.55,4.67,4.74,"4,261,500","12,260,500",93,31,4.43,"131,833","583,833","914,973","250,676","421,123",2.88,21,17,"20,284,740",EU,"495,040","899,640","813,960","38,080","1,247,120",,"442,680","245,140","1,228,080","3,060,680","592,620","1,942,080","166,600","533,120","333,200","3,417,680","195,160","42,840","95,200","35,700","1,190,000",,"623,560","1,627,920","314,160","157,080","547,400"
18.04.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.85,3.45,5.55,4.78,4.84,"4,261,500","11,651,000",101,44,4.39,"115,356","506,565","756,733","213,075","318,059",2.73,23,20,"20,668,275",EU,"504,400","916,650","829,350","38,800","1,270,700",,"451,050","249,775","1,251,300","3,118,550","603,825","1,978,800","169,750","543,200","339,500","3,482,300","198,850","43,650","97,000","36,375","1,212,500",,"635,350","1,658,700","320,100","160,050","557,750"
13.04.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.93,3.45,5.90,4.83,4.90,"4,261,500","10,622,000",93,28,4.65,"114,215","531,100","669,385","284,100","401,870",2.49,20,15,"21,009,195",EU,"512,720","931,770","843,030","39,440","1,291,660",,"458,490","253,895","1,271,940","3,169,990","613,785","2,011,440","172,550","552,160","345,100","3,539,740","202,130","44,370","98,600","36,975","1,232,500",,"645,830","1,686,060","325,380","162,690","566,950"
12.04.2017,11:00,Auction 3. Period CAP2-PL,T3PA,4.84,3.45,5.45,4.78,4.85,"4,857,000","11,940,000",96,52,4.80,"124,375","597,000","855,656","303,563","470,646",2.46,20,16,"23,507,880",PL,,,,,,,,,,,,,,,,,,,,,,"23,507,880",,,,,
11.04.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.77,3.45,5.45,4.68,4.74,"4,261,500","11,826,000",91,26,4.33,"129,956","563,143","827,854","355,125","421,015",2.78,21,12,"20,327,355",EU,"496,080","901,530","815,670","38,160","1,249,740",,"443,610","245,655","1,230,660","3,067,110","593,865","1,946,160","166,950","534,240","333,900","3,424,860","195,570","42,930","95,400","35,775","1,192,500",,"624,870","1,631,340","314,820","157,410","548,550"
10.04.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.84,3.45,5.90,4.75,4.80,"4,261,500","12,078,000",101,30,4.04,"119,584","483,120","738,792","250,676","305,176",2.83,25,17,"20,625,660",EU,"503,360","914,760","827,640","38,720","1,268,080",,"450,120","249,260","1,248,720","3,112,120","602,580","1,974,720","169,400","542,080","338,800","3,475,120","198,440","43,560","96,800","36,300","1,210,000",,"634,040","1,655,280","319,440","159,720","556,600"
07.04.2017,11:00,Auction 3. Period DE,T3PA,5.06,4.00,6.00,5.08,5.06,"4,473,000","10,853,000",66,33,3.47,"164,439","571,211","1,052,044","279,563","448,990",2.43,19,16,"22,633,380",DE,,,,,,"22,633,380",,,,,,,,,,,,,,,,,,,,,
06.04.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.86,3.45,5.55,4.76,4.86,"4,261,500","11,758,000",71,34,3.55,"165,606","587,900","976,201","266,344","372,762",2.76,20,16,"20,710,890",EU,"505,440","918,540","831,060","38,880","1,273,320",,"451,980","250,290","1,253,880","3,124,980","605,070","1,982,880","170,100","544,320","340,200","3,489,480","199,260","43,740","97,200","36,450","1,215,000",,"636,660","1,662,120","320,760","160,380","558,900"
04.04.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.78,3.45,5.30,4.69,4.75,"4,261,500","11,503,500",88,30,4.00,"130,722","522,886","793,205","304,393","369,932",2.70,22,14,"20,369,970",EU,"497,120","903,420","817,380","38,240","1,252,360",,"444,540","246,170","1,233,240","3,073,540","595,110","1,950,240","167,300","535,360","334,600","3,432,040","195,980","43,020","95,600","35,850","1,195,000",,"626,180","1,634,760","315,480","157,740","549,700"
03.04.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.70,3.45,5.30,4.63,4.68,"4,261,500","9,344,000",84,29,4.00,"111,238","444,952","540,093","266,344","312,447",2.19,21,16,"20,029,050",EU,"488,800","888,300","803,700","37,600","1,231,400",,"437,100","242,050","1,212,600","3,022,100","585,150","1,917,600","164,500","526,400","329,000","3,374,600","192,700","42,300","94,000","35,250","1,175,000",,"615,700","1,607,400","310,200","155,100","540,500"
31.03.2017,11:00,Auction 3. Period DE,T3PA,4.85,3.45,5.45,4.71,4.80,"4,473,000","13,013,000",73,22,4.29,"178,260","765,471","880,239","372,750","375,678",2.91,17,12,"21,694,050",DE,,,,,,"21,694,050",,,,,,,,,,,,,,,,,,,,,
30.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.63,3.45,5.50,4.57,4.62,"4,261,500","10,452,000",71,30,3.74,"147,211","550,105","733,645","266,344","311,816",2.45,19,16,"19,730,745",EU,"481,520","875,070","791,730","37,040","1,213,060",,"430,590","238,445","1,194,540","2,977,090","576,435","1,889,040","162,050","518,560","324,100","3,324,340","189,830","41,670","92,600","34,725","1,157,500",,"606,530","1,583,460","305,580","152,790","532,450"
29.03.2017,11:00,Auction 3. Period PL,T3PA,4.71,3.45,5.30,4.59,4.63,"5,738,500","14,198,000",83,24,3.95,"171,060","676,095","820,485","478,208","398,274",2.47,21,12,"27,028,335",PL,,,,,,,,,,,,,,,,,,,,,,"27,028,335",,,,,
28.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.63,3.45,5.50,4.60,4.64,"4,261,500","9,412,000",64,35,3.37,"147,063","495,368","627,386","284,100","315,691",2.21,19,15,"19,730,745",EU,"481,520","875,070","791,730","37,040","1,213,060",,"430,590","238,445","1,194,540","2,977,090","576,435","1,889,040","162,050","518,560","324,100","3,324,340","189,830","41,670","92,600","34,725","1,157,500",,"606,530","1,583,460","305,580","152,790","532,450"
27.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.67,3.45,5.50,4.60,4.62,"4,261,500","11,010,000",71,30,3.94,"155,070","611,667","734,509","327,808","315,086",2.58,18,13,"19,901,205",EU,"485,680","882,630","798,570","37,360","1,223,540",,"434,310","240,505","1,204,860","3,002,810","581,415","1,905,360","163,450","523,040","326,900","3,353,060","191,470","42,030","93,400","35,025","1,167,500",,"611,770","1,597,140","308,220","154,110","537,050"
24.03.2017,11:00,Auction 3. Period DE,T3PA,4.88,3.45,5.60,4.79,4.87,"4,473,000","11,097,500",89,41,4.24,"124,691","528,452","761,654","248,500","334,780",2.48,21,18,"21,828,240",DE,,,,,,"21,828,240",,,,,,,,,,,,,,,,,,,,,
23.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.98,3.45,5.50,4.86,4.95,"4,261,500","11,104,500",87,32,4.58,"127,638","584,447","797,058","250,676","338,971",2.61,19,17,"21,222,270",EU,"517,920","941,220","851,580","39,840","1,304,760",,"463,140","256,470","1,284,840","3,202,140","620,010","2,031,840","174,300","557,760","348,600","3,575,640","204,180","44,820","99,600","37,350","1,245,000",,"652,380","1,703,160","328,680","164,340","572,700"
21.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.93,3.45,5.87,4.84,4.92,"4,261,500","9,674,500",91,37,3.79,"106,313","403,104","555,432","250,676","275,039",2.27,24,17,"21,009,195",EU,"512,720","931,770","843,030","39,440","1,291,660",,"458,490","253,895","1,271,940","3,169,990","613,785","2,011,440","172,550","552,160","345,100","3,539,740","202,130","44,370","98,600","36,975","1,232,500",,"645,830","1,686,060","325,380","162,690","566,950"
20.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.05,3.45,5.60,4.93,5.03,"4,261,500","11,091,500",95,35,4.32,"116,753","504,159","739,766","250,676","313,208",2.60,22,17,"21,520,575",EU,"525,200","954,450","863,550","40,400","1,323,100",,"469,650","260,075","1,302,900","3,247,150","628,725","2,060,400","176,750","565,600","353,500","3,625,900","207,050","45,450","101,000","37,875","1,262,500",,"661,550","1,727,100","333,300","166,650","580,750"
17.03.2017,11:00,Auction 3. Period DE,T3PA,5.13,3.45,5.90,4.95,5.06,"4,473,000","15,148,500",102,22,4.43,"148,515","658,630","998,527","406,636","450,881",3.39,23,11,"22,946,490",DE,,,,,,"22,946,490",,,,,,,,,,,,,,,,,,,,,
16.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.07,3.45,5.90,4.97,5.08,"4,261,500","10,459,500",95,51,4.32,"110,100","475,432","715,140","202,929","327,860",2.45,22,21,"21,605,805",EU,"527,280","958,230","866,970","40,560","1,328,340",,"471,510","261,105","1,308,060","3,260,010","631,215","2,068,560","177,450","567,840","354,900","3,640,260","207,870","45,630","101,400","38,025","1,267,500",,"664,170","1,733,940","334,620","167,310","583,050"
14.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.16,3.45,6.00,5.02,5.15,"4,261,500","13,192,500",89,39,4.45,"148,230","659,625","1,015,329","236,750","333,351",3.10,20,18,"21,989,340",EU,"536,640","975,240","882,360","41,280","1,351,920",,"479,880","265,740","1,331,280","3,317,880","642,420","2,105,280","180,600","577,920","361,200","3,704,880","211,560","46,440","103,200","38,700","1,290,000",,"675,960","1,764,720","340,560","170,280","593,400"
13.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.11,3.15,5.90,4.95,5.05,"4,261,500","17,153,500",114,26,5.18,"150,469","779,705","1,129,704","327,808","338,284",4.03,22,13,"21,776,265",EU,"531,440","965,790","873,810","40,880","1,338,820",,"475,230","263,165","1,318,380","3,285,730","636,195","2,084,880","178,850","572,320","357,700","3,668,980","209,510","45,990","102,200","38,325","1,277,500",,"669,410","1,747,620","337,260","168,630","587,650"
10.03.2017,11:00,Auction 3. Period DE,T3PA,5.08,3.45,5.95,4.95,5.04,"4,473,000","14,078,500",90,31,4.09,"156,428","639,932","954,886","298,200","287,959",3.15,22,15,"22,722,840",DE,,,,,,"22,722,840",,,,,,,,,,,,,,,,,,,,,
09.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.16,3.45,5.90,4.98,5.08,"4,261,500","14,214,500",94,26,3.92,"151,218","592,271","905,818","327,808","358,801",3.34,24,13,"21,989,340",EU,"536,640","975,240","882,360","41,280","1,351,920",,"479,880","265,740","1,331,280","3,317,880","642,420","2,105,280","180,600","577,920","361,200","3,704,880","211,560","46,440","103,200","38,700","1,290,000",,"675,960","1,764,720","340,560","170,280","593,400"
07.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.43,3.45,6.00,5.21,5.41,"4,261,500","12,087,000",82,34,4.10,"147,402","604,350","937,049","284,100","484,657",2.84,20,15,"23,139,945",EU,"564,720","1,026,270","928,530","43,440","1,422,660",,"504,990","279,645","1,400,940","3,491,490","676,035","2,215,440","190,050","608,160","380,100","3,898,740","222,630","48,870","108,600","40,725","1,357,500",,"711,330","1,857,060","358,380","179,190","624,450"
06.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.47,3.45,6.40,5.25,5.42,"4,261,500","11,826,500",86,33,3.58,"137,517","492,771","728,756","250,676","270,870",2.78,24,17,"23,310,405",EU,"568,880","1,033,830","935,370","43,760","1,433,140",,"508,710","281,705","1,411,260","3,517,210","681,015","2,231,760","191,450","612,640","382,900","3,927,460","224,270","49,230","109,400","41,025","1,367,500",,"716,570","1,870,740","361,020","180,510","629,050"
03.03.2017,11:00,Auction 3. Period DE,T3PA,5.55,3.45,6.20,5.31,5.54,"4,473,000","10,667,000",78,33,3.90,"136,756","533,350","761,353","263,118","412,526",2.38,20,17,"24,825,150",DE,,,,,,"24,825,150",,,,,,,,,,,,,,,,,,,,,
02.03.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.74,3.45,6.40,5.46,5.69,"4,261,500","12,835,500",97,33,4.62,"132,325","611,214","830,598","304,393","359,818",3.01,21,14,"24,461,010",EU,"596,960","1,084,860","981,540","45,920","1,503,880",,"533,820","295,610","1,480,920","3,690,820","714,630","2,341,920","200,900","642,880","401,800","4,121,320","235,340","51,660","114,800","43,050","1,435,000",,"751,940","1,963,080","378,840","189,420","660,100"
28.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.15,3.45,5.80,5.05,5.20,"4,261,500","8,679,000",90,60,5.29,"96,433","510,529","666,977","266,344","359,938",2.04,17,16,"21,946,725",EU,"535,600","973,350","880,650","41,200","1,349,300",,"478,950","265,225","1,328,700","3,311,450","641,175","2,101,200","180,250","576,800","360,500","3,697,700","211,150","46,350","103,000","38,625","1,287,500",,"674,650","1,761,300","339,900","169,950","592,250"
27.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.28,3.45,6.00,5.08,5.27,"4,261,500","12,410,000",80,36,5.33,"155,125","827,333","1,099,515","355,125","362,460",2.91,15,12,"22,500,720",EU,"549,120","997,920","902,880","42,240","1,383,360",,"491,040","271,920","1,362,240","3,395,040","657,360","2,154,240","184,800","591,360","369,600","3,791,040","216,480","47,520","105,600","39,600","1,320,000",,"691,680","1,805,760","348,480","174,240","607,200"
24.02.2017,11:00,Auction 3. Period DE,T3PA,5.31,3.45,6.00,5.11,5.28,"4,473,000","11,973,000",93,39,5.17,"128,742","665,167","900,111","298,200","371,971",2.68,18,15,"23,751,630",DE,,,,,,"23,751,630",,,,,,,,,,,,,,,,,,,,,
23.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.17,3.45,5.70,4.99,5.14,"4,261,500","13,941,000",102,31,4.64,"136,676","633,682","948,400","266,344","398,237",3.27,22,16,"22,031,955",EU,"537,680","977,130","884,070","41,360","1,354,540",,"480,810","266,255","1,333,860","3,324,310","643,665","2,109,360","180,950","579,040","361,900","3,712,060","211,970","46,530","103,400","38,775","1,292,500",,"677,270","1,768,140","341,220","170,610","594,550"
21.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.09,3.45,5.70,4.88,4.99,"4,261,500","15,776,000",109,17,4.74,"144,734","685,913","913,410","355,125","517,484",3.70,23,12,"21,691,035",EU,"529,360","962,010","870,390","40,720","1,333,580",,"473,370","262,135","1,313,220","3,272,870","633,705","2,076,720","178,150","570,080","356,300","3,654,620","208,690","45,810","101,800","38,175","1,272,500",,"666,790","1,740,780","335,940","167,970","585,350"
20.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.05,3.45,5.50,4.85,4.97,"4,261,500","15,065,000",102,21,5.10,"147,696","753,250","868,709","387,409","411,999",3.54,20,11,"21,520,575",EU,"525,200","954,450","863,550","40,400","1,323,100",,"469,650","260,075","1,302,900","3,247,150","628,725","2,060,400","176,750","565,600","353,500","3,625,900","207,050","45,450","101,000","37,875","1,262,500",,"661,550","1,727,100","333,300","166,650","580,750"
17.02.2017,11:00,Auction 3. Period DE,T3PA,4.85,3.45,5.50,4.76,4.85,"4,473,000","10,176,000",98,51,4.90,"103,837","508,800","640,854","248,500","312,904",2.27,20,18,"21,694,050",DE,,,,,,"21,694,050",,,,,,,,,,,,,,,,,,,,,
16.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.96,3.45,5.50,4.86,4.97,"4,261,500","10,434,000",99,53,4.95,"105,394","521,700","652,865","250,676","278,386",2.45,20,17,"21,137,040",EU,"515,840","937,440","848,160","39,680","1,299,520",,"461,280","255,440","1,279,680","3,189,280","617,520","2,023,680","173,600","555,520","347,200","3,561,280","203,360","44,640","99,200","37,200","1,240,000",,"649,760","1,696,320","327,360","163,680","570,400"
14.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.95,3.45,5.99,4.84,4.96,"4,261,500","8,687,000",85,46,3.86,"102,200","394,864","470,842","224,289","245,510",2.04,22,19,"21,094,425",EU,"514,800","935,550","846,450","39,600","1,296,900",,"460,350","254,925","1,277,100","3,182,850","616,275","2,019,600","173,250","554,400","346,500","3,554,100","202,950","44,550","99,000","37,125","1,237,500",,"648,450","1,692,900","326,700","163,350","569,250"
13.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.07,3.00,5.50,5.09,5.11,"4,261,500","7,641,000",55,42,3.06,"138,927","424,500","773,067","250,676","368,050",1.79,18,17,"21,605,805",EU,"527,280","958,230","866,970","40,560","1,328,340",,"471,510","261,105","1,308,060","3,260,010","631,215","2,068,560","177,450","567,840","354,900","3,640,260","207,870","45,630","101,400","38,025","1,267,500",,"664,170","1,733,940","334,620","167,310","583,050"
10.02.2017,11:00,Auction 3. Period DE,T3PA,5.30,3.45,5.60,5.08,5.28,"4,473,000","12,410,000",93,38,4.43,"133,441","590,952","969,889","298,200","469,862",2.77,21,15,"23,706,900",DE,,,,,,"23,706,900",,,,,,,,,,,,,,,,,,,,,
09.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.25,3.45,5.60,5.08,5.20,"4,261,500","11,949,500",100,29,5.26,"119,495","628,921","1,071,065","355,125","389,617",2.80,19,12,"22,372,875",EU,"546,000","992,250","897,750","42,000","1,375,500",,"488,250","270,375","1,354,500","3,375,750","653,625","2,142,000","183,750","588,000","367,500","3,769,500","215,250","47,250","105,000","39,375","1,312,500",,"687,750","1,795,500","346,500","173,250","603,750"
07.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.08,3.45,6.00,4.94,5.05,"4,261,500","10,686,500",103,35,5.15,"103,752","534,325","690,501","266,344","312,327",2.51,20,16,"21,648,420",EU,"528,320","960,120","868,680","40,640","1,330,960",,"472,440","261,620","1,310,640","3,266,440","632,460","2,072,640","177,800","568,960","355,600","3,647,440","208,280","45,720","101,600","38,100","1,270,000",,"665,480","1,737,360","335,280","167,640","584,200"
06.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.08,3.45,5.50,4.92,5.02,"4,261,500","15,089,000",124,36,5.39,"121,685","656,043","1,141,086","266,344","316,549",3.54,23,16,"21,648,420",EU,"528,320","960,120","868,680","40,640","1,330,960",,"472,440","261,620","1,310,640","3,266,440","632,460","2,072,640","177,800","568,960","355,600","3,647,440","208,280","45,720","101,600","38,100","1,270,000",,"665,480","1,737,360","335,280","167,640","584,200"
03.02.2017,11:00,Auction 3. Period DE,T3PA,5.22,3.45,6.00,4.99,5.14,"4,473,000","14,191,000",89,23,4.24,"159,449","675,762","1,031,916","447,300","658,478",3.17,21,10,"23,349,060",DE,,,,,,"23,349,060",,,,,,,,,,,,,,,,,,,,,
02.02.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.24,3.45,5.60,5.07,5.25,"4,261,500","10,366,500",89,49,4.68,"116,478","545,605","637,093","266,344","408,667",2.43,19,16,"22,330,260",EU,"544,960","990,360","896,040","41,920","1,372,880",,"487,320","269,860","1,351,920","3,369,320","652,380","2,137,920","183,400","586,880","366,800","3,762,320","214,840","47,160","104,800","39,300","1,310,000",,"686,440","1,792,080","345,840","172,920","602,600"
31.01.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.20,3.45,5.50,5.01,5.16,"4,261,500","13,005,000",96,28,5.05,"135,469","684,474","1,041,434","426,150","629,417",3.05,19,10,"22,159,800",EU,"540,800","982,800","889,200","41,600","1,362,400",,"483,600","267,800","1,341,600","3,343,600","647,400","2,121,600","182,000","582,400","364,000","3,733,600","213,200","46,800","104,000","39,000","1,300,000",,"681,200","1,778,400","343,200","171,600","598,000"
30.01.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.99,3.45,6.00,4.88,4.97,"4,261,500","10,787,000",100,39,5.56,"107,870","599,278","623,687","284,100","358,229",2.53,18,15,"21,264,885",EU,"518,960","943,110","853,290","39,920","1,307,380",,"464,070","256,985","1,287,420","3,208,570","621,255","2,035,920","174,650","558,880","349,300","3,582,820","204,590","44,910","99,800","37,425","1,247,500",,"653,690","1,706,580","329,340","164,670","573,850"
27.01.2017,11:00,Auction 3. Period DE,T3PA,5.05,3.45,6.00,4.91,5.00,"4,473,000","14,932,000",100,32,4.76,"149,320","711,048","981,694","344,077","409,335",3.34,21,13,"22,588,650",DE,,,,,,"22,588,650",,,,,,,,,,,,,,,,,,,,,
26.01.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.93,3.45,6.00,4.81,4.86,"4,261,500","15,177,000",92,27,4.38,"164,967","722,714","949,578","327,808","315,876",3.56,21,13,"21,009,195",EU,"512,720","931,770","843,030","39,440","1,291,660",,"458,490","253,895","1,271,940","3,169,990","613,785","2,011,440","172,550","552,160","345,100","3,539,740","202,130","44,370","98,600","36,975","1,232,500",,"645,830","1,686,060","325,380","162,690","566,950"
24.01.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.23,3.45,5.55,5.03,5.16,"4,261,500","15,990,000",110,27,4.78,"145,364","695,217","1,029,000","426,150","571,395",3.75,23,10,"22,287,645",EU,"543,920","988,470","894,330","41,840","1,370,260",,"486,390","269,345","1,349,340","3,362,890","651,135","2,133,840","183,050","585,760","366,100","3,755,140","214,430","47,070","104,600","39,225","1,307,500",,"685,130","1,788,660","345,180","172,590","601,450"
23.01.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.34,3.45,5.75,5.17,5.34,"4,261,500","10,345,000",98,49,4.67,"105,561","492,619","651,279","236,750","359,767",2.43,21,18,"22,756,410",EU,"555,360","1,009,260","913,140","42,720","1,399,080",,"496,620","275,010","1,377,720","3,433,620","664,830","2,178,720","186,900","598,080","373,800","3,834,120","218,940","48,060","106,800","40,050","1,335,000",,"699,540","1,826,280","352,440","176,220","614,100"
20.01.2017,11:00,Auction 3. Period DE,T3PA,5.16,3.45,6.00,5.00,5.16,"4,473,000","8,762,000",71,36,3.55,"123,408","438,100","690,878","298,200","495,068",1.96,20,15,"23,080,680",DE,,,,,,"23,080,680",,,,,,,,,,,,,,,,,,,,,
