,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
More information,,www.eex.com/en/products/environmental-markets/emissions-auctions/overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,EEX Emissions market / Primary Market Auction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.09.2017,11:00,Auction 3. Period CAP2-EU,T3PA,6.65,4.00,7.00,6.27,6.64,"5,329,500","10,178,000",88,34,3.67,"115,659","424,083","500,282","313,500","436,963",1.91,24,17,"35,441,175",EU,"864,500","1,572,725","1,423,100","66,500","2,177,875",,"774,725","428,925","2,144,625","5,346,600","1,034,075","3,391,500","292,600","931,000","581,875","5,968,375","342,475","76,475","166,250","63,175","2,078,125",,"1,090,600","2,842,875","548,625","275,975","957,600"
11.09.2017,11:00,Auction 3. Period CAP2-EU,T3PA,6.80,4.00,7.15,6.34,6.77,"5,329,500","12,599,000",81,35,3.24,"155,543","503,960","857,123","296,083","411,646",2.36,25,18,"36,240,600",EU,"884,000","1,608,200","1,455,200","68,000","2,227,000",,"792,200","438,600","2,193,000","5,467,200","1,057,400","3,468,000","299,200","952,000","595,000","6,103,000","350,200","78,200","170,000","64,600","2,125,000",,"1,115,200","2,907,000","561,000","282,200","979,200"
08.09.2017,11:00,Auction 3. Period DE,T3PA,6.90,4.00,7.25,6.37,6.90,"4,473,000","11,003,000",74,39,3.89,"148,689","579,105","1,015,737","279,563","311,383",2.46,19,16,"30,863,700",DE,,,,,,"30,863,700",,,,,,,,,,,,,,,,,,,,,
05.09.2017,11:00,Auction 3. Period CAP2-EU,T3PA,6.04,4.25,6.15,5.79,5.96,"4,261,500","14,312,000",95,19,4.13,"150,653","622,261","869,050","387,409","459,451",3.36,23,11,"25,739,460",EU,"628,160","1,141,560","1,032,840","48,320","1,582,480",,"561,720","311,060","1,558,320","3,883,720","751,980","2,464,320","211,400","676,480","422,800","4,336,720","247,640","54,360","120,800","45,300","1,510,000",,"791,240","2,065,680","398,640","199,320","694,600"
04.09.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.80,4.25,6.00,5.64,5.78,"4,261,500","11,557,000",98,34,4.67,"117,929","550,333","810,109","236,750","344,081",2.71,21,18,"24,716,700",EU,"603,200","1,096,200","991,800","46,400","1,519,600",,"539,400","298,700","1,496,400","3,729,400","722,100","2,366,400","203,000","649,600","406,000","4,164,400","237,800","52,200","116,000","43,500","1,450,000",,"759,800","1,983,600","382,800","191,400","667,000"
01.09.2017,11:00,Auction 3. Period DE,T3PA,5.88,4.00,6.50,5.70,5.87,"4,473,000","10,926,000",107,48,4.65,"102,112","475,043","766,942","223,650","385,044",2.44,23,20,"26,301,240",DE,,,,,,"26,301,240",,,,,,,,,,,,,,,,,,,,,
31.08.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.91,4.00,6.30,5.73,5.89,"2,131,500","5,470,000",101,34,4.39,"54,158","237,826","332,329","112,184","174,867",2.57,23,19,"12,597,165",EU,"304,365","558,495","505,305","23,640","774,210",,"274,815","153,660","762,390","1,900,065","369,375","1,205,640","103,425","330,960","206,850","2,121,690","121,155","26,595","59,100","23,640","738,750",,"387,105","1,013,565","195,030","97,515","339,825"
30.08.2017,11:00,Auction 3. Period CAP2-PL,T3PA,6.02,4.25,6.25,5.81,5.98,"2,428,500","8,112,000",100,24,4.76,"81,120","386,286","527,266","186,808","236,326",3.34,21,13,"14,619,570",PL,,,,,,,,,,,,,,,,,,,,,,"14,619,570",,,,,
29.08.2017,11:00,Auction 3. Period CAP2-EU,T3PA,6.07,4.25,6.29,5.85,6.05,"2,131,500","4,742,000",84,31,3.65,"56,452","206,174","293,485","112,184","152,138",2.22,23,19,"12,938,205",EU,"312,605","573,615","518,985","24,280","795,170",,"282,255","157,820","783,030","1,951,505","379,375","1,238,280","106,225","339,920","212,450","2,179,130","124,435","27,315","60,700","24,280","758,750",,"397,585","1,041,005","200,310","100,155","349,025"
25.08.2017,11:00,Auction 3. Period DE,T3PA,5.93,4.25,6.10,5.74,5.93,"2,236,500","4,716,000",78,39,5.20,"60,462","314,400","431,938","159,750","201,881",2.11,15,14,"13,262,445",DE,,,,,,"13,262,445",,,,,,,,,,,,,,,,,,,,,
24.08.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.98,4.25,6.10,5.74,5.94,"2,131,500","5,933,000",72,15,4.80,"82,403","395,533","536,342","236,833","315,748",2.78,15,9,"12,746,370",EU,"307,970","565,110","511,290","23,920","783,380",,"278,070","155,480","771,420","1,922,570","373,750","1,219,920","104,650","334,880","209,300","2,146,820","122,590","26,910","59,800","23,920","747,500",,"391,690","1,025,570","197,340","98,670","343,850"
22.08.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.75,3.00,6.00,5.69,5.74,"2,131,500","5,069,000",48,16,2.82,"105,604","298,176","496,331","213,150","320,658",2.38,17,10,"12,256,125",EU,"296,125","543,375","491,625","23,000","753,250",,"267,375","149,500","741,750","1,848,625","359,375","1,173,000","100,625","322,000","201,250","2,064,250","117,875","25,875","57,500","23,000","718,750",,"376,625","986,125","189,750","94,875","330,625"
21.08.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.81,4.25,6.15,5.64,5.79,"2,131,500","4,670,000",72,31,5.14,"64,861","333,571","447,173","163,962","264,722",2.19,14,13,"12,384,015",EU,"299,215","549,045","496,755","23,240","761,110",,"270,165","151,060","749,490","1,867,915","363,125","1,185,240","101,675","325,360","203,350","2,085,790","119,105","26,145","58,100","23,240","726,250",,"380,555","996,415","191,730","95,865","334,075"
18.08.2017,11:00,Auction 3. Period DE,T3PA,5.80,4.25,6.00,5.61,5.77,"2,236,500","6,635,000",72,23,5.14,"92,153","473,929","658,882","203,318","244,444",2.97,14,11,"12,971,700",DE,,,,,,"12,971,700",,,,,,,,,,,,,,,,,,,,,
17.08.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.90,4.25,6.50,5.67,5.82,"2,131,500","7,405,000",79,17,4.39,"93,734","411,389","589,859","213,150","405,083",3.47,18,10,"12,575,850",EU,"303,850","557,550","504,450","23,600","772,900",,"274,350","153,400","761,100","1,896,850","368,750","1,203,600","103,250","330,400","206,500","2,118,100","120,950","26,550","59,000","23,600","737,500",,"386,450","1,011,850","194,700","97,350","339,250"
16.08.2017,11:00,Auction 3. Period CAP2-PL,T3PA,5.62,4.25,5.70,5.41,5.50,"2,428,500","9,757,500",95,10,4.75,"102,711","487,875","728,447","346,929","518,226",4.02,20,7,"13,648,170",PL,,,,,,,,,,,,,,,,,,,,,,"13,648,170",,,,,
14.08.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.41,4.25,5.55,5.28,5.36,"2,131,500","7,455,000",93,24,4.65,"80,161","372,750","623,308","142,100","173,245",3.50,20,15,"11,531,415",EU,"278,615","511,245","462,555","21,640","708,710",,"251,565","140,660","697,890","1,739,315","338,125","1,103,640","94,675","302,960","189,350","1,942,190","110,905","24,345","54,100","21,640","676,250",,"354,355","927,815","178,530","89,265","311,075"
11.08.2017,11:00,Auction 3. Period DE,T3PA,5.35,4.25,5.50,5.23,5.30,"2,236,500","7,911,000",92,22,4.18,"85,989","359,591","590,653","159,750","256,516",3.54,22,14,"11,965,275",DE,,,,,,"11,965,275",,,,,,,,,,,,,,,,,,,,,
10.08.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.40,4.25,5.60,5.28,5.35,"2,131,500","7,968,000",93,16,3.88,"85,677","332,000","437,819","193,773","275,688",3.74,24,11,"11,510,100",EU,"278,100","510,300","461,700","21,600","707,400",,"251,100","140,400","696,600","1,736,100","337,500","1,101,600","94,500","302,400","189,000","1,938,600","110,700","24,300","54,000","21,600","675,000",,"353,700","926,100","178,200","89,100","310,500"
08.08.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.26,3.80,8.27,5.17,5.20,"2,131,500","8,292,000",96,17,3.84,"86,375","331,680","613,585","193,773","181,779",3.89,25,11,"11,211,690",EU,"270,890","497,070","449,730","21,040","689,060",,"244,590","136,760","678,540","1,691,090","328,750","1,073,040","92,050","294,560","184,100","1,888,340","107,830","23,670","52,600","21,040","657,500",,"344,530","902,090","173,580","86,790","302,450"
07.08.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.24,3.80,5.45,5.12,5.21,"2,131,500","8,671,000",88,29,3.67,"98,534","361,292","598,154","125,382","139,583",4.07,24,17,"11,169,060",EU,"269,860","495,180","448,020","20,960","686,440",,"243,660","136,240","675,960","1,684,660","327,500","1,068,960","91,700","293,440","183,400","1,881,160","107,420","23,580","52,400","20,960","655,000",,"343,220","898,660","172,920","86,460","301,300"
04.08.2017,11:00,Auction 3. Period DE,T3PA,5.33,3.80,5.55,5.18,5.31,"2,236,500","7,732,000",73,27,3.84,"105,918","406,947","618,840","131,559","118,912",3.46,19,17,"11,920,545",DE,,,,,,"11,920,545",,,,,,,,,,,,,,,,,,,,,
03.08.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.38,3.80,5.60,5.22,5.34,"2,131,500","7,921,000",87,24,4.14,"91,046","377,190","707,631","125,382","170,654",3.72,21,17,"11,467,470",EU,"277,070","508,410","459,990","21,520","704,780",,"250,170","139,880","694,020","1,729,670","336,250","1,097,520","94,150","301,280","188,300","1,931,420","110,290","24,210","53,800","21,520","672,500",,"352,390","922,670","177,540","88,770","309,350"
02.08.2017,11:00,Auction 3. Period CAP2-PL,T3PA,5.29,3.80,5.41,5.11,5.22,"2,428,500","8,277,000",79,14,3.76,"104,772","394,143","693,660","242,850","346,826",3.41,21,10,"12,846,765",PL,,,,,,,,,,,,,,,,,,,,,,"12,846,765",,,,,
01.08.2017,11:02,Auction 3. Period CAP2-EU,T3PA,5.60,3.80,5.60,5.13,5.22,"2,131,500","8,598,000",80,2,3.81,"107,475","409,429","669,805","2,131,500",0,4.03,21,1,"11,936,400",EU,"288,400","529,200","478,800","22,400","733,600",,"260,400","145,600","722,400","1,800,400","350,000","1,142,400","98,000","313,600","196,000","2,010,400","114,800","25,200","56,000","22,400","700,000",,"366,800","960,400","184,800","92,400","322,000"
31.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.23,3.80,6.00,5.07,5.15,"4,261,500","14,058,000",83,16,3.77,"169,373","639,000","864,859","387,409","411,550",3.30,22,11,"22,287,645",EU,"543,920","988,470","894,330","41,840","1,370,260",,"486,390","269,345","1,349,340","3,362,890","651,135","2,133,840","183,050","585,760","366,100","3,755,140","214,430","47,070","104,600","39,225","1,307,500",,"685,130","1,788,660","345,180","172,590","601,450"
28.07.2017,11:00,Auction 3. Period DE,T3PA,5.06,3.80,5.60,5.01,5.08,"4,473,000","9,860,000",73,42,3.04,"135,068","410,833","663,933","213,000","329,277",2.20,24,21,"22,633,380",DE,,,,,,"22,633,380",,,,,,,,,,,,,,,,,,,,,
27.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.20,3.80,6.00,5.09,5.14,"4,261,500","11,017,000",80,24,4.00,"137,713","550,850","734,056","327,808","455,496",2.59,20,13,"22,159,800",EU,"540,800","982,800","889,200","41,600","1,362,400",,"483,600","267,800","1,341,600","3,343,600","647,400","2,121,600","182,000","582,400","364,000","3,733,600","213,200","46,800","104,000","39,000","1,300,000",,"681,200","1,778,400","343,200","171,600","598,000"
25.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.12,3.80,6.00,4.98,5.05,"4,261,500","17,099,000",100,17,4.00,"170,990","683,960","988,641","355,125","429,601",4.01,25,12,"21,818,880",EU,"532,480","967,680","875,520","40,960","1,341,440",,"476,160","263,680","1,320,960","3,292,160","637,440","2,088,960","179,200","573,440","358,400","3,676,160","209,920","46,080","102,400","38,400","1,280,000",,"670,720","1,751,040","337,920","168,960","588,800"
24.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.04,3.80,5.60,4.93,5.01,"4,261,500","14,724,000",77,27,4.05,"191,221","774,947","1,133,537","304,393","424,264",3.46,19,14,"21,477,960",EU,"524,160","952,560","861,840","40,320","1,320,480",,"468,720","259,560","1,300,320","3,240,720","627,480","2,056,320","176,400","564,480","352,800","3,618,720","206,640","45,360","100,800","37,800","1,260,000",,"660,240","1,723,680","332,640","166,320","579,600"
21.07.2017,11:00,Auction 3. Period DE,T3PA,5.23,3.80,6.00,5.13,5.22,"4,473,000","14,812,000",86,34,4.53,"172,233","779,579","1,175,862","279,563","398,946",3.31,19,16,"23,393,790",DE,,,,,,"23,393,790",,,,,,,,,,,,,,,,,,,,,
20.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.35,3.80,6.13,5.21,5.34,"4,261,500","15,368,000",82,34,4.10,"187,415","768,400","1,210,283","266,344","433,234",3.61,20,16,"22,799,025",EU,"556,400","1,011,150","914,850","42,800","1,401,700",,"497,550","275,525","1,380,300","3,440,050","666,075","2,182,800","187,250","599,200","374,500","3,841,300","219,350","48,150","107,000","40,125","1,337,500",,"700,850","1,829,700","353,100","176,550","615,250"
19.07.2017,11:00,Auction 3. Period CAP2-PL,T3PA,5.39,4.00,6.00,5.37,5.36,"4,857,000","11,498,000",75,25,3.95,"153,307","605,158","876,979","373,615","498,112",2.37,19,13,"26,179,230",PL,,,,,,,,,,,,,,,,,,,,,,"26,179,230",,,,,
18.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.46,3.80,6.00,5.28,5.41,"4,261,500","13,776,000",83,23,3.95,"165,976","656,000","912,228","327,808","389,478",3.23,21,13,"23,267,790",EU,"567,840","1,031,940","933,660","43,680","1,430,520",,"507,780","281,190","1,408,680","3,510,780","679,770","2,227,680","191,100","611,520","382,200","3,920,280","223,860","49,140","109,200","40,950","1,365,000",,"715,260","1,867,320","360,360","180,180","627,900"
17.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.40,3.80,6.00,5.24,5.37,"4,261,500","15,724,000",83,27,4.15,"189,446","786,200","1,341,998","304,393","416,822",3.69,20,14,"23,012,100",EU,"561,600","1,020,600","923,400","43,200","1,414,800",,"502,200","278,100","1,393,200","3,472,200","672,300","2,203,200","189,000","604,800","378,000","3,877,200","221,400","48,600","108,000","40,500","1,350,000",,"707,400","1,846,800","356,400","178,200","621,000"
14.07.2017,11:00,Auction 3. Period DE,T3PA,5.27,3.80,5.50,5.16,5.27,"4,473,000","10,685,000",82,41,5.47,"130,305","712,333","869,300","319,500","485,630",2.39,15,14,"23,572,710",DE,,,,,,"23,572,710",,,,,,,,,,,,,,,,,,,,,
13.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.46,4.00,6.00,5.45,5.46,"4,261,500","10,186,000",61,29,3.59,"166,984","599,176","826,174","304,393","386,128",2.39,17,14,"23,267,790",EU,"567,840","1,031,940","933,660","43,680","1,430,520",,"507,780","281,190","1,408,680","3,510,780","679,770","2,227,680","191,100","611,520","382,200","3,920,280","223,860","49,140","109,200","40,950","1,365,000",,"715,260","1,867,320","360,360","180,180","627,900"
11.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.37,3.80,5.70,5.26,5.39,"4,261,500","9,600,000",76,49,4.00,"126,316","505,263","845,766","236,750","379,898",2.25,19,18,"22,884,255",EU,"558,480","1,014,930","918,270","42,960","1,406,940",,"499,410","276,555","1,385,460","3,452,910","668,565","2,190,960","187,950","601,440","375,900","3,855,660","220,170","48,330","107,400","40,275","1,342,500",,"703,470","1,836,540","354,420","177,210","617,550"
10.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.50,3.80,6.00,5.27,5.40,"4,261,500","11,980,000",74,17,3.70,"161,892","599,000","843,553","426,150","515,340",2.81,20,10,"23,438,250",EU,"572,000","1,039,500","940,500","44,000","1,441,000",,"511,500","283,250","1,419,000","3,536,500","684,750","2,244,000","192,500","616,000","385,000","3,949,000","225,500","49,500","110,000","41,250","1,375,000",,"720,500","1,881,000","363,000","181,500","632,500"
07.07.2017,11:00,Auction 3. Period DE,T3PA,5.24,3.80,5.50,5.11,5.22,"4,473,000","10,530,000",71,29,4.18,"148,310","619,412","775,001","372,750","584,318",2.35,17,12,"23,438,520",DE,,,,,,"23,438,520",,,,,,,,,,,,,,,,,,,,,
06.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.07,3.80,5.50,4.97,5.05,"4,261,500","9,767,000",71,31,3.74,"137,563","514,053","761,980","284,100","418,130",2.29,19,15,"21,605,805",EU,"527,280","958,230","866,970","40,560","1,328,340",,"471,510","261,105","1,308,060","3,260,010","631,215","2,068,560","177,450","567,840","354,900","3,640,260","207,870","45,630","101,400","38,025","1,267,500",,"664,170","1,733,940","334,620","167,310","583,050"
05.07.2017,11:00,Auction 3. Period CAP2-PL,T3PA,5.10,3.80,5.30,4.99,5.08,"4,857,000","10,632,000",81,31,4.26,"131,259","559,579","816,378","323,800","488,240",2.19,19,15,"24,770,700",PL,,,,,,,,,,,,,,,,,,,,,,"24,770,700",,,,,
04.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.06,3.80,5.60,4.97,5.05,"4,261,500","10,163,000",81,32,3.86,"125,469","483,952","745,178","250,676","366,915",2.38,21,17,"21,563,190",EU,"526,240","956,340","865,260","40,480","1,325,720",,"470,580","260,590","1,305,480","3,253,580","629,970","2,064,480","177,100","566,720","354,200","3,633,080","207,460","45,540","101,200","37,950","1,265,000",,"662,860","1,730,520","333,960","166,980","581,900"
03.07.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.98,3.80,5.50,4.88,4.96,"4,261,500","9,810,000",72,25,3.43,"136,250","467,143","705,647","266,344","323,461",2.30,21,16,"21,222,270",EU,"517,920","941,220","851,580","39,840","1,304,760",,"463,140","256,470","1,284,840","3,202,140","620,010","2,031,840","174,300","557,760","348,600","3,575,640","204,180","44,820","99,600","37,350","1,245,000",,"652,380","1,703,160","328,680","164,340","572,700"
30.06.2017,11:00,Auction 3. Period DE,T3PA,5.02,3.80,5.50,4.93,5.02,"4,473,000","9,579,000",78,39,3.71,"122,808","456,143","773,803","235,421","397,222",2.14,21,19,"22,454,460",DE,,,,,,"22,454,460",,,,,,,,,,,,,,,,,,,,,
29.06.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.05,3.80,5.50,4.93,5.01,"4,261,500","12,574,500",83,24,3.46,"151,500","523,938","789,616","284,100","367,564",2.95,24,15,"21,520,575",EU,"525,200","954,450","863,550","40,400","1,323,100",,"469,650","260,075","1,302,900","3,247,150","628,725","2,060,400","176,750","565,600","353,500","3,625,900","207,050","45,450","101,000","37,875","1,262,500",,"661,550","1,727,100","333,300","166,650","580,750"
27.06.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.80,3.50,5.50,4.71,4.76,"4,261,500","14,330,500",92,21,3.83,"155,766","597,104","862,771","327,808","435,014",3.36,24,13,"20,455,200",EU,"499,200","907,200","820,800","38,400","1,257,600",,"446,400","247,200","1,238,400","3,086,400","597,600","1,958,400","168,000","537,600","336,000","3,446,400","196,800","43,200","96,000","36,000","1,200,000",,"628,800","1,641,600","316,800","158,400","552,000"
26.06.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.84,3.80,5.40,4.76,4.79,"4,261,500","11,670,000",93,26,3.44,"125,484","432,222","684,801","224,289","313,036",2.74,27,19,"20,625,660",EU,"503,360","914,760","827,640","38,720","1,268,080",,"450,120","249,260","1,248,720","3,112,120","602,580","1,974,720","169,400","542,080","338,800","3,475,120","198,440","43,560","96,800","36,300","1,210,000",,"634,040","1,655,280","319,440","159,720","556,600"
23.06.2017,11:00,Auction 3. Period DE,T3PA,4.87,3.80,5.50,4.79,4.83,"4,473,000","12,028,000",72,24,3.13,"167,056","522,957","781,085","279,563","419,427",2.69,23,16,"21,783,510",DE,,,,,,"21,783,510",,,,,,,,,,,,,,,,,,,,,
22.06.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.81,3.80,5.55,4.77,4.83,"4,261,500","11,617,000",75,46,3.41,"154,893","528,045","859,229","224,289","235,631",2.73,22,19,"20,497,815",EU,"500,240","909,090","822,510","38,480","1,260,220",,"447,330","247,715","1,240,980","3,092,830","598,845","1,962,480","168,350","538,720","336,700","3,453,580","197,210","43,290","96,200","36,075","1,202,500",,"630,110","1,645,020","317,460","158,730","553,150"
21.06.2017,11:00,Auction 3. Period CAP2-PL,T3PA,4.95,3.80,6.00,4.86,4.90,"4,857,000","13,166,000",89,24,4.05,"147,933","598,455","1,067,765","323,800","415,087",2.71,22,15,"24,042,150",PL,,,,,,,,,,,,,,,,,,,,,,"24,042,150",,,,,
20.06.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.99,4.00,5.55,4.94,4.94,"4,261,500","12,307,000",69,22,3.14,"178,362","559,409","874,842","327,808","428,360",2.89,22,13,"21,264,885",EU,"518,960","943,110","853,290","39,920","1,307,380",,"464,070","256,985","1,287,420","3,208,570","621,255","2,035,920","174,650","558,880","349,300","3,582,820","204,590","44,910","99,800","37,425","1,247,500",,"653,690","1,706,580","329,340","164,670","573,850"
19.06.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.84,4.00,5.50,4.82,4.83,"4,261,500","11,598,000",89,33,3.87,"130,315","504,261","775,947","224,289","328,568",2.72,23,19,"20,625,660",EU,"503,360","914,760","827,640","38,720","1,268,080",,"450,120","249,260","1,248,720","3,112,120","602,580","1,974,720","169,400","542,080","338,800","3,475,120","198,440","43,560","96,800","36,300","1,210,000",,"634,040","1,655,280","319,440","159,720","556,600"
13.06.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.99,3.80,5.50,4.87,4.92,"4,261,500","13,734,000",72,20,2.77,"190,750","528,231","886,104","355,125","506,013",3.22,26,12,"21,264,885",EU,"518,960","943,110","853,290","39,920","1,307,380",,"464,070","256,985","1,287,420","3,208,570","621,255","2,035,920","174,650","558,880","349,300","3,582,820","204,590","44,910","99,800","37,425","1,247,500",,"653,690","1,706,580","329,340","164,670","573,850"
12.06.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.03,3.80,5.80,4.91,4.97,"4,261,500","10,118,000",63,21,2.74,"160,603","439,913","600,706","327,808","367,245",2.37,23,13,"21,435,345",EU,"523,120","950,670","860,130","40,240","1,317,860",,"467,790","259,045","1,297,740","3,234,290","626,235","2,052,240","176,050","563,360","352,100","3,611,540","206,230","45,270","100,600","37,725","1,257,500",,"658,930","1,720,260","331,980","165,990","578,450"
09.06.2017,11:00,Auction 3. Period DE,T3PA,4.98,3.80,5.95,4.93,4.99,"4,473,000","9,167,000",56,33,3.11,"163,696","509,278","665,286","319,500","455,365",2.05,18,14,"22,275,540",DE,,,,,,"22,275,540",,,,,,,,,,,,,,,,,,,,,
08.06.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.96,3.80,5.50,4.84,4.90,"4,261,500","12,358,000",65,21,2.83,"190,123","537,304","763,686","304,393","345,287",2.90,23,14,"21,137,040",EU,"515,840","937,440","848,160","39,680","1,299,520",,"461,280","255,440","1,279,680","3,189,280","617,520","2,023,680","173,600","555,520","347,200","3,561,280","203,360","44,640","99,200","37,200","1,240,000",,"649,760","1,696,320","327,360","163,680","570,400"
07.06.2017,11:00,Auction 3. Period CAP2-PL,T3PA,4.97,3.80,6.00,4.93,4.96,"4,857,000","13,765,000",62,25,3.10,"222,016","688,250","1,003,493","323,800","416,275",2.83,20,15,"24,139,290",PL,,,,,,,,,,,,,,,,,,,,,,"24,139,290",,,,,
06.06.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.16,3.80,6.00,5.09,5.11,"4,261,500","12,721,000",78,24,3.25,"163,090","530,042","750,547","387,409","411,743",2.99,24,11,"21,989,340",EU,"536,640","975,240","882,360","41,280","1,351,920",,"479,880","265,740","1,331,280","3,317,880","642,420","2,105,280","180,600","577,920","361,200","3,704,880","211,560","46,440","103,200","38,700","1,290,000",,"675,960","1,764,720","340,560","170,280","593,400"
02.06.2017,11:00,Auction 3. Period DE,T3PA,5.07,3.80,5.55,4.95,5.00,"4,473,000","12,129,000",78,22,3.90,"155,500","606,450","844,914","406,636","473,147",2.71,20,11,"22,678,110",DE,,,,,,"22,678,110",,,,,,,,,,,,,,,,,,,,,
01.06.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.05,3.80,5.50,4.92,4.98,"4,261,500","11,766,000",81,19,3.68,"145,259","534,818","744,322","304,393","444,985",2.76,22,14,"21,520,575",EU,"525,200","954,450","863,550","40,400","1,323,100",,"469,650","260,075","1,302,900","3,247,150","628,725","2,060,400","176,750","565,600","353,500","3,625,900","207,050","45,450","101,000","37,875","1,262,500",,"661,550","1,727,100","333,300","166,650","580,750"
30.05.2017,11:00,Auction 3. Period CAP2-EU,T3PA,5.10,3.80,6.00,5.02,5.07,"4,261,500","9,819,000",72,25,3.60,"136,375","490,950","683,879","250,676","333,025",2.30,20,17,"21,733,650",EU,"530,400","963,900","872,100","40,800","1,336,200",,"474,300","262,650","1,315,800","3,279,300","634,950","2,080,800","178,500","571,200","357,000","3,661,800","209,100","45,900","102,000","38,250","1,275,000",,"668,100","1,744,200","336,600","168,300","586,500"
24.05.2017,11:00,Auction 3. Period CAP2-PL,T3PA,4.81,3.80,5.35,4.74,4.78,"4,857,000","12,974,000",73,26,3.48,"177,726","617,810","981,624","285,706","407,096",2.67,21,17,"23,362,170",PL,,,,,,,,,,,,,,,,,,,,,,"23,362,170",,,,,
23.05.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.88,3.80,5.55,4.80,4.85,"4,261,500","11,443,000",69,25,3.45,"165,841","572,150","975,635","284,100","426,553",2.69,20,15,"20,796,120",EU,"507,520","922,320","834,480","39,040","1,278,560",,"453,840","251,320","1,259,040","3,137,840","607,560","1,991,040","170,800","546,560","341,600","3,503,840","200,080","43,920","97,600","36,600","1,220,000",,"639,280","1,668,960","322,080","161,040","561,200"
22.05.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.87,3.80,5.55,4.75,4.79,"4,261,500","15,020,000",83,24,3.95,"180,964","715,238","1,134,949","327,808","377,425",3.52,21,13,"20,753,505",EU,"506,480","920,430","832,770","38,960","1,275,940",,"452,910","250,805","1,256,460","3,131,410","606,315","1,986,960","170,450","545,440","340,900","3,496,660","199,670","43,830","97,400","36,525","1,217,500",,"637,970","1,665,540","321,420","160,710","560,050"
19.05.2017,11:00,Auction 3. Period DE,T3PA,4.77,3.80,5.15,4.68,4.74,"4,473,000","9,947,000",78,27,3.90,"127,526","497,350","751,040","344,077","445,330",2.22,20,13,"21,336,210",DE,,,,,,"21,336,210",,,,,,,,,,,,,,,,,,,,,
18.05.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.68,3.80,5.25,4.58,4.61,"4,261,500","10,795,000",82,18,3.73,"131,646","490,682","697,676","532,688","558,475",2.53,22,8,"19,943,820",EU,"486,720","884,520","800,280","37,440","1,226,160",,"435,240","241,020","1,207,440","3,009,240","582,660","1,909,440","163,800","524,160","327,600","3,360,240","191,880","42,120","93,600","35,100","1,170,000",,"613,080","1,600,560","308,880","154,440","538,200"
16.05.2017,11:00,Auction 3. Period CAP2-EU,T3PA,4.45,3.80,4.80,4.37,4.38,"4,261,500","10,938,000",80,19,3.81,"136,725","520,857","776,301","355,125","450,519",2.57,21,12,"18,963,675",EU,"462,800","841,050","760,950","35,600","1,165,900",,"413,850","229,175","1,148,100","2,861,350","554,025","1,815,600","155,750","498,400","311,500","3,195,100","182,450","40,050","89,000","33,375","1,112,500",,"582,950","1,521,900","293,700","146,850","511,750"
