column,valid_count,missing_count,coverage_pct,first_date,last_date
y,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
eua_high,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
eua_low,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
eua_volume,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
eua_range,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
eua_range_pct,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
target_volume,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
uka_volume,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
target_range,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
uka_range,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
target_range_pct,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
uka_range_pct,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
eurusd,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
brent_price,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
brent_return,3922,1,99.974509304104,2009-04-02 00:00:00,2024-06-28 00:00:00
brent_vol_5d,3921,2,99.94901860820801,2009-04-03 00:00:00,2024-06-28 00:00:00
brent_vol_20d,3921,2,99.94901860820801,2009-04-03 00:00:00,2024-06-28 00:00:00
coal_price,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
coal_return,3922,1,99.974509304104,2009-04-02 00:00:00,2024-06-28 00:00:00
coal_vol_5d,3921,2,99.94901860820801,2009-04-03 00:00:00,2024-06-28 00:00:00
coal_vol_20d,3921,2,99.94901860820801,2009-04-03 00:00:00,2024-06-28 00:00:00
coal_brent_ratio,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
coal_brent_ratio_z20,3919,4,99.89803721641601,2009-04-07 00:00:00,2024-06-28 00:00:00
coal_brent_return_spread,3922,1,99.974509304104,2009-04-02 00:00:00,2024-06-28 00:00:00
coal_brent_vol_ratio_20d,3921,2,99.94901860820801,2009-04-03 00:00:00,2024-06-28 00:00:00
auction_price_eur,1593,2330,40.60667856232475,2017-01-09 00:00:00,2024-06-28 00:00:00
is_auction_day,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
auction_price_lag_1,1921,2002,48.96762681621208,2017-01-10 00:00:00,2024-06-28 00:00:00
auction_price_lag_5,1917,2006,48.86566403262809,2017-01-16 00:00:00,2024-06-28 00:00:00
auction_price_lag_20,1902,2021,48.48330359418812,2017-02-06 00:00:00,2024-06-28 00:00:00
auction_price_rolling_mean_20,1922,2001,48.99311751210808,2017-01-09 00:00:00,2024-06-28 00:00:00
y_return,3922,1,99.974509304104,2009-04-02 00:00:00,2024-06-28 00:00:00
y_ma_5d,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
y_ma_20d,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
y_ma_60d,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
y_vol_20d,3921,2,99.94901860820801,2009-04-03 00:00:00,2024-06-28 00:00:00
y_momentum_5d,3918,5,99.87254652052002,2009-04-08 00:00:00,2024-06-28 00:00:00
y_momentum_20d,3903,20,99.49018608208004,2009-04-30 00:00:00,2024-06-28 00:00:00
uka_brent_ratio,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
uka_brent_ratio_z20,3919,4,99.89803721641601,2009-04-07 00:00:00,2024-06-28 00:00:00
uka_coal_ratio,3923,0,100.0,2009-04-01 00:00:00,2024-06-28 00:00:00
uka_coal_ratio_z20,3919,4,99.89803721641601,2009-04-07 00:00:00,2024-06-28 00:00:00
uka_brent_return_spread,3922,1,99.974509304104,2009-04-02 00:00:00,2024-06-28 00:00:00
uka_coal_return_spread,3922,1,99.974509304104,2009-04-02 00:00:00,2024-06-28 00:00:00
