horizon,mse,rmse,mae,mape
1,86.7510485888146,9.31402429612542,8.692371290024013,12.005376007829037
5,77.67515786681318,8.813351114463396,7.645289251249131,10.437793956527587
20,1066.8492250972508,32.66265796130576,30.43494216709921,45.80804466533871
30,197.50840997620423,14.053768532895518,10.51997796150103,14.855540444627263
