horizon,mean_return,volatility,sharpe,hit_rate,trade_rate,n_trades,model
1,0.0,0.0,,,0.0,0,naive_persistence
5,0.0,0.0,,,0.0,0,naive_persistence
20,0.0,0.0,,,0.0,0,naive_persistence
30,0.0,0.0,,,0.0,0,naive_persistence
1,-0.0008898511296138167,0.03792752619246864,-0.023461881618593847,0.25,1.0,4,seasonal_naive
5,0.011671015061438084,0.1405739163150977,0.0830240443417497,0.75,1.0,4,seasonal_naive
20,-0.044506304897367954,0.025981169024355905,-1.7130216448553859,0.0,1.0,4,seasonal_naive
30,-0.06046810932457447,0.052992604367158386,-1.141066947863558,0.25,1.0,4,seasonal_naive
1,0.0010104946559295058,0.037924503670629724,0.026644901267674968,0.5,1.0,4,linear_ridge
5,0.12543098721653223,0.06453143409699287,1.9437191962603113,1.0,1.0,4,linear_ridge
20,0.044506304897367954,0.025981169024355905,1.7130216448553859,1.0,1.0,4,linear_ridge
30,0.06976456195116043,0.03996891615575236,1.7454704470668978,1.0,1.0,4,linear_ridge
1,-0.0008898511296138167,0.03792752619246864,-0.023461881618593847,0.25,1.0,4,linear_lasso
5,0.050699024461209774,0.13163148354178061,0.3851588016564259,0.5,1.0,4,linear_lasso
20,0.044506304897367954,0.025981169024355905,1.7130216448553859,1.0,1.0,4,linear_lasso
30,0.06976456195116043,0.03996891615575236,1.7454704470668978,1.0,1.0,4,linear_lasso
1,0.0008898511296138167,0.03792752619246864,0.023461881618593847,0.75,1.0,4,tsm
5,-0.07637200970202684,0.11859407520952268,-0.6439782895317391,0.25,1.0,4,tsm
20,0.044506304897367954,0.025981169024355905,1.7130216448553859,1.0,1.0,4,tsm
30,0.06046810932457447,0.052992604367158386,1.141066947863558,0.75,1.0,4,tsm
