horizon,mse,rmse,mae,mape,noise_level,model
1,11.265965237743362,3.3564810796045554,2.2700201843245993,3.1922577390139093,0.05,tsm
5,26.816664374672026,5.178480894497152,4.1590709113769355,5.871069077944325,0.05,tsm
20,131.5860932511564,11.471098171106217,9.628931400965572,14.57523655516698,0.05,tsm
30,224.48297613306417,14.98275595920404,11.921349536501506,18.53092225610178,0.05,tsm
1,11.25759976090912,3.3552346804521913,2.2649026538099286,3.1892332662686194,0.1,tsm
5,26.97099623788696,5.193360784490806,4.16602007832185,5.877361826942575,0.1,tsm
20,131.35624698841508,11.461075298086785,9.623005206147752,14.565468585072713,0.1,tsm
30,226.25075413287811,15.041634024695526,11.928645561056841,18.544688532664058,0.1,tsm
1,11.470325776858516,3.38678693998582,2.2788926010755204,3.216022751380444,0.2,tsm
5,27.456422362031482,5.239887628759941,4.197521870175833,5.914541626334451,0.2,tsm
20,131.01012332835833,11.445965373368834,9.611152816512114,14.545932644884186,0.2,tsm
30,230.04111192660037,15.167106247620222,11.944870855573683,18.574524351192025,0.2,tsm
1,11.988994478867646,3.462512740607267,2.367485453628537,3.3428378244224484,0.3,tsm
5,28.17753176946001,5.308251291099547,4.246934371132982,5.978444001551613,0.3,tsm
20,130.81542487744383,11.437457098387029,9.599300429544416,14.526396707434722,0.3,tsm
30,234.1712054960591,15.302653544273264,11.961933329062374,18.60554079258277,0.3,tsm
1,11.265404682719579,3.3563975751867625,2.2699093166721522,3.1920942043921166,0.05,TSM+LLM-COT-RF-HDELTA
5,26.964082602892315,5.192695119385724,4.16130117927855,5.87421466398296,0.05,TSM+LLM-COT-RF-HDELTA
20,132.9033906471532,11.528373287118752,9.657668094984972,14.618764434882936,0.05,TSM+LLM-COT-RF-HDELTA
30,225.4668112275222,15.015552311770692,11.946697054477738,18.569012329919367,0.05,TSM+LLM-COT-RF-HDELTA
1,11.256302678267048,3.3550413824969505,2.265047425081142,3.1893790477044806,0.1,TSM+LLM-COT-RF-HDELTA
5,27.112181812285755,5.20693593318429,4.16915244811213,5.881639045075793,0.1,TSM+LLM-COT-RF-HDELTA
20,132.6836955168305,11.518840892938426,9.650691976437196,14.607514952765694,0.1,TSM+LLM-COT-RF-HDELTA
30,227.26055190689823,15.07516341227843,11.954488816339978,18.58353149659873,0.1,TSM+LLM-COT-RF-HDELTA
1,11.467027721196324,3.3863000046062552,2.278085950231468,3.2148144046320404,0.2,TSM+LLM-COT-RF-HDELTA
5,27.58580316755343,5.252218880392689,4.201886037212788,5.9203881232086095,0.2,TSM+LLM-COT-RF-HDELTA
20,132.3578105590985,11.504686460703677,9.636739739341646,14.585015988531211,0.2,TSM+LLM-COT-RF-HDELTA
30,231.1033273692784,15.202082994421469,11.970072340064458,18.612569829957458,0.2,TSM+LLM-COT-RF-HDELTA
1,11.982991499904736,3.4616457790918957,2.366612519273555,3.341511377400206,0.3,TSM+LLM-COT-RF-HDELTA
5,28.29598843812884,5.319397375467341,4.252178860956082,5.985543195404176,0.3,TSM+LLM-COT-RF-HDELTA
20,132.18326600525108,11.49709815585007,9.622787502246094,14.562517024296726,0.3,TSM+LLM-COT-RF-HDELTA
30,235.28649496982948,15.339051306056366,11.985655863788937,18.64160816331619,0.3,TSM+LLM-COT-RF-HDELTA
