run_id,forecast_made_on,latest_observed_date,latest_observed_price,target_date,step_index,actual,base_tsm_forecast,llm_tsm_forecast,model_version,model_commit,data_version,is_realized,generated_at,record_source,source_run_id
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-02,1,46.11000061035156,45.854373931884766,45.854373931884766,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-03,2,47.31999969482422,45.48516845703125,45.48516845703125,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-04,3,47.720001220703125,45.319461822509766,45.319461822509766,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-07,4,46.93000411987305,45.43729782104492,45.43729782104492,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-08,5,46.92000198364258,45.6278190612793,45.6278190612793,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-09,6,46.61000442504883,45.959720611572266,45.936740751266484,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-10,7,45.599998474121094,46.080745697021484,46.034664951324466,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-11,8,46.43000411987305,46.51203536987305,46.44226731681824,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-14,9,46.71000289916992,46.56764602661133,46.4745107345581,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-15,10,47.349998474121094,46.74247360229492,46.62561741828919,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-16,11,48.93000030517578,47.43165588378906,47.289360916137696,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-17,12,50.33000183105469,47.447383880615234,47.28131803703308,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-18,13,50.130001068115234,47.83103942871094,47.63971527099609,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-21,14,48.340003967285156,47.937381744384766,47.72166352653504,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-22,15,47.84000015258789,48.82164001464844,48.577531814575195,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-23,16,48.70000076293945,49.165653228759766,48.89524213600159,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-24,17,48.500003814697266,48.91061782836914,48.617154121398926,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-25,18,49.43000030517578,49.049827575683594,48.731003696441654,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-28,19,49.25,49.22492599487305,48.88035151290894,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-29,20,50.279998779296875,49.040557861328125,48.67275367736816,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-30,21,51.45000076293945,49.03998947143555,48.672189550399786,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-07-31,22,50.83000183105469,49.05301284790039,48.68511525154114,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-08-01,23,50.23999786376953,48.8353271484375,48.46906219482422,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-08-04,24,49.220001220703125,48.67470169067383,48.309641427993775,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-08-05,25,50.17000198364258,49.1114501953125,48.74311431884766,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-08-06,26,50.279998779296875,48.931278228759766,48.56429364204407,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-08-07,27,49.6400032043457,48.698429107666016,48.33319088935852,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-08-08,28,50.35000228881836,48.468441009521484,48.104927701950075,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-08-11,29,51.099998474121094,48.67734146118164,48.31226140022278,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-01,2025-07-01,2025-07-01,46.11,2025-08-12,30,51.220001220703125,48.36256790161133,47.99984864234924,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-01,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-02,2025-07-02,2025-07-02,47.32,2025-07-03,1,47.31999969482422,45.56747817993164,45.56747817993164,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-02,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-02,2025-07-02,2025-07-02,47.32,2025-07-04,2,47.720001220703125,45.51960372924805,45.51960372924805,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-02,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-02,2025-07-02,2025-07-02,47.32,2025-07-07,3,46.93000030517578,45.77385711669922,45.77385711669922,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-02,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-02,2025-07-02,2025-07-02,47.32,2025-07-08,4,46.92000198364258,46.138675689697266,46.138675689697266,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-02,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-02,2025-07-02,2025-07-02,47.32,2025-07-09,5,46.61000061035156,46.48905944824219,46.48905944824219,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-02,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
20260331_181339_b40355:backfill:2025-07-02,2025-07-02,2025-07-02,47.32,2025-07-10,6,45.599998474121094,46.58525848388672,46.561965854644775,uk_ets_llm_27b_current_default_reference,9bcee07a,2025-07-02,True,2026-03-31T18:13:39.841054,historical_backfill,20260331_181339_b40355
