horizon,mse,rmse,mae,mape
1,1.7739660911609287,1.3319031838541902,1.0634007911159569,2.7265632696789304
5,11.226364063091152,3.3505766761993603,2.901554813123729,7.5385356013601355
20,107.44262223879305,10.365453305996466,9.344779863749466,24.510671177654764
30,162.75576496254925,12.757576766868748,11.758560938377903,30.54156954245296
