Date,auction_name,contract,auction_price_eur,auction_volume_tco2,total_revenue_eur,cover_ratio,country,source,source_url
2022-02-03,Auction 4. Period CAP3 EU,T3PA,92.65,3062000,283694300.0,1.16,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-04,Auction 4. Period DE,T3PA,94.65,1944000,183999600.0,1.89,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-07,Auction 4. Period CAP3 EU,T3PA,93.5,3062000,286297000.0,1.37,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-08,Auction 4. Period CAP3 EU,T3PA,97.51,3062000,298575620.0,1.55,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-09,EUAA Auction CAP3 EU,EAA3,96.53,600000,57918000.0,1.88,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-10,Auction 4. Period CAP3 EU,T3PA,90.6,3059000,277145400.0,1.22,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-11,Auction 4. Period DE,T3PA,89.98,1944000,174921120.0,1.55,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-14,Auction 4. Period CAP3 EU,T3PA,90.73,2449000,222197770.0,1.2,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-15,Auction 4. Period CAP3 EU,T3PA,90.35,2449000,221267150.0,1.23,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-16,Auction 4. Period CAP3 PL,T3PA,88.05,2658000,234036900.0,1.13,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-17,Auction 4. Period CAP3 EU,T3PA,87.5,2449000,214287500.0,1.46,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-18,Auction 4. Period DE,T3PA,87.65,1944000,170391600.0,1.63,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-21,Auction 4. Period CAP3 EU,T3PA,87.99,2449000,215487510.0,1.57,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-22,Auction 4. Period CAP3 EU,T3PA,88.4,2449000,216491600.0,1.51,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-23,Auction 4. Period CAP3 NIR,T3PA,92.8,1108500,102868800.0,2.14,XI,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-24,Auction 4. Period CAP3 EU,T3PA,88.0,2449000,215512000.0,1.32,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-25,Auction 4. Period DE,T3PA,86.9,1944000,168933600.0,1.41,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-02-28,Auction 4. Period CAP3 EU,T3PA,80.92,2449000,198173080.0,1.27,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-01,Auction 4. Period CAP3 EU,T3PA,79.96,2449000,195822040.0,1.46,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-02,Auction 4. Period CAP3 PL,T3PA,,2658000,,0.88,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-03,Auction 4. Period CAP3 EU,T3PA,63.87,2449000,156417630.0,2.26,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-04,Auction 4. Period DE,T3PA,67.22,1944000,130675680.0,2.52,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-07,Auction 4. Period CAP3 EU,T3PA,57.91,2449000,141821590.0,2.39,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-08,Auction 4. Period CAP3 EU,T3PA,62.01,2449000,151862490.0,2.23,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-10,Auction 4. Period CAP3 EU,T3PA,70.04,2449000,171527960.0,2.63,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-11,Auction 4. Period DE,T3PA,76.5,1944000,148716000.0,3.09,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-14,Auction 4. Period CAP3 EU,T3PA,78.6,2449000,192491400.0,2.3,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-15,Auction 4. Period CAP3 EU,T3PA,75.55,2449000,185021950.0,1.93,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-16,Auction 4. Period CAP3 PL,T3PA,75.25,3322500,250018125.0,1.96,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-17,Auction 4. Period CAP3 EU,T3PA,76.87,2449000,188254630.0,2.7,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-18,Auction 4. Period DE,T3PA,79.21,1944000,153984240.0,2.09,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-21,Auction 4. Period CAP3 EU,T3PA,77.76,2506500,194905440.0,2.3,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-22,Auction 4. Period CAP3 EU,T3PA,79.05,2506500,198138825.0,1.98,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-24,Auction 4. Period CAP3 EU,T3PA,76.15,2507500,190946125.0,1.9,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-25,Auction 4. Period DE,T3PA,78.5,1944000,152604000.0,2.59,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-28,Auction 4. Period CAP3 EU,T3PA,80.76,2506500,202424940.0,2.49,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-29,Auction 4. Period CAP3 EU,T3PA,80.51,2506500,201798315.0,2.29,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-30,Auction 4. Period CAP3 PL,T3PA,77.22,3322500,256563450.0,1.88,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-03-31,Auction 4. Period CAP3 EU,T3PA,79.25,2506500,198640125.0,2.34,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-01,Auction 4. Period DE,T3PA,78.0,1944000,151632000.0,2.05,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-04,Auction 4. Period CAP3 EU,T3PA,77.5,2506500,194253750.0,2.65,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-05,Auction 4. Period CAP3 EU,T3PA,78.33,2506500,196334145.0,2.42,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-06,EUAA Auction CAP3 EU,EAA3,78.34,600000,47004000.0,2.57,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-07,Auction 4. Period CAP3 EU,T3PA,77.13,2506500,193326345.0,2.79,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-08,Auction 4. Period DE,T3PA,80.21,1944000,155928240.0,2.81,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-11,Auction 4. Period CAP3 EU,T3PA,79.02,2506500,198063630.0,2.26,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-12,Auction 4. Period CAP3 EU,T3PA,77.36,2506500,193902840.0,2.43,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-13,Auction 4. Period CAP3 PL,T3PA,77.27,3322500,256729575.0,1.99,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-14,Auction 4. Period CAP3 EU,T3PA,78.8,2506500,197512200.0,2.41,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-19,Auction 4. Period CAP3 EU,T3PA,79.4,2506500,199016100.0,2.11,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-21,Auction 4. Period CAP3 EU,T3PA,85.9,2506500,215308350.0,2.07,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-22,Auction 4. Period DE,T3PA,87.4,1944000,169905600.0,2.76,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-25,Auction 4. Period CAP3 EU,T3PA,85.81,2506500,215082765.0,1.92,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-26,Auction 4. Period CAP3 EU,T3PA,83.43,2506500,209117295.0,2.02,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-27,Auction 4. Period CAP3 PL,T3PA,79.99,3322500,265766775.0,1.78,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-28,Auction 4. Period CAP3 EU,T3PA,80.55,2506500,201898575.0,1.82,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-04-29,Auction 4. Period DE,T3PA,82.86,1944000,161079840.0,2.68,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-02,Auction 4. Period CAP3 EU,T3PA,82.84,2506500,207638460.0,2.55,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-03,Auction 4. Period CAP3 EU,T3PA,84.25,2506500,211172625.0,2.91,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-05,Auction 4. Period CAP3 EU,T3PA,87.8,2506500,220070700.0,2.23,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-06,Auction 4. Period DE,T3PA,90.77,1944000,176456880.0,2.56,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-09,Auction 4. Period CAP3 EU,T3PA,90.11,2506500,225860715.0,2.23,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-10,Auction 4. Period CAP3 EU,T3PA,86.5,2506500,216812250.0,2.23,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-11,Auction 4. Period CAP3 PL,T3PA,89.0,2658000,236562000.0,2.41,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-12,Auction 4. Period CAP3 EU,T3PA,86.95,2506500,217940175.0,2.08,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-13,Auction 4. Period DE,T3PA,88.75,1944000,172530000.0,2.33,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-16,Auction 4. Period CAP3 EU,T3PA,88.81,2506500,222602265.0,2.27,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-17,Auction 4. Period CAP3 EU,T3PA,90.33,2506500,226412145.0,2.09,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-18,EUAA Auction CAP3 PL,EAA3,87.25,109500,9553875.0,4.46,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-19,Auction 4. Period CAP3 EU,T3PA,82.28,2506500,206234820.0,2.47,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-20,Auction 4. Period DE,T3PA,81.15,1944000,157755600.0,2.91,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-23,Auction 4. Period CAP3 EU,T3PA,78.96,2506500,197913240.0,2.29,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-24,Auction 4. Period CAP3 EU,T3PA,78.88,2506500,197712720.0,2.07,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-25,Auction 4. Period CAP3 PL,T3PA,80.43,2658000,213782940.0,2.18,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-30,Auction 4. Period CAP3 EU,T3PA,83.75,2506500,209919375.0,2.46,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-05-31,Auction 4. Period CAP3 EU,T3PA,83.63,2506500,209618595.0,2.18,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-07,Auction 4. Period CAP3 EU,T3PA,81.69,2295500,187519395.0,2.41,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-08,Auction 4. Period CAP3 PL,T3PA,79.11,2658000,210274380.0,2.24,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-09,Auction 4. Period CAP3 EU,T3PA,80.21,2295500,184122055.0,2.41,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-10,Auction 4. Period DE,T3PA,80.73,1944000,156939120.0,2.36,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-13,Auction 4. Period CAP3 EU,T3PA,80.1,2295500,183869550.0,2.47,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-14,Auction 4. Period CAP3 EU,T3PA,82.31,2295500,188942605.0,2.5,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-15,EUAA Auction CAP3 EU,EAA3,84.45,600000,50670000.0,2.08,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-16,Auction 4. Period CAP3 EU,T3PA,85.95,2295500,197298225.0,2.26,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-17,Auction 4. Period DE,T3PA,83.0,1944000,161352000.0,2.51,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-20,Auction 4. Period CAP3 EU,T3PA,83.51,2295500,191697205.0,2.01,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-21,Auction 4. Period CAP3 EU,T3PA,84.26,2295500,193418830.0,2.23,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-22,Auction 4. Period CAP3 PL,T3PA,83.06,2658000,220773480.0,1.81,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-23,Auction 4. Period CAP3 EU,T3PA,81.07,2295500,186096185.0,1.76,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-24,Auction 4. Period DE,T3PA,82.9,1944000,161157600.0,2.32,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-27,Auction 4. Period CAP3 EU,T3PA,83.01,2295500,190549455.0,2.51,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-28,Auction 4. Period CAP3 EU,T3PA,84.54,2296500,194146110.0,2.57,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-06-30,Auction 4. Period CAP3 EU,T3PA,88.02,2295500,202049910.0,2.58,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-01,Auction 4. Period DE,T3PA,88.22,1944000,171499680.0,2.09,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-04,Auction 4. Period CAP3 EU,T3PA,84.34,2295500,193602470.0,2.15,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-05,Auction 4. Period CAP3 EU,T3PA,83.38,2295500,191398790.0,2.43,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-06,Auction 4. Period CAP3 PL,T3PA,82.63,2658000,219630540.0,2.12,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-07,Auction 4. Period CAP3 EU,T3PA,83.36,2295500,191352880.0,2.39,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-08,Auction 4. Period DE,T3PA,82.63,1944000,160632720.0,2.43,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-11,Auction 4. Period CAP3 EU,T3PA,83.4,2295500,191444700.0,2.33,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-12,Auction 4. Period CAP3 EU,T3PA,83.89,2295500,192569495.0,2.17,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-14,Auction 4. Period CAP3 EU,T3PA,83.0,2295500,190526500.0,2.22,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-15,Auction 4. Period DE,T3PA,83.71,1944000,162732240.0,1.41,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-18,Auction 4. Period CAP3 EU,T3PA,83.33,2295500,191284015.0,2.05,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-19,Auction 4. Period CAP3 EU,T3PA,83.61,2295500,191926755.0,2.2,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-20,Auction 4. Period CAP3 PL,T3PA,81.22,2658000,215882760.0,1.84,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-21,Auction 4. Period CAP3 EU,T3PA,77.6,2295500,178130800.0,1.63,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-22,Auction 4. Period DE,T3PA,78.06,1944000,151748640.0,2.25,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-25,Auction 4. Period CAP3 EU,T3PA,76.09,2295500,174664595.0,2.81,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-26,Auction 4. Period CAP3 EU,T3PA,76.51,2295500,175628705.0,2.52,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-28,Auction 4. Period CAP3 EU,T3PA,77.08,2295500,176937140.0,2.39,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-07-29,Auction 4. Period DE,T3PA,77.96,1944000,151554240.0,2.35,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-01,Auction 4. Period CAP3 EU,T3PA,79.5,1146500,91146750.0,3.77,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-02,Auction 4. Period CAP3 EU,T3PA,80.51,1146500,92304715.0,3.46,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-03,Auction 4. Period CAP3 PL,T3PA,83.45,1329000,110905050.0,3.62,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-04,Auction 4. Period CAP3 EU,T3PA,83.81,1146500,96088165.0,3.18,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-05,Auction 4. Period DE,T3PA,84.5,972000,82134000.0,2.45,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-08,Auction 4. Period CAP3 EU,T3PA,84.6,1146500,96993900.0,3.61,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-09,Auction 4. Period CAP3 EU,T3PA,84.06,1146500,96374790.0,3.55,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-11,Auction 4. Period CAP3 EU,T3PA,86.35,1146500,99000275.0,3.37,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-12,Auction 4. Period DE,T3PA,87.3,972000,84855600.0,3.3,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-15,Auction 4. Period CAP3 EU,T3PA,89.5,1146500,102611750.0,2.77,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-16,Auction 4. Period CAP3 EU,T3PA,90.64,1146500,103918760.0,3.13,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-17,Auction 4. Period CAP3 PL,T3PA,94.07,1329000,125019030.0,2.71,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-18,Auction 4. Period CAP3 EU,T3PA,94.0,1146500,107771000.0,3.53,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-19,Auction 4. Period DE,T3PA,96.87,972000,94157640.0,2.89,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-22,Auction 4. Period CAP3 EU,T3PA,97.5,1146500,111783750.0,3.11,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-23,Auction 4. Period CAP3 EU,T3PA,92.52,1146500,106074180.0,2.76,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-25,Auction 4. Period CAP3 EU,T3PA,89.3,1146500,102382450.0,3.28,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-26,Auction 4. Period DE,T3PA,89.56,982000,87947920.0,1.98,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-29,Auction 4. Period CAP3 EU,T3PA,88.81,1146500,101820665.0,2.84,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-30,Auction 4. Period CAP3 EU,T3PA,85.13,1295500,110285915.0,2.42,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-08-31,Auction 4. Period CAP3 PL,T3PA,78.96,1334500,105372120.0,2.58,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
2022-09-01,Auction 4. Period CAP3 EU,T3PA,77.01,2510500,193333605.0,1.82,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2022-data.xlsx
