model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,146,17.744678497314453,4.2124433517456055,3.1170341968536377,7.647016644477844
seasonal_naive,full,146,19.64550951874297,4.432325520394793,3.335175798146148,8.16411503416429
linear_ridge,full,146,157.89744613843573,12.565725054227302,10.861916520279836,28.24465142138007
linear_lasso,full,146,208.66778021851968,14.445337663707265,13.04455252782395,33.801789621831794
tsm,full,146,19.07044792175293,4.36697244644165,3.3107893466949463,8.255046606063843
naive_persistence_llm_subset,llm_subset,146,17.744678497314453,4.2124433517456055,3.1170341968536377,7.647016644477844
seasonal_naive_llm_subset,llm_subset,146,19.64550951874297,4.432325520394793,3.335175798146148,8.16411503416429
linear_ridge_llm_subset,llm_subset,146,157.89744613843573,12.565725054227302,10.861916520279836,28.24465142138007
linear_lasso_llm_subset,llm_subset,146,208.66778021851968,14.445337663707265,13.04455252782395,33.801789621831794
tsm_llm_subset,llm_subset,146,19.07044792175293,4.36697244644165,3.3107893466949463,8.255046606063843
