horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,alpha,history_window,model,subset,n_samples
10,0.4523809523809524,0.34615384615384615,0.5,0.65,78,8,40,0.02,18,naive_persistence,full,126
20,0.3492063492063492,0.3163265306122449,0.125,0.6,98,8,20,0.02,18,naive_persistence,full,126
30,0.3333333333333333,0.32989690721649484,0.058823529411764705,0.75,97,17,12,0.02,18,naive_persistence,full,126
10,0.4523809523809524,0.34615384615384615,0.5,0.65,78,8,40,0.02,18,seasonal_naive,full,126
20,0.3492063492063492,0.3163265306122449,0.125,0.6,98,8,20,0.02,18,seasonal_naive,full,126
30,0.3333333333333333,0.32989690721649484,0.058823529411764705,0.75,97,17,12,0.02,18,seasonal_naive,full,126
10,0.3253968253968254,0.01282051282051282,0.5,0.9,78,8,40,0.02,18,linear_ridge,full,126
20,0.3253968253968254,0.23469387755102042,0.125,0.85,98,8,20,0.02,18,linear_ridge,full,126
30,0.20634920634920634,0.08247422680412371,0.6470588235294118,0.5833333333333334,97,17,12,0.02,18,linear_ridge,full,126
10,0.2619047619047619,0.0,0.25,0.775,78,8,40,0.02,18,linear_lasso,full,126
20,0.15873015873015872,0.0,0.875,0.65,98,8,20,0.02,18,linear_lasso,full,126
30,0.16666666666666666,0.0,0.9411764705882353,0.4166666666666667,97,17,12,0.02,18,linear_lasso,full,126
10,0.29365079365079366,0.20512820512820512,0.5,0.425,78,8,40,0.02,18,tsm,full,126
20,0.12698412698412698,0.09183673469387756,0.25,0.25,98,8,20,0.02,18,tsm,full,126
30,0.07936507936507936,0.030927835051546393,0.29411764705882354,0.16666666666666666,97,17,12,0.02,18,tsm,full,126
10,0.29365079365079366,0.20512820512820512,0.5,0.425,78,8,40,0.02,18,TSM+LLM-COT-SENT-RF-HPRICE,llm_subset,126
20,0.12698412698412698,0.09183673469387756,0.25,0.25,98,8,20,0.02,18,TSM+LLM-COT-SENT-RF-HPRICE,llm_subset,126
30,0.07936507936507936,0.030927835051546393,0.29411764705882354,0.16666666666666666,97,17,12,0.02,18,TSM+LLM-COT-SENT-RF-HPRICE,llm_subset,126
10,0.4523809523809524,0.34615384615384615,0.5,0.65,78,8,40,0.02,18,naive_persistence_llm_subset,llm_subset,126
20,0.3492063492063492,0.3163265306122449,0.125,0.6,98,8,20,0.02,18,naive_persistence_llm_subset,llm_subset,126
30,0.3333333333333333,0.32989690721649484,0.058823529411764705,0.75,97,17,12,0.02,18,naive_persistence_llm_subset,llm_subset,126
10,0.4523809523809524,0.34615384615384615,0.5,0.65,78,8,40,0.02,18,seasonal_naive_llm_subset,llm_subset,126
20,0.3492063492063492,0.3163265306122449,0.125,0.6,98,8,20,0.02,18,seasonal_naive_llm_subset,llm_subset,126
30,0.3333333333333333,0.32989690721649484,0.058823529411764705,0.75,97,17,12,0.02,18,seasonal_naive_llm_subset,llm_subset,126
10,0.3253968253968254,0.01282051282051282,0.5,0.9,78,8,40,0.02,18,linear_ridge_llm_subset,llm_subset,126
20,0.3253968253968254,0.23469387755102042,0.125,0.85,98,8,20,0.02,18,linear_ridge_llm_subset,llm_subset,126
30,0.20634920634920634,0.08247422680412371,0.6470588235294118,0.5833333333333334,97,17,12,0.02,18,linear_ridge_llm_subset,llm_subset,126
10,0.2619047619047619,0.0,0.25,0.775,78,8,40,0.02,18,linear_lasso_llm_subset,llm_subset,126
20,0.15873015873015872,0.0,0.875,0.65,98,8,20,0.02,18,linear_lasso_llm_subset,llm_subset,126
30,0.16666666666666666,0.0,0.9411764705882353,0.4166666666666667,97,17,12,0.02,18,linear_lasso_llm_subset,llm_subset,126
10,0.29365079365079366,0.20512820512820512,0.5,0.425,78,8,40,0.02,18,tsm_llm_subset,llm_subset,126
20,0.12698412698412698,0.09183673469387756,0.25,0.25,98,8,20,0.02,18,tsm_llm_subset,llm_subset,126
30,0.07936507936507936,0.030927835051546393,0.29411764705882354,0.16666666666666666,97,17,12,0.02,18,tsm_llm_subset,llm_subset,126
