quantile,horizon,feature,coefficient
0.5,14,icap_secondary_last,0.02845892960257528
0.5,14,icap_return_last,0.0
0.5,14,eurusd_last,0.0
0.5,14,brent_price_last,-0.003586631754587137
0.5,14,y_lag_1,0.0
0.5,14,y_lag_5,0.0
0.5,14,y_lag_10,0.0
0.5,14,y_lag_20,0.0
0.5,14,y_mean_20,0.0
0.5,14,y_std_20,0.0
0.5,15,y_return_last,0.0
0.5,15,y_last,0.6182443709381867
0.5,15,eua_high_last,0.19765799302915188
0.5,15,eua_low_last,0.16750145236284178
0.5,15,eua_volume_last,7.185942941232666e-06
0.5,15,eua_range_last,0.0
0.5,15,eua_range_pct_last,0.0
0.5,15,icap_secondary_last,0.025919576793401195
0.5,15,icap_return_last,0.0
0.5,15,eurusd_last,0.0
0.5,15,brent_price_last,-0.0031330203737338627
0.5,15,y_lag_1,0.0
0.5,15,y_lag_5,0.0
0.5,15,y_lag_10,0.0
0.5,15,y_lag_20,0.0
0.5,15,y_mean_20,0.0
0.5,15,y_std_20,0.0
0.5,16,y_return_last,0.0
0.5,16,y_last,0.6619948438795437
0.5,16,eua_high_last,0.2552402635191314
0.5,16,eua_low_last,0.06502416095124386
0.5,16,eua_volume_last,6.238637620535282e-06
0.5,16,eua_range_last,0.0
0.5,16,eua_range_pct_last,0.0
0.5,16,icap_secondary_last,0.0264938312024987
0.5,16,icap_return_last,0.0
0.5,16,eurusd_last,0.0
0.5,16,brent_price_last,-0.0039071773937276715
0.5,16,y_lag_1,0.0
0.5,16,y_lag_5,0.0
0.5,16,y_lag_10,0.0
0.5,16,y_lag_20,0.0
0.5,16,y_mean_20,0.0
0.5,16,y_std_20,0.0
0.5,17,y_return_last,0.0
0.5,17,y_last,0.6133018694601527
0.5,17,eua_high_last,0.264696823388602
0.5,17,eua_low_last,0.09707548236063365
0.5,17,eua_volume_last,5.34442884720235e-06
0.5,17,eua_range_last,0.0
0.5,17,eua_range_pct_last,0.0
0.5,17,icap_secondary_last,0.03461117687470078
0.5,17,icap_return_last,0.0
0.5,17,eurusd_last,0.0
0.5,17,brent_price_last,-0.004741509664623417
0.5,17,y_lag_1,0.0
0.5,17,y_lag_5,0.0
0.5,17,y_lag_10,0.0
0.5,17,y_lag_20,0.0
0.5,17,y_mean_20,0.0
0.5,17,y_std_20,0.0
0.5,18,y_return_last,0.0
0.5,18,y_last,0.4709380429479396
0.5,18,eua_high_last,0.33128210059264035
0.5,18,eua_low_last,0.17877334634347386
0.5,18,eua_volume_last,6.735978236007361e-06
0.5,18,eua_range_last,0.0
0.5,18,eua_range_pct_last,0.0
0.5,18,icap_secondary_last,0.02891736932849677
0.5,18,icap_return_last,0.0
0.5,18,eurusd_last,0.0
0.5,18,brent_price_last,-0.004333143304599704
0.5,18,y_lag_1,0.0
0.5,18,y_lag_5,0.0
0.5,18,y_lag_10,0.0
0.5,18,y_lag_20,0.0
0.5,18,y_mean_20,0.0
0.5,18,y_std_20,0.0
0.5,19,y_return_last,0.0
0.5,19,y_last,0.5780487194169338
0.5,19,eua_high_last,0.2512843424462983
0.5,19,eua_low_last,0.14905992745686641
0.5,19,eua_volume_last,6.835774670249485e-06
0.5,19,eua_range_last,0.0
0.5,19,eua_range_pct_last,0.0
0.5,19,icap_secondary_last,0.035492247992409694
0.5,19,icap_return_last,0.0
0.5,19,eurusd_last,0.0
0.5,19,brent_price_last,-0.004823711664765624
0.5,19,y_lag_1,0.0
0.5,19,y_lag_5,0.0
0.5,19,y_lag_10,0.0
0.5,19,y_lag_20,0.0
0.5,19,y_mean_20,0.0
0.5,19,y_std_20,0.0
0.5,20,y_return_last,0.0
0.5,20,y_last,0.5138144626114336
0.5,20,eua_high_last,0.28782825951813384
0.5,20,eua_low_last,0.16847376755515625
0.5,20,eua_volume_last,6.6893950702408445e-06
0.5,20,eua_range_last,0.0
0.5,20,eua_range_pct_last,0.0
0.5,20,icap_secondary_last,0.04290358333740056
0.5,20,icap_return_last,0.0
0.5,20,eurusd_last,0.0
0.5,20,brent_price_last,-0.004651073798662529
0.5,20,y_lag_1,0.0
0.5,20,y_lag_5,0.0
0.5,20,y_lag_10,0.0
0.5,20,y_lag_20,0.0
0.5,20,y_mean_20,0.0
0.5,20,y_std_20,0.0
0.5,21,y_return_last,0.0
0.5,21,y_last,0.40299129365519776
0.5,21,eua_high_last,0.3300275945759062
0.5,21,eua_low_last,0.24159922297428266
0.5,21,eua_volume_last,9.68686131735043e-06
0.5,21,eua_range_last,0.0
0.5,21,eua_range_pct_last,0.0
0.5,21,icap_secondary_last,0.042544464059113676
0.5,21,icap_return_last,0.0
0.5,21,eurusd_last,0.0
0.5,21,brent_price_last,-0.005866718041959688
0.5,21,y_lag_1,0.0
0.5,21,y_lag_5,0.0
0.5,21,y_lag_10,0.0
0.5,21,y_lag_20,0.0
0.5,21,y_mean_20,0.0
0.5,21,y_std_20,0.0
0.5,22,y_return_last,0.0
0.5,22,y_last,0.5183951778412355
0.5,22,eua_high_last,0.31967710510728214
0.5,22,eua_low_last,0.1349757261543254
0.5,22,eua_volume_last,7.902363965482481e-06
0.5,22,eua_range_last,0.0
0.5,22,eua_range_pct_last,0.0
0.5,22,icap_secondary_last,0.04607985856484976
0.5,22,icap_return_last,0.0
0.5,22,eurusd_last,0.0
0.5,22,brent_price_last,-0.006626557260782286
0.5,22,y_lag_1,0.0
0.5,22,y_lag_5,0.0
0.5,22,y_lag_10,0.0
0.5,22,y_lag_20,0.0
0.5,22,y_mean_20,0.0
0.5,22,y_std_20,0.0
0.5,23,y_return_last,0.0
0.5,23,y_last,0.5884292650190294
0.5,23,eua_high_last,0.38050866265730715
0.5,23,eua_low_last,0.0
0.5,23,eua_volume_last,5.427734554427544e-06
0.5,23,eua_range_last,0.0
0.5,23,eua_range_pct_last,0.0
0.5,23,icap_secondary_last,0.04560910242081001
0.5,23,icap_return_last,0.0
0.5,23,eurusd_last,0.0
0.5,23,brent_price_last,-0.006826086140469893
0.5,23,y_lag_1,0.0
0.5,23,y_lag_5,0.0
0.5,23,y_lag_10,0.0
0.5,23,y_lag_20,0.0
0.5,23,y_mean_20,0.0
0.5,23,y_std_20,0.0
0.5,24,y_return_last,0.0
0.5,24,y_last,0.6593358643069461
0.5,24,eua_high_last,0.3036022602698926
0.5,24,eua_low_last,0.0
0.5,24,eua_volume_last,7.170138647549113e-06
0.5,24,eua_range_last,0.0
0.5,24,eua_range_pct_last,0.0
0.5,24,icap_secondary_last,0.05199251525862868
0.5,24,icap_return_last,0.0
0.5,24,eurusd_last,0.0
0.5,24,brent_price_last,-0.006872751867207735
0.5,24,y_lag_1,0.0
0.5,24,y_lag_5,0.0
0.5,24,y_lag_10,0.0
0.5,24,y_lag_20,0.0
0.5,24,y_mean_20,0.0
0.5,24,y_std_20,0.0
0.5,25,y_return_last,0.0
0.5,25,y_last,0.515391583719505
0.5,25,eua_high_last,0.4514022144750232
0.5,25,eua_low_last,0.0
0.5,25,eua_volume_last,6.553173592692825e-06
0.5,25,eua_range_last,0.0
0.5,25,eua_range_pct_last,0.0
0.5,25,icap_secondary_last,0.04856242333564695
0.5,25,icap_return_last,0.0
0.5,25,eurusd_last,0.0
0.5,25,brent_price_last,-0.007561076619132598
0.5,25,y_lag_1,0.0
0.5,25,y_lag_5,0.0
0.5,25,y_lag_10,0.0
0.5,25,y_lag_20,0.0
0.5,25,y_mean_20,0.0
0.5,25,y_std_20,0.0
0.5,26,y_return_last,0.0
0.5,26,y_last,0.5353398719748429
0.5,26,eua_high_last,0.430475689348734
0.5,26,eua_low_last,0.0
0.5,26,eua_volume_last,7.627389835352651e-06
0.5,26,eua_range_last,0.0
0.5,26,eua_range_pct_last,0.0
0.5,26,icap_secondary_last,0.04600211026254845
0.5,26,icap_return_last,0.0
0.5,26,eurusd_last,0.0
0.5,26,brent_price_last,-0.008966649567952675
0.5,26,y_lag_1,0.0
0.5,26,y_lag_5,0.0
0.5,26,y_lag_10,0.0
0.5,26,y_lag_20,0.0
0.5,26,y_mean_20,0.0
0.5,26,y_std_20,0.0
0.5,27,y_return_last,0.0
0.5,27,y_last,0.4868729089911264
0.5,27,eua_high_last,0.46986154712994543
0.5,27,eua_low_last,0.0
0.5,27,eua_volume_last,3.820304624228548e-06
0.5,27,eua_range_last,0.0
0.5,27,eua_range_pct_last,0.0
0.5,27,icap_secondary_last,0.05242293089879199
0.5,27,icap_return_last,0.0
0.5,27,eurusd_last,0.0
0.5,27,brent_price_last,-0.010019352357213039
0.5,27,y_lag_1,0.0
0.5,27,y_lag_5,0.0
0.5,27,y_lag_10,0.0
0.5,27,y_lag_20,0.0
0.5,27,y_mean_20,0.0
0.5,27,y_std_20,0.0
0.5,28,y_return_last,0.0
0.5,28,y_last,0.46022119839923137
0.5,28,eua_high_last,0.49690957494614746
0.5,28,eua_low_last,0.0
0.5,28,eua_volume_last,5.346203995827473e-06
0.5,28,eua_range_last,0.0
0.5,28,eua_range_pct_last,0.0
0.5,28,icap_secondary_last,0.051530318743438934
0.5,28,icap_return_last,0.0
0.5,28,eurusd_last,0.0
0.5,28,brent_price_last,-0.010746325463179454
0.5,28,y_lag_1,0.0
0.5,28,y_lag_5,0.0
0.5,28,y_lag_10,0.0
0.5,28,y_lag_20,0.0
0.5,28,y_mean_20,0.0
0.5,28,y_std_20,0.0
0.5,29,y_return_last,0.0
0.5,29,y_last,0.46244075832215575
0.5,29,eua_high_last,0.49423215396338777
0.5,29,eua_low_last,0.0
0.5,29,eua_volume_last,6.75528394996143e-06
0.5,29,eua_range_last,0.0
0.5,29,eua_range_pct_last,0.0
0.5,29,icap_secondary_last,0.05471721954535639
0.5,29,icap_return_last,0.0
0.5,29,eurusd_last,0.0
0.5,29,brent_price_last,-0.012032178770020512
0.5,29,y_lag_1,0.0
0.5,29,y_lag_5,0.0
0.5,29,y_lag_10,0.0
0.5,29,y_lag_20,0.0
0.5,29,y_mean_20,0.0
0.5,29,y_std_20,0.0
0.5,30,y_return_last,0.0
0.5,30,y_last,0.3853992468775548
0.5,30,eua_high_last,0.5678710628061515
0.5,30,eua_low_last,0.0
0.5,30,eua_volume_last,5.5037133846750495e-06
0.5,30,eua_range_last,0.0
0.5,30,eua_range_pct_last,0.0
0.5,30,icap_secondary_last,0.05819825741574456
0.5,30,icap_return_last,0.0
0.5,30,eurusd_last,0.0
0.5,30,brent_price_last,-0.01307938591020852
0.5,30,y_lag_1,0.0
0.5,30,y_lag_5,0.0
0.5,30,y_lag_10,0.0
0.5,30,y_lag_20,0.0
0.5,30,y_mean_20,0.0
0.5,30,y_std_20,0.0
0.9,1,y_return_last,0.0
0.9,1,y_last,0.8008037193248635
0.9,1,eua_high_last,0.2182228088698006
0.9,1,eua_low_last,0.0
0.9,1,eua_volume_last,5.6831035236159234e-06
0.9,1,eua_range_last,0.0
0.9,1,eua_range_pct_last,0.0
0.9,1,icap_secondary_last,0.00799558070687172
0.9,1,icap_return_last,0.0
0.9,1,eurusd_last,0.0
0.9,1,brent_price_last,-0.00023861553292009381
0.9,1,y_lag_1,0.0
0.9,1,y_lag_5,0.0
0.9,1,y_lag_10,0.0
0.9,1,y_lag_20,0.0
0.9,1,y_mean_20,0.0
0.9,1,y_std_20,0.0
0.9,2,y_return_last,0.0
0.9,2,y_last,0.8621469326550862
0.9,2,eua_high_last,0.16562881437255483
0.9,2,eua_low_last,0.0
0.9,2,eua_volume_last,6.648532913623025e-06
0.9,2,eua_range_last,0.0
0.9,2,eua_range_pct_last,0.0
0.9,2,icap_secondary_last,0.012062502852001968
0.9,2,icap_return_last,0.0
0.9,2,eurusd_last,0.0
0.9,2,brent_price_last,-0.00022965715878218665
0.9,2,y_lag_1,0.0
0.9,2,y_lag_5,0.0
0.9,2,y_lag_10,0.0
0.9,2,y_lag_20,0.0
0.9,2,y_mean_20,0.0
0.9,2,y_std_20,0.0
0.9,3,y_return_last,0.0
0.9,3,y_last,1.0391142510072255
0.9,3,eua_high_last,0.0
0.9,3,eua_low_last,0.0
0.9,3,eua_volume_last,1.0038114201918187e-05
0.9,3,eua_range_last,0.0
0.9,3,eua_range_pct_last,0.0
0.9,3,icap_secondary_last,0.01756305636916951
0.9,3,icap_return_last,0.0
0.9,3,eurusd_last,0.0
0.9,3,brent_price_last,0.0004119203723122507
0.9,3,y_lag_1,0.0
0.9,3,y_lag_5,0.0
0.9,3,y_lag_10,0.0
0.9,3,y_lag_20,0.0
0.9,3,y_mean_20,0.0
0.9,3,y_std_20,0.0
0.9,4,y_return_last,0.0
0.9,4,y_last,1.0471193062704198
0.9,4,eua_high_last,0.0
0.9,4,eua_low_last,0.0
0.9,4,eua_volume_last,1.1126020723778144e-05
0.9,4,eua_range_last,0.0
0.9,4,eua_range_pct_last,0.0
0.9,4,icap_secondary_last,0.02249615679536249
0.9,4,icap_return_last,0.0
0.9,4,eurusd_last,0.0
0.9,4,brent_price_last,0.0006595122349708621
0.9,4,y_lag_1,0.0
0.9,4,y_lag_5,0.0
0.9,4,y_lag_10,0.0
0.9,4,y_lag_20,0.0
0.9,4,y_mean_20,0.0
0.9,4,y_std_20,0.0
0.9,5,y_return_last,0.0
0.9,5,y_last,1.0538922851308872
0.9,5,eua_high_last,0.0
0.9,5,eua_low_last,0.0
0.9,5,eua_volume_last,1.667573701232988e-05
0.9,5,eua_range_last,0.0
0.9,5,eua_range_pct_last,0.0
0.9,5,icap_secondary_last,0.02360591865437492
0.9,5,icap_return_last,0.0
0.9,5,eurusd_last,0.0
0.9,5,brent_price_last,-0.00032837646349053384
0.9,5,y_lag_1,0.0
0.9,5,y_lag_5,0.0
0.9,5,y_lag_10,0.0
0.9,5,y_lag_20,0.0
0.9,5,y_mean_20,0.0
0.9,5,y_std_20,0.0
0.9,6,y_return_last,0.0
0.9,6,y_last,1.026227069310947
0.9,6,eua_high_last,0.03090420111302054
0.9,6,eua_low_last,0.0
0.9,6,eua_volume_last,2.2114748738174392e-05
0.9,6,eua_range_last,0.0
0.9,6,eua_range_pct_last,0.0
0.9,6,icap_secondary_last,0.027367525244447695
0.9,6,icap_return_last,0.0
0.9,6,eurusd_last,0.0
0.9,6,brent_price_last,-0.00014383988458531775
0.9,6,y_lag_1,0.0
0.9,6,y_lag_5,0.0
0.9,6,y_lag_10,0.0
0.9,6,y_lag_20,0.0
0.9,6,y_mean_20,0.0
0.9,6,y_std_20,0.0
0.9,7,y_return_last,0.0
0.9,7,y_last,0.8985239539096118
0.9,7,eua_high_last,0.1596777627110767
0.9,7,eua_low_last,0.0
0.9,7,eua_volume_last,1.9426933883331262e-05
0.9,7,eua_range_last,0.0
0.9,7,eua_range_pct_last,0.0
0.9,7,icap_secondary_last,0.03133246421203342
0.9,7,icap_return_last,0.0
0.9,7,eurusd_last,0.0
0.9,7,brent_price_last,-0.00027663521919595106
0.9,7,y_lag_1,0.0
0.9,7,y_lag_5,0.0
0.9,7,y_lag_10,0.0
0.9,7,y_lag_20,0.0
0.9,7,y_mean_20,0.0
0.9,7,y_std_20,0.0
0.9,8,y_return_last,0.0
0.9,8,y_last,1.0318139015391516
0.9,8,eua_high_last,0.03588617989473848
0.9,8,eua_low_last,0.0
0.9,8,eua_volume_last,2.4448996632135818e-05
0.9,8,eua_range_last,0.0
0.9,8,eua_range_pct_last,0.0
0.9,8,icap_secondary_last,0.03204658624032773
0.9,8,icap_return_last,0.0
0.9,8,eurusd_last,0.0
0.9,8,brent_price_last,-0.000777360042876066
0.9,8,y_lag_1,0.0
0.9,8,y_lag_5,0.0
0.9,8,y_lag_10,0.0
0.9,8,y_lag_20,0.0
0.9,8,y_mean_20,0.0
0.9,8,y_std_20,0.0
0.9,9,y_return_last,0.0
0.9,9,y_last,1.0514689367424137
0.9,9,eua_high_last,0.02644222736724882
0.9,9,eua_low_last,0.0
0.9,9,eua_volume_last,2.0916436588105313e-05
0.9,9,eua_range_last,0.0
0.9,9,eua_range_pct_last,0.0
0.9,9,icap_secondary_last,0.029252547834444857
0.9,9,icap_return_last,0.0
0.9,9,eurusd_last,0.0
0.9,9,brent_price_last,-0.0014942112776928198
0.9,9,y_lag_1,0.0
0.9,9,y_lag_5,0.0
0.9,9,y_lag_10,0.0
0.9,9,y_lag_20,0.0
0.9,9,y_mean_20,0.0
0.9,9,y_std_20,0.0
0.9,10,y_return_last,0.0
0.9,10,y_last,1.0538035322555992
0.9,10,eua_high_last,0.034333234505616074
0.9,10,eua_low_last,0.0
0.9,10,eua_volume_last,2.5932112032094073e-05
0.9,10,eua_range_last,0.0
0.9,10,eua_range_pct_last,0.0
0.9,10,icap_secondary_last,0.02875202944354079
0.9,10,icap_return_last,0.0
0.9,10,eurusd_last,0.0
0.9,10,brent_price_last,-0.001472050144231412
0.9,10,y_lag_1,0.0
0.9,10,y_lag_5,0.0
0.9,10,y_lag_10,0.0
0.9,10,y_lag_20,0.0
0.9,10,y_mean_20,0.0
0.9,10,y_std_20,0.0
0.9,11,y_return_last,0.0
0.9,11,y_last,0.9365908463926308
0.9,11,eua_high_last,0.14468771320373525
0.9,11,eua_low_last,0.0
0.9,11,eua_volume_last,2.6107759112248734e-05
0.9,11,eua_range_last,0.0
0.9,11,eua_range_pct_last,0.0
0.9,11,icap_secondary_last,0.03720432042680893
0.9,11,icap_return_last,0.0
0.9,11,eurusd_last,0.0
0.9,11,brent_price_last,-0.001293729140283092
0.9,11,y_lag_1,0.0
0.9,11,y_lag_5,0.0
0.9,11,y_lag_10,0.0
0.9,11,y_lag_20,0.0
0.9,11,y_mean_20,0.0
0.9,11,y_std_20,0.0
0.9,12,y_return_last,0.0
0.9,12,y_last,0.9641378722820173
0.9,12,eua_high_last,0.12196432572441633
0.9,12,eua_low_last,0.0
0.9,12,eua_volume_last,2.6601029410786437e-05
0.9,12,eua_range_last,0.0
0.9,12,eua_range_pct_last,0.0
0.9,12,icap_secondary_last,0.03913611065961659
0.9,12,icap_return_last,0.0
0.9,12,eurusd_last,0.0
0.9,12,brent_price_last,-0.0003856063420563342
0.9,12,y_lag_1,0.0
0.9,12,y_lag_5,0.0
0.9,12,y_lag_10,0.0
0.9,12,y_lag_20,0.0
0.9,12,y_mean_20,0.0
0.9,12,y_std_20,0.0
0.9,13,y_return_last,0.0
0.9,13,y_last,0.7171621461680983
0.9,13,eua_high_last,0.36744198721480237
0.9,13,eua_low_last,0.0
0.9,13,eua_volume_last,2.7492864614373675e-05
0.9,13,eua_range_last,0.0
0.9,13,eua_range_pct_last,0.0
0.9,13,icap_secondary_last,0.03887458594734073
0.9,13,icap_return_last,0.0
0.9,13,eurusd_last,0.0
0.9,13,brent_price_last,-0.0017341218567715813
0.9,13,y_lag_1,0.0
0.9,13,y_lag_5,0.0
0.9,13,y_lag_10,0.0
0.9,13,y_lag_20,0.0
0.9,13,y_mean_20,0.0
0.9,13,y_std_20,0.0
0.9,14,y_return_last,0.0
0.9,14,y_last,0.808624361005084
0.9,14,eua_high_last,0.27494106803626867
0.9,14,eua_low_last,0.0
0.9,14,eua_volume_last,3.114677434326418e-05
0.9,14,eua_range_last,0.0
0.9,14,eua_range_pct_last,0.0
0.9,14,icap_secondary_last,0.042650041186459625
0.9,14,icap_return_last,0.0
0.9,14,eurusd_last,0.0
0.9,14,brent_price_last,-0.0017788128531758991
0.9,14,y_lag_1,0.0
0.9,14,y_lag_5,0.0
0.9,14,y_lag_10,0.0
0.9,14,y_lag_20,0.0
0.9,14,y_mean_20,0.0
0.9,14,y_std_20,0.0
0.9,15,y_return_last,0.0
0.9,15,y_last,0.5976983869937549
0.9,15,eua_high_last,0.478877760107652
0.9,15,eua_low_last,0.0
0.9,15,eua_volume_last,3.061332706664778e-05
0.9,15,eua_range_last,0.0
0.9,15,eua_range_pct_last,0.0
0.9,15,icap_secondary_last,0.05045802720598624
0.9,15,icap_return_last,0.0
0.9,15,eurusd_last,0.0
0.9,15,brent_price_last,-0.002654150405649828
0.9,15,y_lag_1,0.0
0.9,15,y_lag_5,0.0
0.9,15,y_lag_10,0.0
0.9,15,y_lag_20,0.0
0.9,15,y_mean_20,0.0
0.9,15,y_std_20,0.0
0.9,16,y_return_last,0.0
0.9,16,y_last,0.7731812629055698
0.9,16,eua_high_last,0.3027870989265483
0.9,16,eua_low_last,0.0
0.9,16,eua_volume_last,2.532178496168954e-05
0.9,16,eua_range_last,0.0
0.9,16,eua_range_pct_last,0.0
0.9,16,icap_secondary_last,0.057734059653348505
0.9,16,icap_return_last,0.0
0.9,16,eurusd_last,0.0
0.9,16,brent_price_last,-0.0003133003022118333
0.9,16,y_lag_1,0.0
0.9,16,y_lag_5,0.0
0.9,16,y_lag_10,0.0
0.9,16,y_lag_20,0.0
0.9,16,y_mean_20,0.0
0.9,16,y_std_20,0.0
0.9,17,y_return_last,0.0
0.9,17,y_last,0.22576071600661074
0.9,17,eua_high_last,0.7089386814040097
0.9,17,eua_low_last,0.12709175859856048
0.9,17,eua_volume_last,2.3527100051451645e-05
0.9,17,eua_range_last,0.0
0.9,17,eua_range_pct_last,0.0
0.9,17,icap_secondary_last,0.0681910996205867
0.9,17,icap_return_last,0.0
0.9,17,eurusd_last,0.0
0.9,17,brent_price_last,-0.0042307180566982135
0.9,17,y_lag_1,0.0
0.9,17,y_lag_5,0.0
0.9,17,y_lag_10,0.0
0.9,17,y_lag_20,0.0
0.9,17,y_mean_20,0.0
0.9,17,y_std_20,0.0
0.9,18,y_return_last,0.0
0.9,18,y_last,0.35107775214444165
0.9,18,eua_high_last,0.6467801982059732
0.9,18,eua_low_last,0.061320702963272404
0.9,18,eua_volume_last,2.556340637891237e-05
0.9,18,eua_range_last,0.0
0.9,18,eua_range_pct_last,0.0
0.9,18,icap_secondary_last,0.07162069593399209
0.9,18,icap_return_last,0.0
0.9,18,eurusd_last,0.0
0.9,18,brent_price_last,-0.0021341688915771455
0.9,18,y_lag_1,0.0
0.9,18,y_lag_5,0.0
0.9,18,y_lag_10,0.0
0.9,18,y_lag_20,0.0
0.9,18,y_mean_20,0.0
0.9,18,y_std_20,0.0
0.9,19,y_return_last,0.0
0.9,19,y_last,0.3041143892906355
0.9,19,eua_high_last,0.7475663611420155
0.9,19,eua_low_last,0.0
0.9,19,eua_volume_last,2.2480058414571264e-05
0.9,19,eua_range_last,0.0
0.9,19,eua_range_pct_last,0.0
0.9,19,icap_secondary_last,0.07797296383205732
0.9,19,icap_return_last,0.0
0.9,19,eurusd_last,0.0
0.9,19,brent_price_last,-0.00553477033568682
0.9,19,y_lag_1,0.0
0.9,19,y_lag_5,0.0
0.9,19,y_lag_10,0.0
0.9,19,y_lag_20,0.0
0.9,19,y_mean_20,0.0
0.9,19,y_std_20,0.0
0.9,20,y_return_last,0.0
0.9,20,y_last,0.19487616643236538
0.9,20,eua_high_last,0.7576386889168444
0.9,20,eua_low_last,0.09374276709630246
0.9,20,eua_volume_last,1.8345050501144836e-05
0.9,20,eua_range_last,0.0
0.9,20,eua_range_pct_last,0.0
0.9,20,icap_secondary_last,0.09035670895622351
0.9,20,icap_return_last,0.0
0.9,20,eurusd_last,0.0
0.9,20,brent_price_last,-0.005833637262494843
0.9,20,y_lag_1,0.0
0.9,20,y_lag_5,0.0
0.9,20,y_lag_10,0.0
0.9,20,y_lag_20,0.0
0.9,20,y_mean_20,0.0
0.9,20,y_std_20,0.0
0.9,21,y_return_last,0.0
0.9,21,y_last,0.2309316846224122
0.9,21,eua_high_last,0.7275361019910951
0.9,21,eua_low_last,0.09582305055428333
0.9,21,eua_volume_last,1.5096157744590016e-05
0.9,21,eua_range_last,0.0
0.9,21,eua_range_pct_last,0.0
0.9,21,icap_secondary_last,0.08530649103263946
0.9,21,icap_return_last,0.0
0.9,21,eurusd_last,0.0
0.9,21,brent_price_last,-0.006064305818205831
0.9,21,y_lag_1,0.0
0.9,21,y_lag_5,0.0
0.9,21,y_lag_10,0.0
0.9,21,y_lag_20,0.0
0.9,21,y_mean_20,0.0
0.9,21,y_std_20,0.0
0.9,22,y_return_last,0.0
0.9,22,y_last,0.4285612944787502
0.9,22,eua_high_last,0.4626489510412537
0.9,22,eua_low_last,0.1602987407752711
0.9,22,eua_volume_last,1.984259545255308e-05
0.9,22,eua_range_last,0.0
0.9,22,eua_range_pct_last,0.0
0.9,22,icap_secondary_last,0.09228865078103467
0.9,22,icap_return_last,0.0
0.9,22,eurusd_last,0.0
0.9,22,brent_price_last,-0.007287558504370128
0.9,22,y_lag_1,0.0
0.9,22,y_lag_5,0.0
0.9,22,y_lag_10,0.0
0.9,22,y_lag_20,0.0
0.9,22,y_mean_20,0.0
0.9,22,y_std_20,0.0
0.9,23,y_return_last,0.0
0.9,23,y_last,0.46055198201396885
0.9,23,eua_high_last,0.45281750441917784
0.9,23,eua_low_last,0.1294705297954274
0.9,23,eua_volume_last,1.4343292916465434e-05
0.9,23,eua_range_last,0.0
0.9,23,eua_range_pct_last,0.0
0.9,23,icap_secondary_last,0.10013018119815868
0.9,23,icap_return_last,0.0
0.9,23,eurusd_last,0.0
0.9,23,brent_price_last,-0.010557257625561242
0.9,23,y_lag_1,0.0
0.9,23,y_lag_5,0.0
0.9,23,y_lag_10,0.0
0.9,23,y_lag_20,0.0
0.9,23,y_mean_20,0.0
0.9,23,y_std_20,0.0
0.9,24,y_return_last,0.0
0.9,24,y_last,0.2610364213529535
0.9,24,eua_high_last,0.758672094322751
0.9,24,eua_low_last,0.0
0.9,24,eua_volume_last,1.248856618384975e-05
0.9,24,eua_range_last,0.0
0.9,24,eua_range_pct_last,0.0
0.9,24,icap_secondary_last,0.11887023522509857
0.9,24,icap_return_last,0.0
0.9,24,eurusd_last,0.0
0.9,24,brent_price_last,-0.014075918755542165
0.9,24,y_lag_1,0.0
0.9,24,y_lag_5,0.0
0.9,24,y_lag_10,0.0
0.9,24,y_lag_20,0.0
0.9,24,y_mean_20,0.0
0.9,24,y_std_20,0.0
0.9,25,y_return_last,0.0
0.9,25,y_last,0.5987934663470151
0.9,25,eua_high_last,0.4238996169354258
0.9,25,eua_low_last,0.002135492424589507
0.9,25,eua_volume_last,1.1961948411733215e-05
0.9,25,eua_range_last,0.0
0.9,25,eua_range_pct_last,0.0
0.9,25,icap_secondary_last,0.12725511198643094
0.9,25,icap_return_last,0.0
0.9,25,eurusd_last,0.0
0.9,25,brent_price_last,-0.013899769178573307
0.9,25,y_lag_1,0.0
0.9,25,y_lag_5,0.0
0.9,25,y_lag_10,0.0
0.9,25,y_lag_20,0.0
0.9,25,y_mean_20,0.0
0.9,25,y_std_20,0.0
0.9,26,y_return_last,0.0
0.9,26,y_last,0.5836968922280754
0.9,26,eua_high_last,0.27828764175587206
0.9,26,eua_low_last,0.1603396995325121
0.9,26,eua_volume_last,1.0804634111513376e-05
0.9,26,eua_range_last,0.0
0.9,26,eua_range_pct_last,0.0
0.9,26,icap_secondary_last,0.13649503932174734
0.9,26,icap_return_last,0.0
0.9,26,eurusd_last,0.0
0.9,26,brent_price_last,-0.01517450650087622
0.9,26,y_lag_1,0.0
0.9,26,y_lag_5,0.0
0.9,26,y_lag_10,0.0
0.9,26,y_lag_20,0.0
0.9,26,y_mean_20,0.0
0.9,26,y_std_20,0.0
0.9,27,y_return_last,0.0
0.9,27,y_last,0.7628716702846481
0.9,27,eua_high_last,0.21961965383722518
0.9,27,eua_low_last,0.042070881035756694
0.9,27,eua_volume_last,7.913543433417729e-06
0.9,27,eua_range_last,0.0
0.9,27,eua_range_pct_last,0.0
0.9,27,icap_secondary_last,0.1397946132730173
0.9,27,icap_return_last,0.0
0.9,27,eurusd_last,0.0
0.9,27,brent_price_last,-0.014958193423763727
0.9,27,y_lag_1,0.0
0.9,27,y_lag_5,0.0
0.9,27,y_lag_10,0.0
0.9,27,y_lag_20,0.0
0.9,27,y_mean_20,0.0
0.9,27,y_std_20,0.0
0.9,28,y_return_last,0.0
