horizon,mse,rmse,mae,mape,model
1,0.00028572167502716184,0.016903303563594818,0.013618689961731434,99.9997787475586,naive_persistence
5,0.0013405473437160254,0.03661348670721054,0.029002701863646507,99.9998550415039,naive_persistence
20,0.005012228153645992,0.07079709321260452,0.055424146354198456,99.99993133544922,naive_persistence
30,0.007215139921754599,0.08494198322296143,0.06904367357492447,99.99993896484375,naive_persistence
1,0.0013616771894115007,0.036900910414399,0.029359764845211397,553.859817252672,seasonal_naive
5,0.0013405472421498786,0.03661348443060123,0.02900270094918632,99.9998530250045,seasonal_naive
20,0.005012228188193088,0.0707970916647929,0.055424146247187105,99.99992581594358,seasonal_naive
30,0.007215140111574453,0.08494198085501922,0.06904367099043941,99.99993976474155,seasonal_naive
1,0.0002877573821874554,0.016963413046537992,0.013683132134246665,109.05475158803206,linear_ridge
5,0.0013730403823454518,0.037054559535169916,0.02934078494515419,143.6718116519212,linear_ridge
20,0.005158112481594522,0.07182000056804874,0.05501191504175072,253.63498860910752,linear_ridge
30,0.0068160030644915754,0.08255908832158683,0.065544643840278,139.81476793237078,linear_ridge
1,0.0010509458594433851,0.032418295134744285,0.028243472718581394,590.7460012028486,linear_lasso
5,0.0020199246977124787,0.04494357237372747,0.03729430652979533,423.9212013310649,linear_lasso
20,0.005435743339862079,0.07372749378530427,0.06171015925048623,189.47140359887263,linear_lasso
30,0.0071822127339804,0.08474793645853804,0.07057048145610245,163.8696437179981,linear_lasso
1,1.9117278498015366e-05,0.0043723308481276035,0.00341918901540339,63.87526321411133,tsm
5,0.0003677353379316628,0.019176427274942398,0.0146991778165102,164.32235717773438,tsm
20,0.0036645825020968914,0.060535795986652374,0.04699588194489479,160.8974151611328,tsm
30,0.007747169118374586,0.0880180075764656,0.06947097927331924,246.35231018066406,tsm
1,0.00010628079573782416,0.010309257768521658,0.006838502503405665,64.34696263937883,TSM+LLM-COT-SENT-RF
5,0.0002328360114752273,0.015258964954256476,0.011222130199450965,36.99507690869617,TSM+LLM-COT-SENT-RF
20,0.0011893909351419541,0.03448754753736418,0.030496279472366727,154.27519798704606,TSM+LLM-COT-SENT-RF
30,0.0025079995303745723,0.05007993141343718,0.0416989766867852,134.3363106503814,TSM+LLM-COT-SENT-RF
1,0.000357492157490924,0.018907463178038597,0.01478828676044941,99.99969482421875,naive_persistence_llm_subset
5,0.0012202534126117826,0.034932125359773636,0.03118598461151123,99.99995422363281,naive_persistence_llm_subset
20,0.0033746950794011354,0.05809212476015091,0.04553551971912384,99.99990844726562,naive_persistence_llm_subset
30,0.002379565266892314,0.048780787736177444,0.04401042312383652,99.99996948242188,naive_persistence_llm_subset
1,0.0011751992970429543,0.03428117992489398,0.03110421264643899,1388.8303659818575,seasonal_naive_llm_subset
5,0.001220253394178096,0.03493212553192399,0.031185983167961256,99.99994929664084,seasonal_naive_llm_subset
20,0.003374695340644257,0.05809212804368813,0.045535520883276975,99.99990231924792,seasonal_naive_llm_subset
30,0.002379565406078644,0.04878078931381332,0.044010421819984734,99.9999637008004,seasonal_naive_llm_subset
1,0.00034585626346018505,0.01859721117426441,0.014547892300666687,127.40139375194914,linear_ridge_llm_subset
5,0.0011984828090639992,0.03461911046032233,0.030880639634579606,100.13970932362058,linear_ridge_llm_subset
20,0.001396765688839828,0.03737332857586849,0.031990554695780576,281.70832859847565,linear_ridge_llm_subset
30,0.000693989309599445,0.02634367684282976,0.02291753709684713,71.18524927322395,linear_ridge_llm_subset
1,0.0010736891020804399,0.032767195517475096,0.026855547574663706,801.7637810016398,linear_lasso_llm_subset
5,0.001482216638929783,0.03849956673690995,0.03004383153529211,124.34177544088918,linear_lasso_llm_subset
20,0.0032751365167901733,0.05722880845160218,0.04680424749022163,179.14239497437273,linear_lasso_llm_subset
30,0.001843925234560639,0.04294095055492646,0.039188492389628175,96.82092891602032,linear_lasso_llm_subset
1,9.700810551294126e-06,0.003114612540230155,0.0027528349310159683,88.74382019042969,tsm_llm_subset
5,0.00010885562369367108,0.01043338980525732,0.008493075147271156,45.336692810058594,tsm_llm_subset
20,0.0012096065329387784,0.03477939963340759,0.030524274334311485,151.29615783691406,tsm_llm_subset
30,0.0024521967861801386,0.04951966181397438,0.041788551956415176,143.59410095214844,tsm_llm_subset
