column,valid_count,missing_count,coverage_pct,first_date,last_date
y,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
eua_high,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
eua_low,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
eua_volume,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
eua_range,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
eua_range_pct,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
target_volume,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
uka_volume,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
target_range,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
uka_range,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
target_range_pct,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
uka_range_pct,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
eurusd,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
auction_price_eur,104,956,9.811320754716983,2021-05-19 00:00:00,2025-06-25 00:00:00
is_auction_day,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
auction_price_lag_1,1059,1,99.90566037735849,2021-05-20 00:00:00,2025-06-30 00:00:00
auction_price_lag_5,1055,5,99.52830188679245,2021-05-26 00:00:00,2025-06-30 00:00:00
auction_price_lag_20,1040,20,98.11320754716981,2021-06-16 00:00:00,2025-06-30 00:00:00
auction_price_rolling_mean_20,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
uk_icap_primary,104,956,9.811320754716983,2021-05-19 00:00:00,2025-06-25 00:00:00
uk_icap_secondary,211,849,19.90566037735849,2021-05-24 00:00:00,2025-06-30 00:00:00
uk_icap_primary_print_day,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
uk_icap_secondary_print_day,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
uk_icap_primary_ffill,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
uk_icap_secondary_ffill,1057,3,99.71698113207546,2021-05-24 00:00:00,2025-06-30 00:00:00
uk_icap_primary_secondary_spread,1057,3,99.71698113207546,2021-05-24 00:00:00,2025-06-30 00:00:00
uk_icap_primary_secondary_spread_pct,1057,3,99.71698113207546,2021-05-24 00:00:00,2025-06-30 00:00:00
uk_icap_primary_days_since_print,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
uk_icap_primary_lag_1,1059,1,99.90566037735849,2021-05-20 00:00:00,2025-06-30 00:00:00
uk_icap_spread_lag_1,1050,10,99.05660377358491,2021-05-25 00:00:00,2025-06-30 00:00:00
uk_icap_primary_lag_5,1057,3,99.71698113207546,2021-05-24 00:00:00,2025-06-30 00:00:00
uk_icap_spread_lag_5,1039,21,98.0188679245283,2021-05-31 00:00:00,2025-06-30 00:00:00
uk_icap_primary_lag_20,1046,14,98.67924528301887,2021-06-08 00:00:00,2025-06-30 00:00:00
uk_icap_spread_lag_20,1031,29,97.26415094339622,2021-06-14 00:00:00,2025-06-30 00:00:00
uk_icap_spread_z20,1052,8,99.24528301886792,2021-05-31 00:00:00,2025-06-30 00:00:00
uk_icap_dow_sin,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
uk_icap_dow_cos,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
uk_icap_secondary_days_since_print,1057,3,99.71698113207546,2021-05-24 00:00:00,2025-06-30 00:00:00
y_return,1059,1,99.90566037735849,2021-05-20 00:00:00,2025-06-30 00:00:00
y_ma_5d,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
y_ma_20d,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
y_ma_60d,1060,0,100.0,2021-05-19 00:00:00,2025-06-30 00:00:00
y_vol_20d,1058,2,99.81132075471699,2021-05-21 00:00:00,2025-06-30 00:00:00
y_momentum_5d,1055,5,99.52830188679245,2021-05-26 00:00:00,2025-06-30 00:00:00
y_momentum_20d,1040,20,98.11320754716981,2021-06-16 00:00:00,2025-06-30 00:00:00
