candidate,run_dir,base_mse_path,llm_mse_path,path_gain_abs,path_gain_pct,reflect_calls,apply_calls,objective,expectation,gate_selection,base_h1_mse,llm_h1_mse,gain_h1_pct,base_h5_mse,llm_h5_mse,gain_h5_pct,base_h20_mse,llm_h20_mse,gain_h20_pct,base_h30_mse,llm_h30_mse,gain_h30_pct
baseline_regime_specific,/Users/davidwilkinson/Desktop/ETS 2/runs/20260316_022820_d571ed,4.202436447143555,4.174479969823514,0.027956477320040918,0.6652444997483129,36,36,Reproduce the current best live-online TSM policy using regime-specific memory only.,Expected path MSE around 4.16-4.20. This is the live benchmark to beat.,{},0.7825747132301331,0.7825746289477006,1.0769889577663275e-05,2.399439573287964,2.47165195236778,-3.0095518921888473,4.112015247344971,4.02789744995731,2.0456586935560033,9.13173484802246,9.125792632294802,0.06507214485037324
split_horizon_banks_regime,/Users/davidwilkinson/Desktop/ETS 2/runs/20260316_023306_ba514d,4.202436447143555,4.21464403862078,-0.012207591477225499,-0.2904884257208254,26,26,Split positive/negative online memory into separate h20 and h30 banks while keeping regime filtering.,Expected path MSE around 4.13-4.18. Separate horizon banks should reduce contradictory long-horizon memories.,{},0.7825747132301331,0.7825746289477006,1.0769889577663275e-05,2.399439573287964,2.47165631883152,-3.0097338706720302,4.112015247344971,4.1541002456871805,-1.0234640634998393,9.13173484802246,9.051473838285697,0.8789240059258151
