model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,146,17.744678497314453,4.2124433517456055,3.1170341968536377,7.647016644477844
seasonal_naive,full,146,19.64550951874297,4.432325520394793,3.335175798146148,8.16411503416429
linear_ridge,full,146,265.49391895148847,16.29398413376816,14.434243145598668,37.36334720775334
linear_lasso,full,146,337.55652530416376,18.372711430384022,16.826492772037035,43.4528401035073
tsm,full,146,21.68899154663086,4.657144069671631,3.44873309135437,8.542881906032562
naive_persistence_llm_subset,llm_subset,146,17.744678497314453,4.2124433517456055,3.1170341968536377,7.647016644477844
seasonal_naive_llm_subset,llm_subset,146,19.64550951874297,4.432325520394793,3.335175798146148,8.16411503416429
linear_ridge_llm_subset,llm_subset,146,265.49391895148847,16.29398413376816,14.434243145598668,37.36334720775334
linear_lasso_llm_subset,llm_subset,146,337.55652530416376,18.372711430384022,16.826492772037035,43.4528401035073
tsm_llm_subset,llm_subset,146,21.68899154663086,4.657144069671631,3.44873309135437,8.542881906032562
