horizon,mse,rmse,mae,mape,noise_level,model
1,1.2148894262428496,1.1022202258364022,0.820331122965411,1.4458291213482184,0.05,tsm
5,4.5981058480765595,2.1443194370421024,1.5267141592122278,2.62331092846695,0.05,tsm
20,29.85606044933375,5.464069952822141,3.5863470090989864,6.4680059438070385,0.05,tsm
30,59.44966033617139,7.710360584056454,5.391904798563341,10.187864211584559,0.05,tsm
1,1.2067877904912274,1.0985389344448504,0.8175769378558707,1.442078865135522,0.1,tsm
5,4.612018251468463,2.1475610006396706,1.5266479351126823,2.624180930234253,0.1,tsm
20,29.849312569735876,5.46345244051194,3.5891053120754686,6.47247947261952,0.1,tsm
30,59.42055232685339,7.708472762282642,5.386972389120566,10.17891132098321,0.1,tsm
1,1.1964850340048254,1.093839583304986,0.8127030910672014,1.4358964452183036,0.2,tsm
5,4.648398000042034,2.1560143784404673,1.5277300012070574,2.6283549277296645,0.2,tsm
20,29.84260023912727,5.462838112110523,3.5946219180284325,6.481426530244481,0.2,tsm
30,59.36763477271248,7.70503956983431,5.377107570235015,10.161005539780506,0.2,tsm
1,1.1940496330735373,1.0927257812797946,0.8105921262178999,1.4345882848462304,0.3,tsm
5,4.696184342122501,2.167068144319071,1.5320295909451878,2.6380646739747977,0.3,tsm
20,29.844932471222453,5.463051571349336,3.600962332831175,6.4920073705751316,0.3,tsm
30,59.32178182886129,7.702063478630989,5.367677625899703,10.143880222468075,0.3,tsm
1,1.215758207960561,1.1026142607279126,0.8205367252994075,1.4462336988276612,0.05,TSM+LLM-COT-RF-HDELTA
5,4.658617398800461,2.1583830519165175,1.5370324612044401,2.640626204516652,0.05,TSM+LLM-COT-RF-HDELTA
20,28.093599091470544,5.300339526055906,3.4235995785224325,6.18815271924049,0.05,TSM+LLM-COT-RF-HDELTA
30,56.60240549047041,7.52345701725413,5.1565595271990095,9.769961441887114,0.05,TSM+LLM-COT-RF-HDELTA
1,1.2088358493250826,1.0994707132639243,0.8180226445198543,1.4429569276162784,0.1,TSM+LLM-COT-RF-HDELTA
5,4.675056348602307,2.1621878615426335,1.5373070973774152,2.6423202663377126,0.1,TSM+LLM-COT-RF-HDELTA
20,28.084348356618264,5.299466799275024,3.426652185445604,6.193154893411634,0.1,TSM+LLM-COT-RF-HDELTA
30,56.57762305054052,7.521809825470232,5.1503160511325285,9.75867075443578,0.1,TSM+LLM-COT-RF-HDELTA
1,1.201823133266262,1.0962769418656317,0.8137876560590797,1.4380648442134416,0.2,TSM+LLM-COT-RF-HDELTA
5,4.717826936420016,2.1720559238702895,1.537918843344948,2.645806404616674,0.2,TSM+LLM-COT-RF-HDELTA
20,28.07361027823834,5.29845357422695,3.4327573992919462,6.203159241753924,0.2,TSM+LLM-COT-RF-HDELTA
30,56.53412939852701,7.518918100267285,5.141406877438204,9.742249827626246,0.2,TSM+LLM-COT-RF-HDELTA
1,1.2039197521569556,1.0972327702711744,0.8133792736372395,1.4396325712413247,0.3,TSM+LLM-COT-RF-HDELTA
5,4.7737877751897555,2.1848999462652188,1.5427990021221207,2.6560703428400707,0.3,TSM+LLM-COT-RF-HDELTA
20,28.07322338829128,5.298417064396807,3.4388626131382893,6.213163590096214,0.3,TSM+LLM-COT-RF-HDELTA
30,56.49873071697522,7.516563757261373,5.139451018095212,9.739684646144434,0.3,TSM+LLM-COT-RF-HDELTA
