model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,145,25.89731788635254,5.088940620422363,4.003811359405518,5.877075344324112
seasonal_naive,full,145,29.372636324025553,5.419652786297804,4.361153964338632,6.407130814182809
linear_ridge,full,145,29.752042872708838,5.454543323937288,4.412399047325398,6.504546392293342
linear_lasso,full,145,28.92756412802558,5.378435100289449,4.265139669659494,6.216216313313799
tsm,full,145,30.287858963012695,5.503440856933594,4.421881198883057,6.530079245567322
TSM+LLM-COT-RF-HDELTA,llm_subset,145,31.917754647119764,5.649580041659713,4.526219939912394,6.6853416416995675
naive_persistence_llm_subset,llm_subset,145,25.89731788635254,5.088940620422363,4.003811359405518,5.877075344324112
seasonal_naive_llm_subset,llm_subset,145,29.372636324025553,5.419652786297804,4.361153964338632,6.407130814182809
linear_ridge_llm_subset,llm_subset,145,29.752042872708838,5.454543323937288,4.412399047325398,6.504546392293342
linear_lasso_llm_subset,llm_subset,145,28.92756412802558,5.378435100289449,4.265139669659494,6.216216313313799
tsm_llm_subset,llm_subset,145,30.287858963012695,5.503440856933594,4.421881198883057,6.530079245567322
