horizon,mse,rmse,mae,mape,model
1,0.0005755005986429751,0.023989593610167503,0.018403319641947746,99.99979734420776,naive_persistence
5,0.002564320806413889,0.05063912272453308,0.04011225700378418,99.99993443489075,naive_persistence
20,0.007759492378681898,0.08808798342943192,0.07009455561637878,99.99992847442627,naive_persistence
30,0.010939881205558777,0.10459388792514801,0.08771304041147232,99.99997615814209,naive_persistence
1,0.0026088569861197684,0.05107697119171974,0.04052994550183655,967.2392249612143,seasonal_naive
5,0.0025643209396693546,0.05063912459422412,0.04011225929034167,99.99993514625585,seasonal_naive
20,0.007759492447889097,0.08808798129080435,0.07009455403955328,99.9999249040691,seasonal_naive
30,0.01093988142122423,0.10459388806820516,0.0877130347946337,99.99997682656672,seasonal_naive
1,0.0005714356287858267,0.02390471980144981,0.018593486981797858,134.7181744313025,linear_ridge
5,0.002530147198296138,0.05030056856831877,0.04034551798354637,118.85722100148028,linear_ridge
20,0.009024627169113574,0.09499803771191052,0.08159177673654154,321.8889829059982,linear_ridge
30,0.010907150866574514,0.10443730591400045,0.09120713220347695,147.16402931108047,linear_ridge
1,0.0016642411454176683,0.040795111783370176,0.03416691150834719,640.8171329538823,linear_lasso
5,0.0036262600451727797,0.060218436090393276,0.04461554597950863,199.29387680652715,linear_lasso
20,0.008431878670201875,0.09182526161248807,0.07446723398806777,283.69616592085896,linear_lasso
30,0.01085855102046203,0.10420437140764312,0.08706237418349443,119.14336038054275,linear_lasso
1,0.0006185135571286082,0.024869931861758232,0.018724225461483,127.11896896362305,tsm
5,0.002823601709678769,0.05313757434487343,0.04339762032032013,145.74538469314575,tsm
20,0.008993236348032951,0.09483267366886139,0.07917892187833786,258.7606191635132,tsm
30,0.012285688892006874,0.1108408272266388,0.09594307094812393,148.07076454162598,tsm
1,0.0006185133680312387,0.02486992899127858,0.018724220598896654,127.11882348989371,TSM+LLM-COT-RF-HDELTA
5,0.0029393988533504855,0.054216223156454614,0.04403250677257029,144.47710164449973,TSM+LLM-COT-RF-HDELTA
20,0.009651510392630947,0.0982421009172287,0.08182154101528195,276.67702749554275,TSM+LLM-COT-RF-HDELTA
30,0.012861665074926183,0.11340928125566348,0.09800192454014589,153.07615813560568,TSM+LLM-COT-RF-HDELTA
1,0.0005755005986429751,0.023989593610167503,0.018403319641947746,99.99979734420776,naive_persistence_llm_subset
5,0.002564320806413889,0.05063912272453308,0.04011225700378418,99.99993443489075,naive_persistence_llm_subset
20,0.007759492378681898,0.08808798342943192,0.07009455561637878,99.99992847442627,naive_persistence_llm_subset
30,0.010939881205558777,0.10459388792514801,0.08771304041147232,99.99997615814209,naive_persistence_llm_subset
1,0.0026088569861197684,0.05107697119171974,0.04052994550183655,967.2392249612143,seasonal_naive_llm_subset
5,0.0025643209396693546,0.05063912459422412,0.04011225929034167,99.99993514625585,seasonal_naive_llm_subset
20,0.007759492447889097,0.08808798129080435,0.07009455403955328,99.9999249040691,seasonal_naive_llm_subset
30,0.01093988142122423,0.10459388806820516,0.0877130347946337,99.99997682656672,seasonal_naive_llm_subset
1,0.0005714356287858267,0.02390471980144981,0.018593486981797858,134.7181744313025,linear_ridge_llm_subset
5,0.002530147198296138,0.05030056856831877,0.04034551798354637,118.85722100148028,linear_ridge_llm_subset
20,0.009024627169113574,0.09499803771191052,0.08159177673654154,321.8889829059982,linear_ridge_llm_subset
30,0.010907150866574514,0.10443730591400045,0.09120713220347695,147.16402931108047,linear_ridge_llm_subset
1,0.0016642411454176683,0.040795111783370176,0.03416691150834719,640.8171329538823,linear_lasso_llm_subset
5,0.0036262600451727797,0.060218436090393276,0.04461554597950863,199.29387680652715,linear_lasso_llm_subset
20,0.008431878670201875,0.09182526161248807,0.07446723398806777,283.69616592085896,linear_lasso_llm_subset
30,0.01085855102046203,0.10420437140764312,0.08706237418349443,119.14336038054275,linear_lasso_llm_subset
1,0.0006185135571286082,0.024869931861758232,0.018724225461483,127.11896896362305,tsm_llm_subset
5,0.002823601709678769,0.05313757434487343,0.04339762032032013,145.74538469314575,tsm_llm_subset
20,0.008993236348032951,0.09483267366886139,0.07917892187833786,258.7606191635132,tsm_llm_subset
30,0.012285688892006874,0.1108408272266388,0.09594307094812393,148.07076454162598,tsm_llm_subset
