horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,alpha,history_window,model,subset,n_samples
10,0.4896551724137931,0.589041095890411,0.46808510638297873,0.24,73,47,25,0.02,18,naive_persistence,full,145
20,0.4827586206896552,0.5,0.44642857142857145,0.5333333333333333,74,56,15,0.02,18,naive_persistence,full,145
30,0.3724137931034483,0.4696969696969697,0.3125,0.2,66,64,15,0.02,18,naive_persistence,full,145
10,0.4896551724137931,0.589041095890411,0.46808510638297873,0.24,73,47,25,0.02,18,seasonal_naive,full,145
20,0.4827586206896552,0.5,0.44642857142857145,0.5333333333333333,74,56,15,0.02,18,seasonal_naive,full,145
30,0.3724137931034483,0.4696969696969697,0.3125,0.2,66,64,15,0.02,18,seasonal_naive,full,145
10,0.5172413793103449,0.726027397260274,0.2553191489361702,0.4,73,47,25,0.02,18,linear_ridge,full,145
20,0.4,0.7837837837837838,0.0,0.0,74,56,15,0.02,18,linear_ridge,full,145
30,0.38620689655172413,0.8333333333333334,0.0,0.06666666666666667,66,64,15,0.02,18,linear_ridge,full,145
10,0.38620689655172413,0.2054794520547945,0.723404255319149,0.28,73,47,25,0.02,18,linear_lasso,full,145
20,0.3724137931034483,0.20270270270270271,0.48214285714285715,0.8,74,56,15,0.02,18,linear_lasso,full,145
30,0.35172413793103446,0.4090909090909091,0.234375,0.6,66,64,15,0.02,18,linear_lasso,full,145
10,0.5103448275862069,0.6712328767123288,0.2765957446808511,0.48,73,47,25,0.02,18,tsm,full,145
20,0.35172413793103446,0.6756756756756757,0.0,0.06666666666666667,74,56,15,0.02,18,tsm,full,145
30,0.3310344827586207,0.696969696969697,0.0,0.13333333333333333,66,64,15,0.02,18,tsm,full,145
10,0.496551724137931,0.6575342465753424,0.23404255319148937,0.52,73,47,25,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,145
20,0.36551724137931035,0.7027027027027027,0.0,0.06666666666666667,74,56,15,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,145
30,0.31724137931034485,0.6666666666666666,0.0,0.13333333333333333,66,64,15,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,145
10,0.4896551724137931,0.589041095890411,0.46808510638297873,0.24,73,47,25,0.02,18,naive_persistence_llm_subset,llm_subset,145
20,0.4827586206896552,0.5,0.44642857142857145,0.5333333333333333,74,56,15,0.02,18,naive_persistence_llm_subset,llm_subset,145
30,0.3724137931034483,0.4696969696969697,0.3125,0.2,66,64,15,0.02,18,naive_persistence_llm_subset,llm_subset,145
10,0.4896551724137931,0.589041095890411,0.46808510638297873,0.24,73,47,25,0.02,18,seasonal_naive_llm_subset,llm_subset,145
20,0.4827586206896552,0.5,0.44642857142857145,0.5333333333333333,74,56,15,0.02,18,seasonal_naive_llm_subset,llm_subset,145
30,0.3724137931034483,0.4696969696969697,0.3125,0.2,66,64,15,0.02,18,seasonal_naive_llm_subset,llm_subset,145
10,0.5172413793103449,0.726027397260274,0.2553191489361702,0.4,73,47,25,0.02,18,linear_ridge_llm_subset,llm_subset,145
20,0.4,0.7837837837837838,0.0,0.0,74,56,15,0.02,18,linear_ridge_llm_subset,llm_subset,145
30,0.38620689655172413,0.8333333333333334,0.0,0.06666666666666667,66,64,15,0.02,18,linear_ridge_llm_subset,llm_subset,145
10,0.38620689655172413,0.2054794520547945,0.723404255319149,0.28,73,47,25,0.02,18,linear_lasso_llm_subset,llm_subset,145
20,0.3724137931034483,0.20270270270270271,0.48214285714285715,0.8,74,56,15,0.02,18,linear_lasso_llm_subset,llm_subset,145
30,0.35172413793103446,0.4090909090909091,0.234375,0.6,66,64,15,0.02,18,linear_lasso_llm_subset,llm_subset,145
10,0.5103448275862069,0.6712328767123288,0.2765957446808511,0.48,73,47,25,0.02,18,tsm_llm_subset,llm_subset,145
20,0.35172413793103446,0.6756756756756757,0.0,0.06666666666666667,74,56,15,0.02,18,tsm_llm_subset,llm_subset,145
30,0.3310344827586207,0.696969696969697,0.0,0.13333333333333333,66,64,15,0.02,18,tsm_llm_subset,llm_subset,145
