horizon,mse,rmse,mae,mape
1,11.42254403766349,3.3797254382069988,2.6938615470096985,4.010434001822933
5,11.319888007146776,3.3645041250007073,2.6784827659870016,3.9687931896420636
20,34.31011265211243,5.85748347433541,4.696551329514076,6.878033086280638
30,47.557533583025034,6.896197037717602,5.864344866522427,8.567061266297763
