horizon,mse,rmse,mae,mape
1,5.118285936415352,2.262362909971641,1.8695698374325467,2.554352648460549
5,13.417928529181097,3.6630490754535487,3.110949880069064,4.2707506047052926
20,45.286475749508284,6.7295226984912,5.908779930822628,8.187618315219112
30,44.85078000025608,6.697072494773823,6.004626795188668,8.549168085357437
