horizon,mse,rmse,mae,mape,model
1,0.0004137818468734622,0.020341629162430763,0.017131822183728218,99.99987483024597,naive_persistence
5,0.002044600434601307,0.045217256993055344,0.03664150461554527,99.99985694885254,naive_persistence
20,0.008561898954212666,0.09253052622079849,0.07880779355764389,99.99997019767761,naive_persistence
30,0.01014288142323494,0.1007118746638298,0.08699257671833038,99.99995231628418,naive_persistence
1,0.002191723888225988,0.0468158508224083,0.03833633548872193,441.5738579088576,seasonal_naive
5,0.0020446003902071614,0.04521725765907483,0.036641506401380315,99.99985353183047,seasonal_naive
20,0.008561898426340774,0.09253052699699042,0.07880779058605279,99.99996323835813,seasonal_naive
30,0.010142882395297844,0.10071187812417086,0.08699258956962176,99.9999470788574,seasonal_naive
1,0.0004299696116383308,0.020735708611917047,0.01740112760253774,108.6770827955647,linear_ridge
5,0.002212368241906791,0.047035818711985776,0.03864578039815502,257.9504102566717,linear_ridge
20,0.00922548546280808,0.09604939074667825,0.08602137754345203,172.43318564165656,linear_ridge
30,0.010007475035893016,0.10003736819755414,0.08784649763489738,140.54912230521026,linear_ridge
1,0.000991387475361338,0.03148630615619016,0.026021224780407737,338.6824245428841,linear_lasso
5,0.0026129977461764346,0.05111748963101019,0.043410221978378724,487.23362866783145,linear_lasso
20,0.008672109676892923,0.09312416269096288,0.082419289747835,158.74978579546953,linear_lasso
30,0.008958169737510784,0.09464760819751751,0.0847857400864281,211.20794289101323,linear_lasso
1,0.0004212349303998053,0.020524008199572563,0.017262447625398636,110.08234024047852,tsm
5,0.0022552127484232187,0.04748908057808876,0.039475761353969574,210.142183303833,tsm
20,0.009974613785743713,0.09987299144268036,0.08901647478342056,176.80323123931885,tsm
30,0.011298649944365025,0.10629510879516602,0.09254574775695801,123.61371517181396,tsm
1,0.00042123480133273784,0.020524005489492975,0.017262446337526327,110.08233668669199,TSM+LLM-COT-RF-HDELTA
5,0.002260466858542601,0.04754436726408925,0.03957779078690232,219.71514930981618,TSM+LLM-COT-RF-HDELTA
20,0.009824702995977451,0.09911963980956272,0.08854049686851789,179.66073956536312,TSM+LLM-COT-RF-HDELTA
30,0.010807379824434268,0.10395854858757056,0.0906697308170311,124.28191339536487,TSM+LLM-COT-RF-HDELTA
1,0.0004137818468734622,0.020341629162430763,0.017131822183728218,99.99987483024597,naive_persistence_llm_subset
5,0.002044600434601307,0.045217256993055344,0.03664150461554527,99.99985694885254,naive_persistence_llm_subset
20,0.008561898954212666,0.09253052622079849,0.07880779355764389,99.99997019767761,naive_persistence_llm_subset
30,0.01014288142323494,0.1007118746638298,0.08699257671833038,99.99995231628418,naive_persistence_llm_subset
1,0.002191723888225988,0.0468158508224083,0.03833633548872193,441.5738579088576,seasonal_naive_llm_subset
5,0.0020446003902071614,0.04521725765907483,0.036641506401380315,99.99985353183047,seasonal_naive_llm_subset
20,0.008561898426340774,0.09253052699699042,0.07880779058605279,99.99996323835813,seasonal_naive_llm_subset
30,0.010142882395297844,0.10071187812417086,0.08699258956962176,99.9999470788574,seasonal_naive_llm_subset
1,0.0004299696116383308,0.020735708611917047,0.01740112760253774,108.6770827955647,linear_ridge_llm_subset
5,0.002212368241906791,0.047035818711985776,0.03864578039815502,257.9504102566717,linear_ridge_llm_subset
20,0.00922548546280808,0.09604939074667825,0.08602137754345203,172.43318564165656,linear_ridge_llm_subset
30,0.010007475035893016,0.10003736819755414,0.08784649763489738,140.54912230521026,linear_ridge_llm_subset
1,0.000991387475361338,0.03148630615619016,0.026021224780407737,338.6824245428841,linear_lasso_llm_subset
5,0.0026129977461764346,0.05111748963101019,0.043410221978378724,487.23362866783145,linear_lasso_llm_subset
20,0.008672109676892923,0.09312416269096288,0.082419289747835,158.74978579546953,linear_lasso_llm_subset
30,0.008958169737510784,0.09464760819751751,0.0847857400864281,211.20794289101323,linear_lasso_llm_subset
1,0.0004212349303998053,0.020524008199572563,0.017262447625398636,110.08234024047852,tsm_llm_subset
5,0.0022552127484232187,0.04748908057808876,0.039475761353969574,210.142183303833,tsm_llm_subset
20,0.009974613785743713,0.09987299144268036,0.08901647478342056,176.80323123931885,tsm_llm_subset
30,0.011298649944365025,0.10629510879516602,0.09254574775695801,123.61371517181396,tsm_llm_subset
