horizon,mean_return,volatility,sharpe,hit_rate,trade_rate,n_trades,model
1,0.0,0.0,,,0.0,0,naive_persistence
5,0.0,0.0,,,0.0,0,naive_persistence
20,0.0,0.0,,,0.0,0,naive_persistence
30,0.0,0.0,,,0.0,0,naive_persistence
1,0.0016633858400700052,0.011407791080966987,0.1458113869954399,0.6016260162601627,0.9761904761904762,123,seasonal_naive
5,0.0011547277589136408,0.022305305165223097,0.051769197971521734,0.568,0.9920634920634921,125,seasonal_naive
20,-0.003524908103004453,0.04529319261429294,-0.07782423581887482,0.472,0.9920634920634921,125,seasonal_naive
30,-0.0045334437810298465,0.07339147033505253,-0.06177071750073151,0.544,0.9920634920634921,125,seasonal_naive
1,0.0009110173873884219,0.01167094247981614,0.07805859629279689,0.4444444444444444,1.0,126,linear_ridge
5,0.004995484309758814,0.02207273272670208,0.2263192497101013,0.5634920634920635,1.0,126,linear_ridge
20,-0.02613450415129404,0.037332000915477066,-0.700056346041158,0.18253968253968253,1.0,126,linear_ridge
30,-0.005664598074786011,0.0737279382603335,-0.07683109291330383,0.36507936507936506,1.0,126,linear_ridge
1,0.00034032607476951345,0.011701496879037864,0.029083977741273064,0.5079365079365079,1.0,126,linear_lasso
5,-0.00305246810672716,0.022424157330229493,-0.13612409428702132,0.4126984126984127,1.0,126,linear_lasso
20,-0.010467048215177206,0.044352356208530126,-0.2359975683358197,0.373015873015873,1.0,126,linear_lasso
30,-0.0018996411106652683,0.07392082193211254,-0.02569832235374577,0.3888888888888889,1.0,126,linear_lasso
1,-0.0006101180860284893,0.011690534930806282,-0.052189064883655434,0.4365079365079365,1.0,126,tsm
5,-0.007479355849754361,0.021359298433848824,-0.35016861030892127,0.3412698412698413,1.0,126,tsm
20,0.01013248365941561,0.04442998283230437,0.22805508833211688,0.6190476190476191,1.0,126,tsm
30,-0.003292402581474374,0.07387189341495126,-0.04456908343990016,0.46825396825396826,1.0,126,tsm
1,-0.0006101180860284893,0.011690534930806282,-0.052189064883655434,0.4365079365079365,1.0,126,TSM+LLM-COT-SENT-RF-HPRICE
5,-0.007479355849754361,0.021359298433848824,-0.35016861030892127,0.3412698412698413,1.0,126,TSM+LLM-COT-SENT-RF-HPRICE
20,0.010910696536672138,0.044245308233436864,0.24659555944570766,0.6349206349206349,1.0,126,TSM+LLM-COT-SENT-RF-HPRICE
30,-0.003292402581474374,0.07387189341495126,-0.04456908343990016,0.46825396825396826,1.0,126,TSM+LLM-COT-SENT-RF-HPRICE
1,0.0,0.0,,,0.0,0,naive_persistence_llm_subset
5,0.0,0.0,,,0.0,0,naive_persistence_llm_subset
20,0.0,0.0,,,0.0,0,naive_persistence_llm_subset
30,0.0,0.0,,,0.0,0,naive_persistence_llm_subset
1,0.0016633858400700052,0.011407791080966987,0.1458113869954399,0.6016260162601627,0.9761904761904762,123,seasonal_naive_llm_subset
5,0.0011547277589136408,0.022305305165223097,0.051769197971521734,0.568,0.9920634920634921,125,seasonal_naive_llm_subset
20,-0.003524908103004453,0.04529319261429294,-0.07782423581887482,0.472,0.9920634920634921,125,seasonal_naive_llm_subset
30,-0.0045334437810298465,0.07339147033505253,-0.06177071750073151,0.544,0.9920634920634921,125,seasonal_naive_llm_subset
1,0.0009110173873884219,0.01167094247981614,0.07805859629279689,0.4444444444444444,1.0,126,linear_ridge_llm_subset
5,0.004995484309758814,0.02207273272670208,0.2263192497101013,0.5634920634920635,1.0,126,linear_ridge_llm_subset
20,-0.02613450415129404,0.037332000915477066,-0.700056346041158,0.18253968253968253,1.0,126,linear_ridge_llm_subset
30,-0.005664598074786011,0.0737279382603335,-0.07683109291330383,0.36507936507936506,1.0,126,linear_ridge_llm_subset
1,0.00034032607476951345,0.011701496879037864,0.029083977741273064,0.5079365079365079,1.0,126,linear_lasso_llm_subset
5,-0.00305246810672716,0.022424157330229493,-0.13612409428702132,0.4126984126984127,1.0,126,linear_lasso_llm_subset
20,-0.010467048215177206,0.044352356208530126,-0.2359975683358197,0.373015873015873,1.0,126,linear_lasso_llm_subset
30,-0.0018996411106652683,0.07392082193211254,-0.02569832235374577,0.3888888888888889,1.0,126,linear_lasso_llm_subset
1,-0.0006101180860284893,0.011690534930806282,-0.052189064883655434,0.4365079365079365,1.0,126,tsm_llm_subset
5,-0.007479355849754361,0.021359298433848824,-0.35016861030892127,0.3412698412698413,1.0,126,tsm_llm_subset
20,0.01013248365941561,0.04442998283230437,0.22805508833211688,0.6190476190476191,1.0,126,tsm_llm_subset
30,-0.003292402581474374,0.07387189341495126,-0.04456908343990016,0.46825396825396826,1.0,126,tsm_llm_subset
