horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,model,subset,n_samples
1,0.1724137931034483,0.0,0.0,1.0,60,60,25,naive_persistence,full,145
5,0.06896551724137931,0.0,0.0,1.0,72,63,10,naive_persistence,full,145
20,0.020689655172413793,0.0,0.0,1.0,68,74,3,naive_persistence,full,145
30,0.04827586206896552,0.0,0.0,1.0,76,62,7,naive_persistence,full,145
1,0.3931034482758621,0.43333333333333335,0.5,0.04,60,60,25,seasonal_naive,full,145
5,0.06896551724137931,0.0,0.0,1.0,72,63,10,seasonal_naive,full,145
20,0.020689655172413793,0.0,0.0,1.0,68,74,3,seasonal_naive,full,145
30,0.04827586206896552,0.0,0.0,1.0,76,62,7,seasonal_naive,full,145
1,0.20689655172413793,0.13333333333333333,0.0,0.88,60,60,25,linear_ridge,full,145
5,0.4068965517241379,0.75,0.015873015873015872,0.4,72,63,10,linear_ridge,full,145
20,0.4689655172413793,1.0,0.0,0.0,68,74,3,linear_ridge,full,145
30,0.5241379310344828,1.0,0.0,0.0,76,62,7,linear_ridge,full,145
1,0.41379310344827586,0.0,1.0,0.0,60,60,25,linear_lasso,full,145
5,0.43448275862068964,0.0,1.0,0.0,72,63,10,linear_lasso,full,145
20,0.5103448275862069,0.0,1.0,0.0,68,74,3,linear_lasso,full,145
30,0.3793103448275862,0.0,0.8709677419354839,0.14285714285714285,76,62,7,linear_lasso,full,145
1,0.21379310344827587,0.13333333333333333,0.05,0.8,60,60,25,tsm,full,145
5,0.2896551724137931,0.375,0.19047619047619047,0.3,72,63,10,tsm,full,145
20,0.3310344827586207,0.5,0.1891891891891892,0.0,68,74,3,tsm,full,145
30,0.2896551724137931,0.4473684210526316,0.12903225806451613,0.0,76,62,7,tsm,full,145
1,0.21379310344827587,0.13333333333333333,0.05,0.8,60,60,25,TSM+LLM-COT-RF-HDELTA,llm_subset,145
5,0.31724137931034485,0.375,0.25396825396825395,0.3,72,63,10,TSM+LLM-COT-RF-HDELTA,llm_subset,145
20,0.31724137931034485,0.45588235294117646,0.20270270270270271,0.0,68,74,3,TSM+LLM-COT-RF-HDELTA,llm_subset,145
30,0.2896551724137931,0.4342105263157895,0.14516129032258066,0.0,76,62,7,TSM+LLM-COT-RF-HDELTA,llm_subset,145
1,0.1724137931034483,0.0,0.0,1.0,60,60,25,naive_persistence_llm_subset,llm_subset,145
5,0.06896551724137931,0.0,0.0,1.0,72,63,10,naive_persistence_llm_subset,llm_subset,145
20,0.020689655172413793,0.0,0.0,1.0,68,74,3,naive_persistence_llm_subset,llm_subset,145
30,0.04827586206896552,0.0,0.0,1.0,76,62,7,naive_persistence_llm_subset,llm_subset,145
1,0.3931034482758621,0.43333333333333335,0.5,0.04,60,60,25,seasonal_naive_llm_subset,llm_subset,145
5,0.06896551724137931,0.0,0.0,1.0,72,63,10,seasonal_naive_llm_subset,llm_subset,145
20,0.020689655172413793,0.0,0.0,1.0,68,74,3,seasonal_naive_llm_subset,llm_subset,145
30,0.04827586206896552,0.0,0.0,1.0,76,62,7,seasonal_naive_llm_subset,llm_subset,145
1,0.20689655172413793,0.13333333333333333,0.0,0.88,60,60,25,linear_ridge_llm_subset,llm_subset,145
5,0.4068965517241379,0.75,0.015873015873015872,0.4,72,63,10,linear_ridge_llm_subset,llm_subset,145
20,0.4689655172413793,1.0,0.0,0.0,68,74,3,linear_ridge_llm_subset,llm_subset,145
30,0.5241379310344828,1.0,0.0,0.0,76,62,7,linear_ridge_llm_subset,llm_subset,145
1,0.41379310344827586,0.0,1.0,0.0,60,60,25,linear_lasso_llm_subset,llm_subset,145
5,0.43448275862068964,0.0,1.0,0.0,72,63,10,linear_lasso_llm_subset,llm_subset,145
20,0.5103448275862069,0.0,1.0,0.0,68,74,3,linear_lasso_llm_subset,llm_subset,145
30,0.3793103448275862,0.0,0.8709677419354839,0.14285714285714285,76,62,7,linear_lasso_llm_subset,llm_subset,145
1,0.21379310344827587,0.13333333333333333,0.05,0.8,60,60,25,tsm_llm_subset,llm_subset,145
5,0.2896551724137931,0.375,0.19047619047619047,0.3,72,63,10,tsm_llm_subset,llm_subset,145
20,0.3310344827586207,0.5,0.1891891891891892,0.0,68,74,3,tsm_llm_subset,llm_subset,145
30,0.2896551724137931,0.4473684210526316,0.12903225806451613,0.0,76,62,7,tsm_llm_subset,llm_subset,145
