horizon,mse,rmse,mae,mape
1,4.469278,2.1140666,1.6986206,1.972334273159504
5,24.177832,4.9170957,3.9411721,4.551379382610321
20,67.79084,8.23352,6.9719996,7.9313963651657104
30,86.460304,9.298404,7.6718616,8.62852931022644
