horizon,mse,rmse,mae,mape,noise_level,model
1,11.464132521494864,3.385872490436529,2.330517487827062,5.602694069676714,0.05,tsm
5,23.999370925424806,4.898915280490653,4.043757504154166,9.942489343044606,0.05,tsm
20,161.08119438328194,12.691776644082653,10.82623090733372,28.15278542907557,0.05,tsm
30,271.4969401985291,16.47716420378607,14.41541410734403,37.86471725243233,0.05,tsm
1,11.558173012242424,3.3997313147133297,2.3222132316680852,5.582051041711446,0.1,tsm
5,23.74559377370695,4.872945082155857,4.025707415054138,9.896622675397653,0.1,tsm
20,160.91277863014076,12.685140071364634,10.83204971448952,28.164353020965887,0.1,tsm
30,273.1869504748231,16.52836805237659,14.463413008614978,37.98255319754465,0.1,tsm
1,12.027442650197582,3.4680603584997742,2.3860611405092262,5.753518498589187,0.2,tsm
5,23.559551380738302,4.853818226998031,4.000024346815664,9.82948718118197,0.2,tsm
20,160.79166663914424,12.680365398486916,10.847340436270791,28.195409079100642,0.2,tsm
30,276.8404301992513,16.63852247644758,14.559410811156882,38.218225087769284,0.2,tsm
1,12.871630563302663,3.587705473321725,2.5050491502396626,6.0528681103571875,0.3,tsm
5,23.802191628214782,4.878748981882014,4.001150644512571,9.82807826195739,0.3,tsm
20,160.95818053581394,12.686929515679275,10.870269572947862,28.243863266169512,0.3,tsm
30,280.858522599785,16.758834165889493,14.655408625695182,38.45389700798879,0.3,tsm
