horizon,mse,rmse,mae,mape
1,1.4054257403180723,1.185506533224542,0.9538231694885574,1.3368102259532084
5,6.650420473075285,2.578840916589328,2.0476229802476174,2.8830360658014134
20,26.835474095494483,5.180296718866061,3.988288599783213,5.59743394993055
30,39.763346814187884,6.305818488839326,4.961003927660238,6.903186514608498
