horizon,mse,rmse,mae,mape
1,1.3909805,1.1793983,0.9476962,1.3287573121488094
5,6.4396987,2.537656,2.017356,2.8358805924654007
20,26.39356,5.1374664,4.0494766,5.564092472195625
30,41.339493,6.4295797,5.1561522,7.071981579065323
