horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,alpha,history_window,model,subset,n_samples
10,0.6224489795918368,0.5961538461538461,0.7631578947368421,0.125,52,38,8,0.02,18,naive_persistence,full,98
20,0.6530612244897959,0.6,0.75,0.5714285714285714,55,36,7,0.02,18,naive_persistence,full,98
30,0.5510204081632653,0.5490196078431373,0.625,0.14285714285714285,51,40,7,0.02,18,naive_persistence,full,98
10,0.6224489795918368,0.5961538461538461,0.7631578947368421,0.125,52,38,8,0.02,18,seasonal_naive,full,98
20,0.6530612244897959,0.6,0.75,0.5714285714285714,55,36,7,0.02,18,seasonal_naive,full,98
30,0.5510204081632653,0.5490196078431373,0.625,0.14285714285714285,51,40,7,0.02,18,seasonal_naive,full,98
10,0.5714285714285714,0.6346153846153846,0.5789473684210527,0.125,52,38,8,0.02,18,linear_ridge,full,98
20,0.5306122448979592,0.6727272727272727,0.4166666666666667,0.0,55,36,7,0.02,18,linear_ridge,full,98
30,0.5204081632653061,0.7647058823529411,0.25,0.2857142857142857,51,40,7,0.02,18,linear_ridge,full,98
10,0.41836734693877553,0.25,0.7105263157894737,0.125,52,38,8,0.02,18,linear_lasso,full,98
20,0.41836734693877553,0.2545454545454545,0.6388888888888888,0.5714285714285714,55,36,7,0.02,18,linear_lasso,full,98
30,0.3877551020408163,0.35294117647058826,0.425,0.42857142857142855,51,40,7,0.02,18,linear_lasso,full,98
10,0.5612244897959183,0.5961538461538461,0.5789473684210527,0.25,52,38,8,0.02,18,tsm,full,98
20,0.5408163265306123,0.6181818181818182,0.5277777777777778,0.0,55,36,7,0.02,18,tsm,full,98
30,0.47959183673469385,0.6274509803921569,0.375,0.0,51,40,7,0.02,18,tsm,full,98
10,0.5714285714285714,0.5961538461538461,0.6052631578947368,0.25,52,38,8,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,98
20,0.5306122448979592,0.6181818181818182,0.5,0.0,55,36,7,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,98
30,0.4897959183673469,0.6274509803921569,0.4,0.0,51,40,7,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,98
10,0.6224489795918368,0.5961538461538461,0.7631578947368421,0.125,52,38,8,0.02,18,naive_persistence_llm_subset,llm_subset,98
20,0.6530612244897959,0.6,0.75,0.5714285714285714,55,36,7,0.02,18,naive_persistence_llm_subset,llm_subset,98
30,0.5510204081632653,0.5490196078431373,0.625,0.14285714285714285,51,40,7,0.02,18,naive_persistence_llm_subset,llm_subset,98
10,0.6224489795918368,0.5961538461538461,0.7631578947368421,0.125,52,38,8,0.02,18,seasonal_naive_llm_subset,llm_subset,98
20,0.6530612244897959,0.6,0.75,0.5714285714285714,55,36,7,0.02,18,seasonal_naive_llm_subset,llm_subset,98
30,0.5510204081632653,0.5490196078431373,0.625,0.14285714285714285,51,40,7,0.02,18,seasonal_naive_llm_subset,llm_subset,98
10,0.5714285714285714,0.6346153846153846,0.5789473684210527,0.125,52,38,8,0.02,18,linear_ridge_llm_subset,llm_subset,98
20,0.5306122448979592,0.6727272727272727,0.4166666666666667,0.0,55,36,7,0.02,18,linear_ridge_llm_subset,llm_subset,98
30,0.5204081632653061,0.7647058823529411,0.25,0.2857142857142857,51,40,7,0.02,18,linear_ridge_llm_subset,llm_subset,98
10,0.41836734693877553,0.25,0.7105263157894737,0.125,52,38,8,0.02,18,linear_lasso_llm_subset,llm_subset,98
20,0.41836734693877553,0.2545454545454545,0.6388888888888888,0.5714285714285714,55,36,7,0.02,18,linear_lasso_llm_subset,llm_subset,98
30,0.3877551020408163,0.35294117647058826,0.425,0.42857142857142855,51,40,7,0.02,18,linear_lasso_llm_subset,llm_subset,98
10,0.5612244897959183,0.5961538461538461,0.5789473684210527,0.25,52,38,8,0.02,18,tsm_llm_subset,llm_subset,98
20,0.5408163265306123,0.6181818181818182,0.5277777777777778,0.0,55,36,7,0.02,18,tsm_llm_subset,llm_subset,98
30,0.47959183673469385,0.6274509803921569,0.375,0.0,51,40,7,0.02,18,tsm_llm_subset,llm_subset,98
