horizon,mse,rmse,mae,mape
1,4.133378105522739,2.0330711019348877,1.536643772909086,3.869444862590738
5,4.2649973892234625,2.065187010714396,1.5695888310262602,3.940442921240492
20,24.003701889333183,4.899357293496075,3.8521232343699836,9.443003952056445
30,34.716605544210175,5.892079899679754,4.68458909857763,11.297465790846678
