horizon,mse,rmse,mae,mape
1,9.5251321436871,3.0862812807142355,2.094744721504107,5.055852043794266
5,24.37731584898654,4.93733894410608,4.316773845724864,10.670834953643066
20,120.62995399401667,10.983166847226563,9.63134229999699,25.290064315237775
30,250.8646475834045,15.838707257330205,15.215854697031517,40.28409632026164
