horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,model,subset,n_samples
1,0.3776223776223776,0.0,0.0,1.0,44,45,54,naive_persistence,full,143
5,0.16083916083916083,0.0,0.0,1.0,58,62,23,naive_persistence,full,143
20,0.06293706293706294,0.0,0.0,1.0,77,57,9,naive_persistence,full,143
30,0.08391608391608392,0.0,0.0,1.0,88,43,12,naive_persistence,full,143
1,0.38461538461538464,0.5,0.4222222222222222,0.25925925925925924,44,45,54,seasonal_naive,full,143
5,0.16083916083916083,0.0,0.0,1.0,58,62,23,seasonal_naive,full,143
20,0.06293706293706294,0.0,0.0,1.0,77,57,9,seasonal_naive,full,143
30,0.08391608391608392,0.0,0.0,1.0,88,43,12,seasonal_naive,full,143
1,0.3916083916083916,0.3181818181818182,0.08888888888888889,0.7037037037037037,44,45,54,linear_ridge,full,143
5,0.34965034965034963,0.6379310344827587,0.0967741935483871,0.30434782608695654,58,62,23,linear_ridge,full,143
20,0.5454545454545454,0.7922077922077922,0.2631578947368421,0.2222222222222222,77,57,9,linear_ridge,full,143
30,0.44755244755244755,0.6363636363636364,0.18604651162790697,0.0,88,43,12,linear_ridge,full,143
1,0.3076923076923077,1.0,0.0,0.0,44,45,54,linear_lasso,full,143
5,0.40559440559440557,1.0,0.0,0.0,58,62,23,linear_lasso,full,143
20,0.6153846153846154,0.987012987012987,0.17543859649122806,0.2222222222222222,77,57,9,linear_lasso,full,143
30,0.6363636363636364,0.9659090909090909,0.06976744186046512,0.25,88,43,12,linear_lasso,full,143
1,0.4195804195804196,0.25,0.17777777777777778,0.7592592592592593,44,45,54,tsm,full,143
5,0.35664335664335667,0.2413793103448276,0.43548387096774194,0.43478260869565216,58,62,23,tsm,full,143
20,0.35664335664335667,0.2597402597402597,0.5263157894736842,0.1111111111111111,77,57,9,tsm,full,143
30,0.32867132867132864,0.26136363636363635,0.5348837209302325,0.08333333333333333,88,43,12,tsm,full,143
1,0.3776223776223776,0.0,0.0,1.0,44,45,54,naive_persistence_llm_subset,llm_subset,143
5,0.16083916083916083,0.0,0.0,1.0,58,62,23,naive_persistence_llm_subset,llm_subset,143
20,0.06293706293706294,0.0,0.0,1.0,77,57,9,naive_persistence_llm_subset,llm_subset,143
30,0.08391608391608392,0.0,0.0,1.0,88,43,12,naive_persistence_llm_subset,llm_subset,143
1,0.38461538461538464,0.5,0.4222222222222222,0.25925925925925924,44,45,54,seasonal_naive_llm_subset,llm_subset,143
5,0.16083916083916083,0.0,0.0,1.0,58,62,23,seasonal_naive_llm_subset,llm_subset,143
20,0.06293706293706294,0.0,0.0,1.0,77,57,9,seasonal_naive_llm_subset,llm_subset,143
30,0.08391608391608392,0.0,0.0,1.0,88,43,12,seasonal_naive_llm_subset,llm_subset,143
1,0.3916083916083916,0.3181818181818182,0.08888888888888889,0.7037037037037037,44,45,54,linear_ridge_llm_subset,llm_subset,143
5,0.34965034965034963,0.6379310344827587,0.0967741935483871,0.30434782608695654,58,62,23,linear_ridge_llm_subset,llm_subset,143
20,0.5454545454545454,0.7922077922077922,0.2631578947368421,0.2222222222222222,77,57,9,linear_ridge_llm_subset,llm_subset,143
30,0.44755244755244755,0.6363636363636364,0.18604651162790697,0.0,88,43,12,linear_ridge_llm_subset,llm_subset,143
1,0.3076923076923077,1.0,0.0,0.0,44,45,54,linear_lasso_llm_subset,llm_subset,143
5,0.40559440559440557,1.0,0.0,0.0,58,62,23,linear_lasso_llm_subset,llm_subset,143
20,0.6153846153846154,0.987012987012987,0.17543859649122806,0.2222222222222222,77,57,9,linear_lasso_llm_subset,llm_subset,143
30,0.6363636363636364,0.9659090909090909,0.06976744186046512,0.25,88,43,12,linear_lasso_llm_subset,llm_subset,143
1,0.4195804195804196,0.25,0.17777777777777778,0.7592592592592593,44,45,54,tsm_llm_subset,llm_subset,143
5,0.35664335664335667,0.2413793103448276,0.43548387096774194,0.43478260869565216,58,62,23,tsm_llm_subset,llm_subset,143
20,0.35664335664335667,0.2597402597402597,0.5263157894736842,0.1111111111111111,77,57,9,tsm_llm_subset,llm_subset,143
30,0.32867132867132864,0.26136363636363635,0.5348837209302325,0.08333333333333333,88,43,12,tsm_llm_subset,llm_subset,143
