horizon,mse,rmse,mae,mape
1,5.628874790146851,2.3725249819858276,2.08373990483309,2.861376168021589
5,10.657478935342867,3.2645794423390693,2.732647890819929,3.738980438266041
20,28.884867664345386,5.374464407207976,4.507934700132041,6.124185618087016
30,39.99580099066396,6.324223350788929,5.212148995923746,7.115384166557052
