horizon,mse,rmse,mae,mape
1,19.00576764482864,4.359560487575398,3.550342429174136,8.498325853361901
5,19.10657964477765,4.371107370538689,3.583150915903588,8.68757459452136
20,49.84878444236065,7.060367160591626,6.1060275508932875,15.61073472028923
30,31.9334859628155,5.650972125467927,4.4045890390056455,11.529040889004685
