model,display_name,n_origins,n_rows,path_mse,path_rmse,path_mae,horizons
tsm,Base TSM,1,30,158.7455191971098,12.599425351860686,10.154550771077474,"{'h1': {'mse': 0.4960263505283831, 'rmse': 0.7042913818359438, 'mae': 0.7042913818359438, 'mape': 0.7954499455120836}, 'h5': {'mse': 3.9802904524240463, 'rmse': 1.995066528320308, 'mae': 1.995066528320308, 'mape': 2.283468614045967}, 'h20': {'mse': 146.2825213521928, 'rmse': 12.094731140136716, 'mae': 12.094731140136716, 'mape': 15.417120635557685}, 'h30': {'mse': 344.7120756342948, 'rmse': 18.56642333984375, 'mae': 18.56642333984375, 'mape': 25.580632870330245}}"
