origin_date,model,display_name,path_mse
2025-12-22,tsm,Base TSM,158.7455191971098
2025-12-22,TSM+LLM-COT-RF_blend_ramp_bestval_path_h1base,TSM + CoT Ramp Final Blend,82.03567007827458
