model,display_name,n_origins,n_rows,path_mse,path_rmse,path_mae,horizons
tsm,Base TSM,1,30,158.7455191971098,12.599425351860686,10.154550771077474,"{'h1': {'mse': 0.4960263505283831, 'rmse': 0.7042913818359438, 'mae': 0.7042913818359438, 'mape': 0.7954499455120836}, 'h5': {'mse': 3.9802904524240463, 'rmse': 1.995066528320308, 'mae': 1.995066528320308, 'mape': 2.283468614045967}, 'h20': {'mse': 146.2825213521928, 'rmse': 12.094731140136716, 'mae': 12.094731140136716, 'mape': 15.417120635557685}, 'h30': {'mse': 344.7120756342948, 'rmse': 18.56642333984375, 'mae': 18.56642333984375, 'mape': 25.580632870330245}}"
TSM+LLM-COT-RF_blend_ramp_bestval_path_h1base,TSM + CoT Ramp Final Blend,1,30,82.03567007827458,9.057354474584429,7.255066089919516,"{'h1': {'mse': 0.4960263505283831, 'rmse': 0.7042913818359438, 'mae': 0.7042913818359438, 'mape': 0.7954499455120836}, 'h5': {'mse': 2.1336441659711234, 'rmse': 1.4606998890843812, 'mae': 1.4606998890843812, 'mape': 1.6718552007750895}, 'h20': {'mse': 71.94266301313954, 'rmse': 8.481902086981407, 'mae': 8.481902086981407, 'mape': 10.811857343403725}, 'h30': {'mse': 120.08240300281209, 'rmse': 10.95821166992188, 'mae': 10.95821166992188, 'mape': 15.098114726387532}}"
