column,valid_count,missing_count,coverage_pct,first_date,last_date
y,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
eua_high,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
eua_low,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
eua_volume,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
eua_range,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
eua_range_pct,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
target_volume,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
uka_volume,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
target_range,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
uka_range,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
target_range_pct,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
uka_range_pct,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
eurusd,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
brent_price,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
brent_return,887,1,99.88738738738738,2021-05-20 00:00:00,2024-10-25 00:00:00
brent_vol_5d,886,2,99.77477477477478,2021-05-21 00:00:00,2024-10-25 00:00:00
brent_vol_20d,886,2,99.77477477477478,2021-05-21 00:00:00,2024-10-25 00:00:00
coal_price,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
coal_return,887,1,99.88738738738738,2021-05-20 00:00:00,2024-10-25 00:00:00
coal_vol_5d,886,2,99.77477477477478,2021-05-21 00:00:00,2024-10-25 00:00:00
coal_vol_20d,886,2,99.77477477477478,2021-05-21 00:00:00,2024-10-25 00:00:00
uk_gas_price,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
uk_gas_return,887,1,99.88738738738738,2021-05-20 00:00:00,2024-10-25 00:00:00
uk_gas_vol_5d,886,2,99.77477477477478,2021-05-21 00:00:00,2024-10-25 00:00:00
uk_gas_vol_20d,886,2,99.77477477477478,2021-05-21 00:00:00,2024-10-25 00:00:00
uk_power_price,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
uk_power_return,885,3,99.66216216216216,2021-05-20 00:00:00,2024-10-25 00:00:00
uk_power_vol_5d,886,2,99.77477477477478,2021-05-21 00:00:00,2024-10-25 00:00:00
uk_power_vol_20d,886,2,99.77477477477478,2021-05-21 00:00:00,2024-10-25 00:00:00
coal_brent_ratio,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
coal_brent_ratio_z20,884,4,99.54954954954955,2021-05-25 00:00:00,2024-10-25 00:00:00
coal_brent_return_spread,887,1,99.88738738738738,2021-05-20 00:00:00,2024-10-25 00:00:00
coal_brent_vol_ratio_20d,886,2,99.77477477477478,2021-05-21 00:00:00,2024-10-25 00:00:00
uk_power_gas_spread,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
uk_power_gas_ratio,888,0,100.0,2021-05-19 00:00:00,2024-10-25 00:00:00
uk_power_gas_ratio_z20,884,4,99.54954954954955,2021-05-25 00:00:00,2024-10-25 00:00:00
uk_power_gas_spread_z20,884,4,99.54954954954955,2021-05-25 00:00:00,2024-10-25 00:00:00
