horizon,mse,rmse,mae,mape
1,1.0613928,1.0302392,0.784861,1.3954262249171734
5,5.2118974,2.282958,1.6699998,2.9023488983511925
20,44.275852,6.6540103,4.4079857,7.949555665254593
30,79.9881,8.943606,6.379861,12.072685360908508
