stage,base_model,run_dir,path_mse,base_path_mse,delta_vs_base,delta_vs_prior_stage,mse_h5,mse_h20,mse_h30,sharpe_h20,sharpe_h30,mean_h20_adjustment,mean_h30_adjustment,dominant_apply_pattern_share,apply_skip_count,keep,keep_reason
stage2_similarity_retrieval_tsm_transfer,tsm,/Users/davidwilkinson/Desktop/ETS 2/runs/20260325_164849_595329,40.78128930045565,40.85002517700195,-0.06873587654630597,,8.441840161070454,50.6414986070834,102.1835253231837,1.4327774754331073,1.2213948429737795,0.11606378305875094,0.06734950480094085,0.41025641025641024,0,True,beat_base_and_sharpe_ok
stage2b_similarity_error_hybrid,tsm,/Users/davidwilkinson/Desktop/ETS 2/runs/20260326_005900_9b5019,40.73519826593952,40.85002517700195,-0.11482691106242982,-0.04609103451612384,8.441840161070454,50.55750343705503,101.9760118449218,1.4317840170137326,1.2213948429737795,0.06600057303599581,0.07820818025637663,0.2692307692307692,0,True,beat_base_and_sharpe_ok
