horizon,mse,rmse,mae,mape
1,10.57100503778507,3.2513082040595704,2.49754154352852,3.7607765404561366
5,10.254532948403208,3.202269968070026,2.462099581133595,3.710416030487799
20,36.828124164120744,6.068617978100182,4.850884189921848,7.2030655409931255
30,49.54369204749778,7.038728013462218,5.680552730244168,8.323922495972775
