policy,n_test_windows,macro_base_mse,macro_always_accept_mse,macro_selected_mse,improvement_vs_base_pct,improvement_vs_always_accept_pct,mean_keep_share_applied
postcall,2,20.92813184299333,20.90906746161948,20.908214266063574,0.0951713085486183,0.004080505060644797,0.8153846153846154
precall,2,20.92813184299333,20.90906746161948,20.90906746161948,0.09109452060449673,0.0,1.0
