column,valid_count,missing_count,coverage_pct,first_date,last_date
y,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
eua_high,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
eua_low,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
eua_volume,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
eua_range,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
eua_range_pct,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
target_volume,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
uka_volume,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
target_range,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
uka_range,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
target_range_pct,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
uka_range_pct,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
eurusd,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
brent_price,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
brent_return,3659,1,99.97267759562841,2009-04-02 00:00:00,2023-06-20 00:00:00
brent_vol_5d,3658,2,99.94535519125684,2009-04-03 00:00:00,2023-06-20 00:00:00
brent_vol_20d,3658,2,99.94535519125684,2009-04-03 00:00:00,2023-06-20 00:00:00
coal_price,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
coal_return,3659,1,99.97267759562841,2009-04-02 00:00:00,2023-06-20 00:00:00
coal_vol_5d,3658,2,99.94535519125684,2009-04-03 00:00:00,2023-06-20 00:00:00
coal_vol_20d,3658,2,99.94535519125684,2009-04-03 00:00:00,2023-06-20 00:00:00
coal_brent_ratio,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
coal_brent_ratio_z20,3656,4,99.89071038251366,2009-04-07 00:00:00,2023-06-20 00:00:00
coal_brent_return_spread,3659,1,99.97267759562841,2009-04-02 00:00:00,2023-06-20 00:00:00
coal_brent_vol_ratio_20d,3658,2,99.94535519125684,2009-04-03 00:00:00,2023-06-20 00:00:00
auction_price_eur,1366,2294,37.3224043715847,2017-01-09 00:00:00,2023-06-20 00:00:00
is_auction_day,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
auction_price_lag_1,1658,2002,45.30054644808743,2017-01-10 00:00:00,2023-06-20 00:00:00
auction_price_lag_5,1654,2006,45.1912568306011,2017-01-16 00:00:00,2023-06-20 00:00:00
auction_price_lag_20,1639,2021,44.78142076502733,2017-02-06 00:00:00,2023-06-20 00:00:00
auction_price_rolling_mean_20,1659,2001,45.32786885245902,2017-01-09 00:00:00,2023-06-20 00:00:00
y_return,3659,1,99.97267759562841,2009-04-02 00:00:00,2023-06-20 00:00:00
y_ma_5d,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
y_ma_20d,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
y_ma_60d,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
y_vol_20d,3658,2,99.94535519125684,2009-04-03 00:00:00,2023-06-20 00:00:00
y_momentum_5d,3655,5,99.86338797814209,2009-04-08 00:00:00,2023-06-20 00:00:00
y_momentum_20d,3640,20,99.4535519125683,2009-04-30 00:00:00,2023-06-20 00:00:00
uka_brent_ratio,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
uka_brent_ratio_z20,3656,4,99.89071038251366,2009-04-07 00:00:00,2023-06-20 00:00:00
uka_coal_ratio,3660,0,100.0,2009-04-01 00:00:00,2023-06-20 00:00:00
uka_coal_ratio_z20,3656,4,99.89071038251366,2009-04-07 00:00:00,2023-06-20 00:00:00
uka_brent_return_spread,3659,1,99.97267759562841,2009-04-02 00:00:00,2023-06-20 00:00:00
uka_coal_return_spread,3659,1,99.97267759562841,2009-04-02 00:00:00,2023-06-20 00:00:00
