name,tsm_type,target_mode,seq_len,label_len,batch_size,learning_rate,max_epochs,patience,d_model,n_heads,e_layers,d_ff,dropout,weight_decay,grad_clip,dlinear_individual,kernel_size,dlinear_channel_mixer,max_exogenous_features_model,use_residual_wrapper,residual_alpha,n_features,best_val_loss,epochs_ran,val_path_mse,test_path_mse,h1_mse,h5_mse,h20_mse,h30_mse,feature_order_name,feature_order
reslin_lr15e4_k3_fc10,dlinear,returns,20,10,64,0.0015,80,12,32,2,1,64,0.3,0.01,0.5,False,3,residual_linear,10,False,0.1,11,0.5885587930679321,58,16.722366333007812,25.544391632080078,1.229349970817566,4.827439785003662,34.23576736450195,64.55923461914062,no_days_since,target_range_pct|target_volume|is_auction_day|uk_icap_primary_print_day|uk_icap_secondary_print_day|y_vol_20d|y_ma_5d|y_momentum_5d|y_momentum_20d
reslin_lr15e4_k5_fc10,dlinear,returns,20,10,64,0.0015,80,12,32,2,1,64,0.3,0.01,0.5,False,5,residual_linear,10,False,0.1,11,0.5887545868754387,58,16.729530334472656,25.656841278076172,1.2235711812973022,4.87420129776001,34.576942443847656,64.69011688232422,no_days_since,target_range_pct|target_volume|is_auction_day|uk_icap_primary_print_day|uk_icap_secondary_print_day|y_vol_20d|y_ma_5d|y_momentum_5d|y_momentum_20d
reslin_lr2e3_k3_fc9,dlinear,returns,20,10,64,0.002,80,12,32,2,1,64,0.3,0.01,0.5,False,3,residual_linear,9,False,0.1,10,0.5884445682168007,47,16.81583023071289,24.927488327026367,1.2246344089508057,4.790768623352051,33.2095832824707,63.44615936279297,no_days_since,target_range_pct|target_volume|is_auction_day|uk_icap_primary_print_day|uk_icap_secondary_print_day|y_vol_20d|y_ma_5d|y_momentum_5d|y_momentum_20d
reslin_lr2e3_k5_fc9,dlinear,returns,20,10,64,0.002,80,12,32,2,1,64,0.3,0.01,0.5,False,5,residual_linear,9,False,0.1,10,0.5885718539357185,47,16.82870101928711,25.077604293823242,1.2217224836349487,4.839445114135742,33.60883331298828,63.60984420776367,no_days_since,target_range_pct|target_volume|is_auction_day|uk_icap_primary_print_day|uk_icap_secondary_print_day|y_vol_20d|y_ma_5d|y_momentum_5d|y_momentum_20d
reslin_lr2e3_k3_fc8,dlinear,returns,20,10,64,0.002,80,12,32,2,1,64,0.3,0.01,0.5,False,3,residual_linear,8,False,0.1,9,0.5886823385953903,50,16.939350128173828,24.36157989501953,1.2339450120925903,4.7611894607543945,32.34825897216797,62.14232635498047,no_days_since,target_range_pct|target_volume|is_auction_day|uk_icap_primary_print_day|uk_icap_secondary_print_day|y_vol_20d|y_ma_5d|y_momentum_5d|y_momentum_20d
reslin_lr2e3_k3_fc10_wd5e3,dlinear,returns,20,10,64,0.002,80,12,32,2,1,64,0.3,0.005,0.5,False,3,residual_linear,10,False,0.1,11,0.5884609892964363,49,17.038217544555664,24.30010223388672,1.2264764308929443,4.679204940795898,32.37724685668945,62.45100784301758,no_days_since,target_range_pct|target_volume|is_auction_day|uk_icap_primary_print_day|uk_icap_secondary_print_day|y_vol_20d|y_ma_5d|y_momentum_5d|y_momentum_20d
reslin_lr2e3_k3_fc10,dlinear,returns,20,10,64,0.002,80,12,32,2,1,64,0.3,0.01,0.5,False,3,residual_linear,10,False,0.1,11,0.5884459316730499,49,17.04345703125,24.28064727783203,1.2260831594467163,4.676783084869385,32.34852600097656,62.41620635986328,no_days_since,target_range_pct|target_volume|is_auction_day|uk_icap_primary_print_day|uk_icap_secondary_print_day|y_vol_20d|y_ma_5d|y_momentum_5d|y_momentum_20d
reslin_lr25e4_k3_fc10,dlinear,returns,20,10,64,0.0025,80,12,32,2,1,64,0.3,0.01,0.5,False,3,residual_linear,10,False,0.1,11,0.5885190591216087,42,17.335628509521484,23.49949073791504,1.2244744300842285,4.590135097503662,31.190704345703125,60.927001953125,no_days_since,target_range_pct|target_volume|is_auction_day|uk_icap_primary_print_day|uk_icap_secondary_print_day|y_vol_20d|y_ma_5d|y_momentum_5d|y_momentum_20d
