model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,144,32.1099853515625,5.666567325592041,3.585268497467041,6.463611871004105
seasonal_naive,full,144,34.300919876833916,5.856698718291211,3.8103749487135143,6.853350540620365
linear_ridge,full,144,22.41745431384035,4.734707415864295,2.789554254213969,5.047116875464477
linear_lasso,full,144,24.217557957589023,4.9211338081370055,2.9148424157389887,5.217870932877959
tsm,full,144,29.678020477294922,5.44775390625,3.428555965423584,6.183327734470367
TSM+LLM-COT-RF-HDELTA,llm_subset,144,29.475273789069654,5.4291135362110134,3.3987940444389393,6.130104300657561
naive_persistence_llm_subset,llm_subset,144,32.1099853515625,5.666567325592041,3.585268497467041,6.463611871004105
seasonal_naive_llm_subset,llm_subset,144,34.300919876833916,5.856698718291211,3.8103749487135143,6.853350540620365
linear_ridge_llm_subset,llm_subset,144,22.41745431384035,4.734707415864295,2.789554254213969,5.047116875464477
linear_lasso_llm_subset,llm_subset,144,24.217557957589023,4.9211338081370055,2.9148424157389887,5.217870932877959
tsm_llm_subset,llm_subset,144,29.678020477294922,5.44775390625,3.428555965423584,6.183327734470367
