w,mse_path,h1_mse,h5_mse,h10_mse,h20_mse,h30_mse
0.0,10.300371283093089,0.08480400092244963,1.5361556013388327,4.551375307898124,13.819216589550779,30.115734897064105
0.25,9.94228440963754,0.08480400092244963,1.524373554753626,4.487288019904032,13.364184423458093,28.660256453531506
0.5,9.740589425808162,0.08480400092244963,1.5166963037184087,4.449101943400159,13.084476013173191,27.809075957539743
0.75,9.695286331604954,0.08480400092244963,1.5131238482331801,4.4368170783864995,12.9800913586961,27.56219340908883
1.0,9.806375127027925,0.08480400092244963,1.5136561882979405,4.450433424863064,13.051030460026816,27.919608808178737
