horizon,mse,rmse,mae,mape
1,5.338573572498644,2.310535343269746,1.719699935913086,4.881885646878882
5,6.440088200487444,2.537732885960901,1.887599868774414,5.2732804345588935
20,24.53340190019495,4.9531204205222945,3.559999732971191,9.027113589333444
30,36.990582345217696,6.0819883545776126,4.564399948120117,11.118541248410965
