horizon,mse,rmse,mae,mape
1,5.672628547988359,2.381728059201629,2.0934325812374732,2.874726924967925
5,10.702877970965346,3.2715253278807648,2.739266540367566,3.747681470028072
20,28.938069672510462,5.379411647430457,4.513336830738328,6.130801364194763
30,40.03512825754384,6.327331843482199,5.216512560220289,7.120403455848734
