horizon,mse,rmse,mae,mape
1,1.403361491821208,1.184635594527367,0.9533896421262731,1.3363392046902978
5,6.584796865753213,2.5660859038140584,2.0373953774337368,2.8680460853591847
20,26.560510994632022,5.153689066545636,3.9789899556424606,5.579645877696728
30,39.8881484837595,6.315706491261251,4.969787028447496,6.91347255503111
