Price,Close,High,Low,Open,Volume
Ticker,KSET,KSET,KSET,KSET,KSET
Date,,,,,
2022-04-20,24.420915603637695,24.420915603637695,24.420915603637695,24.420915603637695,0
2022-04-21,24.420915603637695,24.420915603637695,24.420915603637695,24.420915603637695,0
2022-04-22,24.420915603637695,24.420915603637695,24.420915603637695,24.420915603637695,0
2022-04-25,24.420915603637695,24.420915603637695,24.420915603637695,24.420915603637695,0
2022-04-26,24.420915603637695,24.420915603637695,24.420915603637695,24.420915603637695,0
2022-04-27,24.362306594848633,24.362306594848633,24.362306594848633,24.362306594848633,0
2022-04-28,24.14739990234375,24.14739990234375,24.14739990234375,24.14739990234375,0
2022-04-29,24.245084762573242,24.245084762573242,24.245084762573242,24.245084762573242,0
2022-05-02,24.381839752197266,24.381839752197266,24.381839752197266,24.381839752197266,0
2022-05-03,24.245084762573242,24.245084762573242,24.245084762573242,24.245084762573242,0
2022-05-04,24.37969207763672,24.547902604527334,24.37969207763672,24.547902604527334,13060
2022-05-05,24.33300018310547,24.39160985892664,24.33300018310547,24.352537362768526,1074
2022-05-06,24.293928146362305,24.323232053243046,24.07902289234067,24.07902289234067,1141
2022-05-09,23.893423080444336,24.30369453965631,23.86636615458716,24.30369453965631,4013
2022-05-10,23.937379837036133,23.937379837036133,23.766434178918477,23.766434178918477,10265
2022-05-11,23.502687454223633,23.80550813371501,23.502687454223633,23.80550813371501,401
2022-05-12,23.522226333618164,23.522226333618164,22.67237763279906,22.7505263530289,376
2022-05-13,23.624792098999023,23.649212640796584,23.27791867650579,23.649212640796584,9359
2022-05-16,23.253597259521484,23.717595051044913,23.253597259521484,23.70782646075127,8637
2022-05-17,23.43919563293457,23.492920082239888,23.248710926028796,23.492920082239888,2075
2022-05-18,23.297555923461914,23.297555923461914,23.297555923461914,23.297555923461914,95
2022-05-19,23.151613235473633,23.40490719280291,23.151613235473633,23.40490719280291,2009
2022-05-20,23.556415557861328,23.678520138938673,23.556415557861328,23.678520138938673,1158
2022-05-23,23.502687454223633,23.61795419979315,23.502687454223633,23.610140073602373,248
2022-05-24,23.434310913085938,23.434310913085938,23.434310913085938,23.434310913085938,1
2022-05-25,23.5075740814209,23.56130039431213,23.5075740814209,23.50864726619775,660
2022-05-26,23.571067810058594,23.571067810058594,23.571067810058594,23.571067810058594,7
2022-05-27,23.820161819458008,23.864119543023666,23.5613007046647,23.5613007046647,741
2022-05-31,23.70587158203125,23.785972903134645,23.70587158203125,23.785972903134645,1356
2022-06-01,23.649215698242188,23.649215698242188,23.649215698242188,23.649215698242188,56
2022-06-02,23.893423080444336,23.893423080444336,23.873887763847964,23.873887763847964,351
2022-06-03,23.785972595214844,23.913059286732626,23.785972595214844,23.913059286732626,1560
2022-06-06,23.78108787536621,23.84946800679533,23.67852047297464,23.678619220882485,4639
2022-06-07,23.71798324584961,23.971571588940762,23.68828807434955,23.971571588940762,3741
