Price,Close,High,Low,Open,Volume
Ticker,KEUA,KEUA,KEUA,KEUA,KEUA
Date,,,,,
2021-10-05,22.091297149658203,22.401403344814366,22.091297149658203,22.19696974990008,3900
2021-10-06,20.524063110351562,21.598062366466834,20.138229111548764,21.59518404107928,31800
2021-10-07,20.619083404541016,20.725619343207367,20.15550494228168,20.581651992110825,9300
2021-10-08,19.765352249145508,20.334026653036876,19.694807737658223,20.331146679986926,6000
2021-10-11,20.067684173583984,20.155503576292567,20.067684173583984,20.155503576292567,3600
2021-10-12,20.05904769897461,20.158385354629765,20.01902463939597,20.01902463939597,8400
2021-10-13,20.072006225585938,20.072006225585938,19.84165614881273,20.017296620123343,15900
2021-10-14,20.98044204711914,21.027950069011,20.811998224190145,20.840793011726262,5400
2021-10-15,19.891468048095703,20.878224580857104,19.809406939573506,20.878224580857104,21300
2021-10-18,19.48259925842285,20.008658959771704,19.48259925842285,20.008658959771704,7500
2021-10-19,18.866992950439453,18.957692328251284,18.715827320753068,18.94617408392281,7800
2021-10-20,19.720722198486328,19.792706695206874,19.291696838743146,19.291696838743146,11400
2021-10-21,19.729360580444336,19.925157555878737,19.729360580444336,19.889452810343695,3600
2021-10-22,20.285076141357422,20.293714412561204,20.285076141357422,20.293714412561204,3300
2021-10-25,20.201576232910156,20.24188597077949,19.96834783949453,19.96834783949453,8700
2021-10-26,20.338056564331055,20.414647700879552,20.231808954835863,20.407449415862658,8700
2021-10-27,20.35533332824707,20.44344271032763,20.155504716200568,20.316750256524816,8700
2021-10-28,20.08352279663086,20.18430044021619,19.72360193486243,19.971228555392194,9600
2021-10-29,19.817180633544922,20.126710166113313,19.817180633544922,20.126710166113313,6300
2021-11-01,19.25714683532715,20.01154000164137,19.25714683532715,20.01154000164137,9000
2021-11-02,20.20445442199707,20.359940016557587,20.141109842523623,20.359940016557587,5700
2021-11-03,20.27039337158203,20.41176908266636,20.27039337158203,20.41176908266636,20400
2021-11-04,20.14859390258789,20.609004040207985,20.04896792761737,20.45207846615159,9000
2021-11-05,20.12527084350586,20.12527084350586,19.86756928100744,20.112314260331374,2700
2021-11-08,20.64211654663086,20.64499487191499,20.282195727158115,20.447759567728653,7200
2021-11-09,20.529823303222656,20.740016864673436,20.529823303222656,20.740016864673436,1800
2021-11-10,21.117212295532227,21.215109965424343,20.922855294761032,21.111453996734316,6000
2021-11-11,21.333738327026367,21.439699258687337,21.14888458595433,21.14888458595433,4500
2021-11-12,21.19610595703125,21.336043321830715,21.122969798516525,21.336043321830715,6000
2021-11-15,22.25311851501465,22.34093792234052,21.623977855691642,21.623977855691642,6300
2021-11-16,22.386144638061523,22.487785611115253,22.17105776786579,22.17105776786579,10200
2021-11-17,22.129018783569336,22.551132567092044,21.955106626234407,22.551132567092044,6000
2021-11-18,22.90961265563965,23.00607033594068,22.42156101276984,22.42156101276984,9600
2021-11-19,23.1298828125,23.20762561037534,23.082373141844858,23.098209698729907,5700
2021-11-22,22.924007415771484,23.29400484603352,22.924007415771484,23.29400484603352,5400
2021-11-23,22.863542556762695,23.034866366258587,22.863542556762695,23.034866366258587,2100
2021-11-24,23.911340713500977,23.985051878358814,23.789256545218247,23.91594735238299,12600
2021-11-26,24.182289123535156,24.379524445488485,23.924585899023946,24.20676230477258,43800
2021-11-29,24.308691024780273,24.66458023531629,24.308691024780273,24.66458023531629,14400
2021-11-30,25.03169822692871,25.09936441448281,24.76248005359744,25.079207897839595,5400
2021-12-01,25.007511138916016,25.59173377215697,25.007511138916016,25.59173377215697,23400
