candidate,window,train_end,val_end,test_end,run_dir,tsm_path_mse,tsm_h20,tsm_h30
base_energy16,W0,2024-06-30,2025-06-30,2026-03-04,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_220705_493878,29.075462341308594,39.58527374267578,72.09320831298828
base_energy16,W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_220711_a26bac,23.25793838500977,28.18958282470703,36.62714385986328
base_energy16,W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_220715_0c3ddc,18.59832763671875,25.401012420654297,35.6187744140625
base_energy16,W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_220719_270473,68.51536560058594,89.81409454345703,109.4663314819336
base_energy16,W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_220722_c0f8c6,101.73527526855467,124.65435028076172,216.0431365966797
