horizon,mse,rmse,mae,mape
1,1.4032849330124484,1.1846032808550078,0.9533759811161701,1.3363317249370592
5,6.584460298042811,2.5660203229987895,2.037177430397553,2.867795783782129
20,26.563349516880713,5.153964446606196,3.9790486141025085,5.57982013340663
30,39.88651614617536,6.315577261515796,4.969189259394301,6.912866558919363
