30.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,70.79,68.04,120.00,71.35,70.71,"3,035,500","4,620,500",88,38,4.00,"52,506","210,023","211,581","168,639","205,162",1.52,22,18,"214,883,045",EU,"3,150,155","5,415,435","7,893,085","778,690","6,017,150",,"2,973,180","2,442,255","10,052,180","24,634,920","4,141,215","14,795,110","1,097,245","3,114,760","1,238,825",0,0,"25,342,820","20,812,260",0,"778,690",0,"601,715","34,970,260","283,160","17,626,710","9,061,120","1,805,145",,"5,061,485","4,565,955","2,194,490","1,309,615","2,725,415",
28.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,71.71,69.68,120.00,72.30,71.63,"3,035,500","4,379,500",92,39,3.83,"47,603","182,479","251,237","144,548","252,582",1.44,24,21,"217,675,705",EU,"3,191,095","5,485,815","7,995,665","788,810","6,095,350",,"3,011,820","2,473,995","10,182,820","24,955,080","4,195,035","14,987,390","1,111,505","3,155,240","1,254,925",0,0,"25,672,180","21,082,740",0,"788,810",0,"609,535","35,424,740","286,840","17,855,790","9,178,880","1,828,605",,"5,127,265","4,625,295","2,223,010","1,326,635","2,760,835",
27.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,74.57,73.09,120.00,75.13,74.45,"3,035,500","4,899,000",84,35,4.20,"58,321","244,950","244,971","168,639","182,782",1.61,20,18,"226,357,235",EU,"3,318,365","5,704,605","8,314,555","820,270","6,338,450",,"3,131,940","2,572,665","10,588,940","25,950,360","4,362,345","15,585,130","1,155,835","3,281,080","1,304,975",0,0,"26,696,060","21,923,580",0,"820,270",0,"633,845","36,837,580","298,280","18,567,930","9,544,960","1,901,535",,"5,331,755","4,809,765","2,311,670","1,379,545","2,870,945",
24.11.2023,11:00,Auction 4. Period DE,T3PA,successful,75.90,74.01,120.00,76.35,75.66,"2,147,000","3,611,000",80,24,3.64,"45,138","164,136","202,197","134,188","212,540",1.68,22,16,"162,957,300",DE,,,,,,"162,957,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,74.50,73.12,120.00,75.27,74.43,"3,035,500","4,962,000",85,40,3.86,"58,376","225,545","244,088","178,559","241,784",1.63,22,17,"226,144,750",EU,"3,315,250","5,699,250","8,306,750","819,500","6,332,500",,"3,129,000","2,570,250","10,579,000","25,926,000","4,358,250","15,570,500","1,154,750","3,278,000","1,303,750",0,0,"26,671,000","21,903,000",0,"819,500",0,"633,250","36,803,000","298,000","18,550,500","9,536,000","1,899,750",,"5,326,750","4,805,250","2,309,500","1,378,250","2,868,250",
22.11.2023,11:00,Auction 4. Period CAP3 PL,T3PA,successful,74.84,73.34,120.00,75.36,74.65,"3,347,500","5,845,000",92,30,4.18,"63,533","265,682","298,203","209,219","311,573",1.75,22,16,"250,526,900",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,526,900",,,,,,
21.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,75.69,73.34,120.00,76.15,75.54,"3,035,500","4,399,500",101,38,4.21,"43,559","183,313","209,294","144,548","188,344",1.45,24,21,"229,756,995",EU,"3,368,205","5,790,285","8,439,435","832,590","6,433,650",,"3,178,980","2,611,305","10,747,980","26,340,120","4,427,865","15,819,210","1,173,195","3,330,360","1,324,575",0,0,"27,097,020","22,252,860",0,"832,590",0,"643,365","37,390,860","302,760","18,846,810","9,688,320","1,930,095",,"5,411,835","4,882,005","2,346,390","1,400,265","2,914,065",
20.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,76.35,74.75,84.00,76.44,76.29,"3,035,500","4,490,500",91,39,4.14,"49,346","204,114","232,452","137,977","209,104",1.48,22,22,"231,760,425",EU,"3,397,575","5,840,775","8,513,025","839,850","6,489,750",,"3,206,700","2,634,075","10,841,700","26,569,800","4,466,475","15,957,150","1,183,425","3,359,400","1,336,125",0,0,"27,333,300","22,446,900",0,"839,850",0,"648,975","37,716,900","305,400","19,011,150","9,772,800","1,946,925",,"5,459,025","4,924,575","2,366,850","1,412,475","2,939,475",
17.11.2023,11:00,Auction 4. Period DE,T3PA,successful,76.55,74.23,120.00,77.01,76.30,"2,147,000","3,502,500",74,24,3.52,"47,331","166,786","144,737","143,133","125,160",1.63,21,15,"164,352,850",DE,,,,,,"164,352,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,79.00,76.60,120.00,79.26,78.57,"3,035,500","4,779,000",84,20,4.20,"56,893","238,950","288,725","202,367","255,413",1.57,20,15,"239,804,500",EU,"3,515,500","6,043,500","8,808,500","869,000","6,715,000",,"3,318,000","2,725,500","11,218,000","27,492,000","4,621,500","16,511,000","1,224,500","3,476,000","1,382,500",0,0,"28,282,000","23,226,000",0,"869,000",0,"671,500","39,026,000","316,000","19,671,000","10,112,000","2,014,500",,"5,648,500","5,095,500","2,449,000","1,461,500","3,041,500",
15.11.2023,11:00,EUAA Auction CAP3 EU,EAA3,successful,79.45,77.24,81.70,79.00,79.00,"766,500","1,973,000",60,10,6.00,"32,883","197,300","208,808","95,813","125,641",2.57,10,8,"60,898,425",EU,"1,509,550","2,184,875","794,500","595,875","675,325",,"2,025,975","238,350","3,893,050","11,321,625","1,589,000","8,580,600","516,425","635,600","1,390,375",,"754,775","9,216,200",,0,"397,250","238,350","476,700",,"357,525",,"3,217,725","3,098,550",,"2,939,650","1,310,925","2,820,475",0,"119,175",
14.11.2023,11:01,Auction 4. Period CAP3 EU,T3PA,successful,76.62,74.49,120.00,77.76,76.69,"3,035,500","4,029,000",80,44,4.44,"50,363","223,833","286,421","189,719","289,884",1.33,18,16,"232,580,010",EU,"3,409,590","5,861,430","8,543,130","842,820","6,512,700",,"3,218,040","2,643,390","10,880,040","26,663,760","4,482,270","16,013,580","1,187,610","3,371,280","1,340,850",0,0,"27,429,960","22,526,280",0,"842,820",0,"651,270","37,850,280","306,480","19,078,380","9,807,360","1,953,810",,"5,478,330","4,941,990","2,375,220","1,417,470","2,949,870",
13.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,77.01,74.62,120.00,77.29,76.66,"3,035,500","4,521,500",83,26,4.37,"54,476","237,974","290,273","202,367","265,079",1.49,19,15,"233,763,855",EU,"3,426,945","5,891,265","8,586,615","847,110","6,545,850",,"3,234,420","2,656,845","10,935,420","26,799,480","4,505,085","16,095,090","1,193,655","3,388,440","1,347,675",0,0,"27,569,580","22,640,940",0,"847,110",0,"654,585","38,042,940","308,040","19,175,490","9,857,280","1,963,755",,"5,506,215","4,967,145","2,387,310","1,424,685","2,964,885",
10.11.2023,11:00,Auction 4. Period DE,T3PA,successful,76.46,73.68,120.00,76.60,75.80,"2,147,000","3,955,500",85,22,3.54,"46,535","164,813","162,114","126,294","128,724",1.84,24,17,"164,159,620",DE,,,,,,"164,159,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,75.75,73.24,120.00,76.41,75.32,"3,035,500","4,567,000",79,23,3.95,"57,810","228,350","221,998","202,367","201,597",1.50,20,15,"229,939,125",EU,"3,370,875","5,794,875","8,446,125","833,250","6,438,750",,"3,181,500","2,613,375","10,756,500","26,361,000","4,431,375","15,831,750","1,174,125","3,333,000","1,325,625",0,0,"27,118,500","22,270,500",0,"833,250",0,"643,875","37,420,500","303,000","18,861,750","9,696,000","1,931,625",,"5,416,125","4,885,875","2,348,250","1,401,375","2,916,375",
08.11.2023,11:00,Auction 4. Period CAP3 PL,T3PA,successful,74.56,72.28,120.00,75.31,74.50,"3,347,500","4,979,000",83,39,3.61,"59,988","216,478","246,380","176,184","237,937",1.49,23,19,"249,589,600",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"249,589,600",,,,,,
07.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,75.58,73.49,120.00,76.54,75.59,"3,035,500","4,095,500",73,38,3.84,"56,103","215,553","202,240","178,559","196,905",1.35,19,17,"229,423,090",EU,"3,363,310","5,781,870","8,427,170","831,380","6,424,300",,"3,174,360","2,607,510","10,732,360","26,301,840","4,421,430","15,796,220","1,171,490","3,325,520","1,322,650",0,0,"27,057,640","22,220,520",0,"831,380",0,"642,430","37,336,520","302,320","18,819,420","9,674,240","1,927,290",,"5,403,970","4,874,910","2,342,980","1,398,230","2,909,830",
06.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,76.02,74.04,120.00,76.93,76.12,"3,035,500","3,916,000",73,50,3.84,"53,644","206,105","193,313","168,639","170,039",1.29,19,18,"230,758,710",EU,"3,382,890","5,815,530","8,476,230","836,220","6,461,700",,"3,192,840","2,622,690","10,794,840","26,454,960","4,447,170","15,888,180","1,178,310","3,344,880","1,330,350",0,0,"27,215,160","22,349,880",0,"836,220",0,"646,170","37,553,880","304,080","18,928,980","9,730,560","1,938,510",,"5,435,430","4,903,290","2,356,620","1,406,370","2,926,770",
03.11.2023,11:00,Auction 4. Period DE,T3PA,successful,78.35,76.24,120.00,79.09,78.30,"2,147,000","3,398,500",75,33,3.75,"45,313","169,925","146,818","113,000","130,150",1.58,20,19,"168,217,450",DE,,,,,,"168,217,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.11.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,77.88,74.98,120.00,78.00,77.08,"3,035,500","5,149,000",94,19,3.92,"54,777","214,542","223,892","216,821","186,243",1.70,24,14,"236,404,740",EU,"3,465,660","5,957,820","8,683,620","856,680","6,619,800",,"3,270,960","2,686,860","11,058,960","27,102,240","4,555,980","16,276,920","1,207,140","3,426,720","1,362,900",0,0,"27,881,040","22,896,720",0,"856,680",0,"661,980","38,472,720","311,520","19,392,120","9,968,640","1,985,940",,"5,568,420","5,023,260","2,414,280","1,440,780","2,998,380",
31.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,77.65,75.54,120.00,78.56,77.70,"3,035,500","3,949,000",69,38,4.06,"57,232","232,294","196,815","202,367","195,026",1.30,17,15,"235,706,575",EU,"3,455,425","5,940,225","8,657,975","854,150","6,600,250",,"3,261,300","2,678,925","11,026,300","27,022,200","4,542,525","16,228,850","1,203,575","3,416,600","1,358,875",0,0,"27,798,700","22,829,100",0,"854,150",0,"660,025","38,359,100","310,600","19,334,850","9,939,200","1,980,075",,"5,551,975","5,008,425","2,407,150","1,436,525","2,989,525",
30.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,79.78,77.63,120.00,80.17,79.67,"3,035,500","4,622,500",84,29,4.67,"55,030","256,806","285,439","216,821","297,081",1.52,18,14,"242,172,190",EU,"3,550,210","6,103,170","8,895,470","877,580","6,781,300",,"3,350,760","2,752,410","11,328,760","27,763,440","4,667,130","16,674,020","1,236,590","3,510,320","1,396,150",0,0,"28,561,240","23,455,320",0,"877,580",0,"678,130","39,411,320","319,120","19,865,220","10,211,840","2,034,390",,"5,704,270","5,145,810","2,473,180","1,475,930","3,071,530",
27.10.2023,11:00,Auction 4. Period DE,T3PA,successful,79.41,76.99,120.00,79.99,79.16,"2,147,000","3,819,500",74,21,3.89,"51,615","201,026","224,401","165,154","232,003",1.78,19,13,"170,493,270",DE,,,,,,"170,493,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,79.48,76.71,120.00,79.45,78.83,"3,035,500","5,037,500",87,19,4.35,"57,902","251,875","235,171","233,500","208,839",1.66,20,13,"241,261,540",EU,"3,536,860","6,080,220","8,862,020","874,280","6,755,800",,"3,338,160","2,742,060","11,286,160","27,659,040","4,649,580","16,611,320","1,231,940","3,497,120","1,390,900",0,0,"28,453,840","23,367,120",0,"874,280",0,"675,580","39,263,120","317,920","19,790,520","10,173,440","2,026,740",,"5,682,820","5,126,460","2,463,880","1,470,380","3,059,980",
25.10.2023,11:00,Auction 4. Period CAP3 PL,T3PA,successful,79.85,77.19,120.00,80.10,79.41,"3,347,500","5,425,500",94,26,3.92,"57,718","226,063","250,550","176,184","224,698",1.62,24,19,"267,297,875",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"267,297,875",,,,,,
24.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,80.40,77.63,120.00,80.37,79.90,"3,035,500","5,059,000",109,26,4.54,"46,413","210,792","339,112","178,559","328,479",1.67,24,17,"244,054,200",EU,"3,577,800","6,150,600","8,964,600","884,400","6,834,000",,"3,376,800","2,773,800","11,416,800","27,979,200","4,703,400","16,803,600","1,246,200","3,537,600","1,407,000",0,0,"28,783,200","23,637,600",0,"884,400",0,"683,400","39,717,600","321,600","20,019,600","10,291,200","2,050,200",,"5,748,600","5,185,800","2,492,400","1,487,400","3,095,400",
23.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,79.92,77.42,120.00,80.02,79.55,"3,035,500","5,110,500",102,29,4.08,"50,103","204,420","240,262","151,775","184,483",1.68,25,20,"242,597,160",EU,"3,556,440","6,113,880","8,911,080","879,120","6,793,200",,"3,356,640","2,757,240","11,348,640","27,812,160","4,675,320","16,703,280","1,238,760","3,516,480","1,398,600",0,0,"28,611,360","23,496,480",0,"879,120",0,"679,320","39,480,480","319,680","19,900,080","10,229,760","2,037,960",,"5,714,280","5,154,840","2,477,520","1,478,520","3,076,920",
20.10.2023,11:00,Auction 4. Period DE,T3PA,successful,81.19,78.50,120.00,81.11,80.60,"2,147,000","3,899,500",89,22,4.05,"43,815","177,250","167,727","134,188","164,052",1.82,22,16,"174,314,930",DE,,,,,,"174,314,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,79.99,70.11,120.00,81.18,80.55,"3,035,500","4,627,000",85,74,4.05,"54,435","220,333","327,122","144,548","140,803",1.52,21,21,"242,809,645",EU,"3,559,555","6,119,235","8,918,885","879,890","6,799,150",,"3,359,580","2,759,655","11,358,580","27,836,520","4,679,415","16,717,910","1,239,845","3,519,560","1,399,825",0,0,"28,636,420","23,517,060",0,"879,890",0,"679,915","39,515,060","319,960","19,917,510","10,238,720","2,039,745",,"5,719,285","5,159,355","2,479,690","1,479,815","3,079,615",
18.10.2023,11:00,EUAA Auction DE,EAA3,successful,81.72,79.11,84.71,81.61,81.52,"907,000","1,950,500",63,24,4.85,"30,960","150,038","145,839","75,583","68,502",2.15,13,12,"74,120,040",DE,,,,,,"74,120,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,81.69,73.73,120.00,82.12,81.68,"3,035,500","5,370,000",102,49,4.43,"52,647","233,478","302,489","144,548","151,682",1.77,23,21,"247,969,995",EU,"3,635,205","6,249,285","9,108,435","898,590","6,943,650",,"3,430,980","2,818,305","11,599,980","28,428,120","4,778,865","17,073,210","1,266,195","3,594,360","1,429,575",0,0,"29,245,020","24,016,860",0,"898,590",0,"694,365","40,354,860","326,760","20,340,810","10,456,320","2,083,095",,"5,840,835","5,269,005","2,532,390","1,511,265","3,145,065",
16.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,83.40,75.01,120.00,83.43,83.08,"3,035,500","5,700,500",98,26,4.67,"58,168","271,452","361,723","178,559","212,480",1.88,21,17,"253,160,700",EU,"3,711,300","6,380,100","9,299,100","917,400","7,089,000",,"3,502,800","2,877,300","11,842,800","29,023,200","4,878,900","17,430,600","1,292,700","3,669,600","1,459,500",0,0,"29,857,200","24,519,600",0,"917,400",0,"708,900","41,199,600","333,600","20,766,600","10,675,200","2,126,700",,"5,963,100","5,379,300","2,585,400","1,542,900","3,210,900",
13.10.2023,11:00,Auction 4. Period DE,T3PA,successful,84.61,76.18,120.00,85.18,84.37,"2,147,000","4,581,000",91,32,3.79,"50,341","190,875","288,565","113,000","118,264",2.13,24,19,"181,657,670",DE,,,,,,"181,657,670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,83.35,75.12,120.00,84.18,83.06,"3,035,500","5,352,000",94,35,4.09,"56,936","232,696","324,959","168,639","190,053",1.76,23,18,"253,008,925",EU,"3,709,075","6,376,275","9,293,525","916,850","7,084,750",,"3,500,700","2,875,575","11,835,700","29,005,800","4,875,975","17,420,150","1,291,925","3,667,400","1,458,625",0,0,"29,839,300","24,504,900",0,"916,850",0,"708,475","41,174,900","333,400","20,754,150","10,668,800","2,125,425",,"5,959,525","5,376,075","2,583,850","1,541,975","3,208,975",
11.10.2023,11:00,Auction 4. Period CAP3 PL,T3PA,successful,82.68,70.00,120.00,83.33,83.23,"3,347,500","5,002,500",97,76,4.41,"51,572","227,386","312,192","167,375","169,989",1.49,22,20,"276,771,300",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"276,771,300",,,,,,
10.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,81.82,60.00,120.00,81.74,81.54,"3,035,500","4,163,000",81,29,3.68,"51,395","189,227","272,302","168,639","280,154",1.37,22,18,"248,364,610",EU,"3,640,990","6,259,230","9,122,930","900,020","6,954,700",,"3,436,440","2,822,790","11,618,440","28,473,360","4,786,470","17,100,380","1,268,210","3,600,080","1,431,850",0,0,"29,291,560","24,055,080",0,"900,020",0,"695,470","40,419,080","327,280","20,373,180","10,472,960","2,086,410",,"5,850,130","5,277,390","2,536,420","1,513,670","3,150,070",
09.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,80.43,60.00,120.00,80.01,80.02,"3,035,500","5,468,500",87,28,4.58,"62,856","287,816","356,922","189,719","209,549",1.80,19,16,"244,145,265",EU,"3,579,135","6,152,895","8,967,945","884,730","6,836,550",,"3,378,060","2,774,835","11,421,060","27,989,640","4,705,155","16,809,870","1,246,665","3,538,920","1,407,525",0,0,"28,793,940","23,646,420",0,"884,730",0,"683,655","39,732,420","321,720","20,027,070","10,295,040","2,050,965",,"5,750,745","5,187,735","2,493,330","1,487,955","3,096,555",
06.10.2023,11:00,Auction 4. Period DE,T3PA,successful,79.95,50.00,120.00,79.89,79.84,"2,147,000","4,423,000",84,36,4.20,"52,655","221,150","317,710","134,188","143,696",2.06,20,16,"171,652,650",DE,,,,,,"171,652,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,80.50,70.00,120.00,80.38,80.11,"3,035,500","5,776,000",92,24,4.18,"62,783","262,545","418,288","189,719","336,507",1.90,22,16,"244,357,750",EU,"3,582,250","6,158,250","8,975,750","885,500","6,842,500",,"3,381,000","2,777,250","11,431,000","28,014,000","4,709,250","16,824,500","1,247,750","3,542,000","1,408,750",0,0,"28,819,000","23,667,000",0,"885,500",0,"684,250","39,767,000","322,000","20,044,500","10,304,000","2,052,750",,"5,755,750","5,192,250","2,495,500","1,489,250","3,099,250",
04.10.2023,11:00,Auction 4. Period CAP3 NIR,T3PA,successful,78.78,58.00,81.41,78.18,78.52,"1,000,000","2,208,500",75,26,5.00,"29,447","147,233","134,370","76,923","85,367",2.21,15,13,"78,780,000",XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,780,000"
03.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,79.17,65.00,120.00,80.12,79.70,"3,035,500","4,694,500",80,63,4.71,"58,681","276,147","340,138","178,559","179,343",1.55,17,17,"240,320,535",EU,"3,523,065","6,056,505","8,827,455","870,870","6,729,450",,"3,325,140","2,731,365","11,242,140","27,551,160","4,631,445","16,546,530","1,227,135","3,483,480","1,385,475",0,0,"28,342,860","23,275,980",0,"870,870",0,"672,945","39,109,980","316,680","19,713,330","10,133,760","2,018,835",,"5,660,655","5,106,465","2,454,270","1,464,645","3,048,045",
02.10.2023,11:00,Auction 4. Period CAP3 EU,T3PA,successful,80.95,72.47,120.00,81.18,80.37,"3,035,500","5,372,000",70,19,4.67,"76,743","358,133","400,418","275,955","251,214",1.77,15,11,"245,723,725",EU,"3,602,275","6,192,675","9,025,925","890,450","6,880,750",,"3,399,900","2,792,775","11,494,900","28,170,600","4,735,575","16,918,550","1,254,725","3,561,800","1,416,625",0,0,"28,980,100","23,799,300",0,"890,450",0,"688,075","39,989,300","323,800","20,156,550","10,361,600","2,064,225",,"5,787,925","5,221,275","2,509,450","1,497,575","3,116,575",
