column,valid_count,missing_count,coverage_pct,first_date,last_date
y,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
eua_high,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
eua_low,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
eua_volume,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
eua_range,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
eua_range_pct,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
target_volume,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
uka_volume,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
target_range,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
uka_range,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
target_range_pct,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
uka_range_pct,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
eurusd,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
auction_price_eur,1908,2403,44.258872651356995,2017-01-09 00:00:00,2025-11-25 00:00:00
is_auction_day,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
auction_price_lag_1,2309,2002,53.560658779865456,2017-01-10 00:00:00,2026-01-05 00:00:00
auction_price_lag_5,2305,2006,53.46787288332173,2017-01-16 00:00:00,2026-01-05 00:00:00
auction_price_lag_20,2290,2021,53.11992577128276,2017-02-06 00:00:00,2026-01-05 00:00:00
auction_price_rolling_mean_20,2310,2001,53.58385525400139,2017-01-09 00:00:00,2026-01-05 00:00:00
y_return,4310,1,99.97680352586407,2009-04-02 00:00:00,2026-01-05 00:00:00
y_ma_5d,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
y_ma_20d,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
y_ma_60d,4311,0,100.0,2009-04-01 00:00:00,2026-01-05 00:00:00
y_vol_20d,4309,2,99.95360705172813,2009-04-03 00:00:00,2026-01-05 00:00:00
y_momentum_5d,4306,5,99.88401762932034,2009-04-08 00:00:00,2026-01-05 00:00:00
y_momentum_20d,4291,20,99.53607051728137,2009-04-30 00:00:00,2026-01-05 00:00:00
