window,train_end,val_end,test_end,run_dir,origin_start,origin_end,n_origins,tsm_path_mse,llm_path_mse,path_improvement_pct,tsm_h20_mse,llm_h20_mse,h20_improvement_pct,tsm_h30_mse,llm_h30_mse,h30_improvement_pct,tsm_h20_sharpe,llm_h20_sharpe,tsm_h30_sharpe,llm_h30_sharpe
W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260331_192217_2f8fbb,2024-10-28,2025-05-20,143,21.285982131958008,21.642065856118837,-0.016728555062827777,27.479915618896484,27.989544557420867,-0.018545505946675478,32.64444351196289,33.34924711998038,-0.021590308554630733,1.0000230425299517,0.9119957895751872,0.7892416575265125,0.7027224220321769
W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260331_200333_fac9f0,2024-02-23,2024-09-16,146,23.02001953125,21.92612863514368,0.047519112423920706,32.75636672973633,30.876075584486987,0.05740231084732628,44.82731628417969,42.39559734866303,0.054246364428799154,0.7028461550083762,0.7862608944988956,0.7668971815309632,0.8727131170344955
W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260331_205229_5c7de8,2023-06-21,2024-01-12,146,90.5991439819336,87.69933487450557,0.03200702545276013,125.35798645019533,120.50866262480086,0.038683804380673426,176.53016662597656,169.45302493087345,0.04009026802822779,-0.7590271086879045,-0.9348354619334196,-1.879273019452292,-1.879273019452292
W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260331_214230_22bef9,2022-10-17,2023-05-10,146,104.76339721679688,103.12447891358777,0.01564399730010224,136.63156127929688,134.04904307820155,0.018901329801949918,233.8096618652344,229.27259487611616,0.01940495937132558,-1.0229111655560432,-1.143839374662467,-1.223281853035245,-1.224567547365219
