column,valid_count,missing_count,coverage_pct,first_date,last_date
y,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
eua_high,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
eua_low,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
eua_volume,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
eua_range,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
eua_range_pct,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
target_volume,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
uka_volume,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
target_range,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
uka_range,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
target_range_pct,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
uka_range_pct,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
eurusd,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
auction_price_eur,79,724,9.838107098381071,2021-05-19 00:00:00,2024-06-26 00:00:00
is_auction_day,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
auction_price_lag_1,802,1,99.87546699875467,2021-05-20 00:00:00,2024-06-28 00:00:00
auction_price_lag_5,798,5,99.37733499377335,2021-05-26 00:00:00,2024-06-28 00:00:00
auction_price_lag_20,783,20,97.5093399750934,2021-06-16 00:00:00,2024-06-28 00:00:00
auction_price_rolling_mean_20,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
uk_icap_primary,79,724,9.838107098381071,2021-05-19 00:00:00,2024-06-26 00:00:00
uk_icap_secondary,159,644,19.80074719800747,2021-05-24 00:00:00,2024-06-24 00:00:00
uk_icap_primary_print_day,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
uk_icap_secondary_print_day,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
uk_icap_primary_ffill,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
uk_icap_secondary_ffill,800,3,99.62640099626401,2021-05-24 00:00:00,2024-06-28 00:00:00
uk_icap_primary_secondary_spread,800,3,99.62640099626401,2021-05-24 00:00:00,2024-06-28 00:00:00
uk_icap_primary_secondary_spread_pct,800,3,99.62640099626401,2021-05-24 00:00:00,2024-06-28 00:00:00
uk_icap_primary_days_since_print,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
uk_icap_primary_lag_1,802,1,99.87546699875467,2021-05-20 00:00:00,2024-06-28 00:00:00
uk_icap_spread_lag_1,794,9,98.87920298879203,2021-05-25 00:00:00,2024-06-28 00:00:00
uk_icap_primary_lag_5,800,3,99.62640099626401,2021-05-24 00:00:00,2024-06-28 00:00:00
uk_icap_spread_lag_5,784,19,97.63387297633874,2021-05-31 00:00:00,2024-06-28 00:00:00
uk_icap_primary_lag_20,789,14,98.25653798256539,2021-06-08 00:00:00,2024-06-28 00:00:00
uk_icap_spread_lag_20,776,27,96.63760896637609,2021-06-14 00:00:00,2024-06-28 00:00:00
uk_icap_spread_z20,795,8,99.00373599003736,2021-05-31 00:00:00,2024-06-28 00:00:00
uk_icap_dow_sin,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
uk_icap_dow_cos,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
uk_icap_secondary_days_since_print,800,3,99.62640099626401,2021-05-24 00:00:00,2024-06-28 00:00:00
y_return,802,1,99.87546699875467,2021-05-20 00:00:00,2024-06-28 00:00:00
y_ma_5d,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
y_ma_20d,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
y_ma_60d,803,0,100.0,2021-05-19 00:00:00,2024-06-28 00:00:00
y_vol_20d,801,2,99.75093399750934,2021-05-21 00:00:00,2024-06-28 00:00:00
y_momentum_5d,798,5,99.37733499377335,2021-05-26 00:00:00,2024-06-28 00:00:00
y_momentum_20d,783,20,97.5093399750934,2021-06-16 00:00:00,2024-06-28 00:00:00
